,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
20,Wout Weghorst,Wolfsburg,31, FW,33(1),2931,17,7,4,-,2.1,69.5,3.4,3,7.24
21,James Rodríguez,Bayern,32," AM(CLR),FW",13(7),1143,7,3,2,-,1.8,87.1,0.2,3,7.24
22,Max Kruse,Werder Bremen,36," M(CLR),FW",32,2837,11,9,-,-,2.8,79.1,0.8,5,7.23
23,Joelinton,Hoffenheim,27," AM(CLR),FW",25(3),2136,7,5,5,-,2,79.3,2.3,1,7.21
24,Thomas Müller,Bayern,34," M(CLR),FW",28(4),2391,6,9,1,-,2,74.7,1.6,3,7.19
25,Ibrahima Konaté,RBL,24, D(C),27(1),2431,1,1,7,-,0.5,76,3.6,-,7.19
26,Kevin Stöger,Fortuna Duesseldorf,30, M(CL),24(1),2121,1,7,8,-,1.3,85,0.2,3,7.17
27,Timo Werner,RBL,28," AM(CLR),FW",29(1),2525,16,7,1,-,3.6,74.2,0.3,5,7.17
28,Mats Hummels,Bayern,35, D(C),20(1),1776,1,1,1,-,0.9,89.4,4,-,7.17
29,Serge Gnabry,Bayern,28," AM(CLR),FW",21(9),1774,10,5,-,-,2.2,83.4,0.2,3,7.15
30,Kevin Kampl,RBL,33, M(CLR),25(2),2122,2,5,5,-,1.3,84.4,0.6,2,7.13
31,Thomas Delaney,Borussia Dortmund,32, DMC,27(3),2290,3,5,7,-,1.1,85.5,1.9,4,7.13
32,Maximilian Arnold,Wolfsburg,29, M(CR),33,2879,2,6,7,-,1.6,80.8,0.8,2,7.11
33,Axel Witsel,Borussia Dortmund,35," D(C),M(C)",32(1),2873,4,1,2,-,1.1,93.1,1.4,-,7.11
34,Achraf Hakimi,Borussia Dortmund,25," D(LR),M(R)",19(2),1740,2,4,4,-,1,86.1,0.8,-,7.11
35,Nils Petersen,Freiburg,35, FW,20(4),1930,10,3,-,-,2,68.2,3.8,3,7.11
36,William,Wolfsburg,29," D(LR),M(R)",30(1),2676,2,1,10,-,0.8,74.4,1.6,1,7.09
37,Andrej Kramaric,Hoffenheim,32," AM(CLR),FW",28(2),2404,17,4,2,-,3.7,80.9,0.3,2,7.09
38,Florian Grillitsch,Hoffenheim,28," D(C),M(CL)",27(3),2395,-,3,8,-,1.1,83.5,1.6,-,7.06
39,Salif Sané,Schalke,33," D(C),DMC",29(1),2613,2,-,4,-,0.6,83.2,4,1,7.06
40,Theodor Gebre Selassie,Werder Bremen,37," D(CLR),DMC,M(R)",32,2815,3,2,2,-,0.9,79.8,3.3,1,7.03
41,Jérôme Roussillon,Wolfsburg,31," D(L),M(L)",28,2466,3,4,4,-,0.7,77.3,0.9,3,7.03
42,Emil Forsberg,RBL,32," AM(CLR),FW",14(6),1254,4,7,-,-,1.5,81.6,0.4,1,7.02
43,Raphaël Guerreiro,Borussia Dortmund,30," D(L),M(CL)",17(6),1532,2,6,2,-,1.5,85.5,0.3,1,7.02
44,Ondrej Duda,Hertha Berlin,29," M(C),FW",30(2),2575,11,5,7,-,1.7,76.9,1,5,7.02
45,Marc Oliver Kempf,Stuttgart,29, D(C),23,2026,2,-,3,-,0.6,81.2,5,3,7.01
46,David Alaba,Bayern,31," D(CL),M(CL)",29(2),2534,3,3,4,-,1.5,85.5,0.8,-,7.01
47,Lukas Klostermann,RBL,27," D(CLR),M(R)",22(4),2003,5,1,1,-,0.5,74,1.6,2,7.01
48,Charles Aránguiz,Leverkusen,35, M(C),22(2),1897,2,7,3,-,1,88.6,0.5,2,7.00
49,Mario Götze,Borussia Dortmund,31," M(CLR),FW",19(7),1680,7,7,-,-,1.1,81.5,0.3,-,7.00
50,Luka Jovic,Eintracht Frankfurt,26, FW,25(7),2249,17,5,1,-,3,70.4,1.9,4,7.00
51,Bastian Oczipka,Schalke,35," D(CL),M(L)",21,1876,1,5,3,-,0.6,77.1,0.6,-,7.00
52,Valentino Lazaro,Hertha Berlin,28," D(R),M(CLR)",31,2743,3,6,6,-,0.6,76.3,0.6,1,7.00
53,Nordi Mukiele,RBL,26," D(CR),M(R)",14(5),1227,1,1,3,-,0.4,72.8,2.1,-,6.99
54,Milot Rashica,Werder Bremen,27," AM(CLR),FW",19(7),1559,9,5,1,-,2.3,69.1,0.3,3,6.98
55,Michael Esser,Hannover,36, GK,32,2880,-,-,3,-,-,67.9,0.4,2,6.98
56,Maximilian Eggestein,Werder Bremen,27, M(CR),34,3053,5,4,4,-,1.3,80.5,1.3,2,6.98
57,Aarón Martín,Mainz,27," D(L),M(L)",32(1),2879,-,3,3,-,0.5,81.9,0.7,3,6.98
58,Josuha Guilavogui,Wolfsburg,33," D(C),M(C)",18(1),1572,2,1,5,-,0.4,81.6,1.5,1,6.97
59,Leon Goretzka,Bayern,29, M(CR),23(7),2021,8,4,3,-,1.8,87.5,1.3,1,6.96
60,Niklas Süle,Bayern,28, D(CR),29(2),2652,2,-,3,-,0.6,92.9,2.6,-,6.96
61,Julian Baumgartlinger,Leverkusen,36, DMC,16(5),1557,-,1,2,-,0.5,89.6,1.5,-,6.96
62,Maximilian Mittelstädt,Hertha Berlin,27," D(L),M(CL)",20(5),1802,1,1,2,1,0.9,73.2,1.7,1,6.96
63,Admir Mehmedi,Wolfsburg,33," M(CLR),FW",20(6),1700,6,5,1,-,1.4,76.4,1.1,1,6.96
64,Lars Bender,Leverkusen,35," D(CR),M(CR)",18(2),1367,1,4,2,-,0.8,82.9,1.9,2,6.95
65,Jonathan Tah,Leverkusen,28, D(C),33,2939,3,1,3,-,0.4,89.8,2.3,-,6.95
66,Marcel Sabitzer,RBL,30," M(CLR),FW",26(4),2356,4,3,9,-,2.1,70.4,0.7,1,6.94
67,Lars Stindl,Borussia M.Gladbach,35," M(CLR),FW",19(2),1513,3,1,3,-,1.6,82.7,0.9,1,6.93
68,Jean-Philippe Mateta,Mainz,26, FW,29(5),2495,14,2,2,-,2.9,71.2,3.2,3,6.93
69,Péter Gulácsi,RBL,33, GK,33,2926,-,-,-,-,-,58.9,0.2,1,6.93
70,Jonathan Schmid,Augsburg,33," D(R),M(CLR)",28,2520,3,7,1,-,0.6,81.1,1,2,6.93
71,Paco Alcácer,Borussia Dortmund,30," AM(R),FW",11(15),1205,18,-,-,-,2,75.2,0.5,2,6.93
72,Dan-Axel Zagadou,Borussia Dortmund,24, D(CL),15(2),1267,2,-,4,-,0.6,87.8,2.9,-,6.92
73,Diego Demme,RBL,32, DMC,24(2),2061,-,2,4,-,0.4,81.5,1.1,-,6.92
74,Pavel Kaderábek,Hoffenheim,32," D(R),M(LR)",28(1),2509,3,4,7,-,1,76.3,1.8,1,6.92
75,Niklas Stark,Hertha Berlin,29," D(C),DMC",22,1871,1,-,5,-,0.5,83.9,2.6,-,6.92
76,Nuri Sahin,Werder Bremen,35, M(C),19(1),1487,1,1,5,-,0.6,86.3,1.4,1,6.91
77,Nico Elvedi,Borussia M.Gladbach,27, D(CLR),30,2626,2,1,1,-,0.5,92.7,2.7,2,6.91
78,Wendell,Leverkusen,30," D(CL),M(L)",25(3),2278,2,2,5,-,0.4,85.7,1.5,1,6.90
79,Jean-Paul Boëtius,Mainz,30," AM(CL),FW",25(5),2130,4,7,8,-,1.5,77.1,0.8,1,6.90
80,Leon Bailey,Leverkusen,26," M(CLR),FW",21(8),1921,5,1,4,-,1.9,74.4,0.4,-,6.90
81,Nico Schulz,Hoffenheim,31," D(L),M(L)",29(1),2542,1,5,6,-,1,78,0.3,1,6.90
82,Karim Bellarabi,Leverkusen,34," M(CLR),FW",14(5),1061,5,4,4,1,2.2,74.8,0.1,1,6.90
83,Ante Rebic,Eintracht Frankfurt,30," AM(CLR),FW",23(5),1985,9,4,3,1,2.2,56.9,1.3,1,6.89
84,Janik Haberer,Freiburg,30," M(CLR),FW",26(1),2343,1,3,4,1,1,79.2,2,1,6.89
85,Davy Klaassen,Werder Bremen,31, M(CL),33,2823,5,4,5,-,1,74.5,0.9,2,6.89
86,Rani Khedira,Augsburg,30," D(C),DMC",30,2627,4,1,6,-,0.5,81.9,2.1,-,6.89
87,Abdou Diallo,Borussia Dortmund,28, D(CL),27(1),2381,1,1,1,1,0.4,89,1.8,1,6.88
88,Javi Martínez,Bayern,35," D(C),M(C)",16(5),1313,3,-,3,-,0.9,87.8,2.5,1,6.88
89,Yann Sommer,Borussia M.Gladbach,35, GK,34,3060,-,-,1,-,-,77.4,0.4,2,6.88
90,André Hahn,Augsburg,33," AM(CLR),FW",21(7),2050,4,4,7,-,1.3,57.8,2,1,6.87
91,Sven Bender,Leverkusen,35," D(C),M(C)",25(2),1995,-,-,3,-,0.5,90.8,2.9,-,6.87
92,Jérôme Boateng,Bayern,35, D(CR),19(1),1694,-,2,1,-,0.7,89,1.5,-,6.87
93,Martin Hinteregger,Augsburg,31, D(C),18,1576,2,-,-,-,0.9,75.5,3,1,6.87
94,Stefan Bell,Mainz,32, D(CR),25,2250,-,-,7,-,0.7,79.8,3.7,1,6.87
95,Makoto Hasebe,Eintracht Frankfurt,40," D(CR),M(CR)",28,2520,-,-,4,-,0.1,85,1.1,-,6.87
96,Christian Pulisic,Borussia Dortmund,25," M(CLR),FW",9(11),924,4,4,2,-,1.4,79.5,0.8,1,6.86
97,Robin Knoche,Wolfsburg,31, D(C),31,2790,3,-,-,-,0.5,85.9,2.6,1,6.86
98,Alfred Finnbogason,Augsburg,35, FW,17(1),1346,10,1,2,-,2.2,68.1,1.3,3,6.85
99,Danny da Costa,Eintracht Frankfurt,30," D(R),M(R)",34,3035,2,4,1,-,0.6,62.9,1.6,1,6.85
100,Ewerton,Nuernberg,35, D(C),15(3),1342,-,-,2,-,0.4,84.1,3.2,-,6.85
101,Matthias Zimmermann,Fortuna Duesseldorf,31," D(R),DMC,M(R)",34,3050,1,3,4,-,0.4,78.5,1.1,-,6.84
102,Kevin Trapp,Eintracht Frankfurt,33, GK,33,2938,-,-,2,-,-,63.6,0.5,1,6.84
103,Salomon Kalou,Hertha Berlin,38," AM(CLR),FW",27(3),2327,8,2,-,-,1.6,73.5,1.4,1,6.83
104,Koen Casteels,Wolfsburg,31, GK,26,2296,-,-,-,-,-,76.9,0.4,-,6.83
105,Weston McKennie,Schalke,25," D(C),M(CLR)",19(5),1746,1,4,6,-,1,72,3.6,2,6.82
106,Stefan Posch,Hoffenheim,26, D(CR),16(1),1404,-,-,5,-,0.3,88,2.4,-,6.82
107,Dodi Lukébakio,Fortuna Duesseldorf,26," AM(CLR),FW",22(9),1978,10,3,6,-,1.8,75.8,0.7,2,6.82
108,Kaan Ayhan,Fortuna Duesseldorf,29," D(CR),DMC",28,2451,4,1,10,-,0.8,88.1,1.6,2,6.81
109,Karim Onisiwo,Mainz,32," AM(CLR),FW",11(15),1153,7,3,2,-,1.5,62.6,1.7,2,6.81
110,Pirmin Schwegler,Hannover,37, M(C),25(2),2081,-,1,7,-,0.4,82,1.2,1,6.80
111,Manuel Akanji,Borussia Dortmund,28," D(CLR),DMC",25,2206,1,-,1,-,0.3,92.9,1.8,-,6.79
112,Jonathan de Guzmán,Eintracht Frankfurt,36, M(CLR),17(11),1564,3,6,4,-,0.8,79.1,0.9,1,6.79
113,Philipp Max,Augsburg,30," D(L),M(L)",30,2575,4,2,1,-,0.8,71.8,0.8,1,6.78
114,John Anthony Brooks,Wolfsburg,31, D(C),29,2610,3,2,7,-,0.7,85.9,2.7,1,6.78
115,Timo Baumgartl,Stuttgart,28, D(C),18,1620,1,-,2,-,0.3,81.9,2.5,1,6.78
116,Matheus Pereira,Nuernberg,28," AM(CLR),FW",16(3),1237,3,2,3,1,1.5,74.3,0.3,2,6.77
117,Franck Ribéry,Bayern,41," AM(CL),FW",10(15),1168,6,3,3,-,1,82.5,-,1,6.77
118,Alassane Pléa,Borussia M.Gladbach,31," AM(CLR),FW",28(6),2509,12,4,2,-,2.4,72,1.1,1,6.77
119,Ludwig Augustinsson,Werder Bremen,30," D(L),M(L)",34,3028,1,4,5,-,0.6,79.9,1.9,-,6.76
120,Mitchell Weiser,Leverkusen,30," D(R),M(R)",22(8),2111,1,3,3,-,0.4,82.1,0.7,2,6.76
121,Ermin Bicakcic,Hoffenheim,34, D(C),20(5),1788,1,2,-,-,0.4,88.6,2.2,1,6.76
122,Luca Waldschmidt,Freiburg,27," AM(CLR),FW",16(14),1719,9,1,1,-,2.1,81,0.4,2,6.75
123,Jonas Hofmann,Borussia M.Gladbach,31," D(R),M(CLR),FW",21(6),1917,5,5,2,-,1.3,84,0.3,1,6.75
124,David Abraham,Eintracht Frankfurt,37, D(C),17,1422,-,-,2,-,0.3,77.4,2.4,1,6.75
125,Niko Gießelmann,Fortuna Duesseldorf,32," D(CL),M(L)",29(1),2593,-,3,2,-,0.9,74.4,1.8,-,6.75
126,Evan Ndicka,Eintracht Frankfurt,24, D(CL),24(3),2302,1,1,3,-,0.5,79.3,2.7,-,6.74
127,Breel Embolo,Schalke,27," AM(CR),FW",15(5),1351,5,1,4,-,1.3,64.9,1.6,1,6.74
128,Nicolás González,Stuttgart,26," M(CLR),FW",23(7),2164,2,3,2,1,2,62.1,3.9,1,6.74
129,Oliver Fink,Fortuna Duesseldorf,41, M(CL),13(5),1058,3,-,4,-,0.7,58.6,3.9,-,6.74
130,Benito Raman,Fortuna Duesseldorf,29," AM(LR),FW",19(11),1679,10,4,1,-,1.8,70.3,0.2,3,6.74
131,Benjamin Pavard,Stuttgart,28," D(CLR),M(R)",29,2606,-,-,3,-,0.4,84.6,2.8,-,6.73
132,Oliver Baumann,Hoffenheim,33, GK,33,2970,-,1,-,-,-,76.4,0.3,-,6.73
133,Hendrik Weydandt,Hannover,28, FW,18(10),1720,6,1,1,-,2.2,58.3,4.5,-,6.73
134,Walace,Hannover,29, DMC,23(3),1998,1,1,5,-,0.7,84.9,2.1,-,6.73
135,Matthias Ginter,Borussia M.Gladbach,30," D(CR),DMC",27,2380,2,-,2,-,0.9,86.4,2.6,1,6.73
136,Nabil Bentaleb,Schalke,29, M(C),19(6),1792,3,-,4,-,0.8,79.3,1.5,2,6.73
137,Konrad Laimer,RBL,26," D(R),M(CR)",20(9),1878,1,1,7,-,0.5,70.1,0.7,1,6.72
138,Jeffrey Gouweleeuw,Augsburg,32, D(C),24(1),2093,-,2,4,-,0.3,77.1,1.9,-,6.72
139,Emiliano Insúa,Stuttgart,35," D(CL),M(L)",24(3),2119,2,2,4,1,0.3,76.8,0.9,-,6.72
140,Lucas Alario,Leverkusen,31, FW,11(16),1256,9,3,1,-,1.6,75.5,1.5,2,6.72
141,Rune Jarstein,Hertha Berlin,39, GK,31,2746,-,-,2,-,-,57.2,0.5,2,6.72
142,Waldemar Anton,Hannover,27," D(CR),DMC",34,3060,1,-,4,-,0.7,83.6,2.5,-,6.72
143,Michael Rensing,Fortuna Duesseldorf,39, GK,32,2880,-,-,1,-,-,59,0.5,1,6.71
144,Christoph Kramer,Borussia M.Gladbach,33, M(C),13(5),1136,2,1,6,-,0.4,88.9,0.9,1,6.71
145,Oscar Wendt,Borussia M.Gladbach,38," D(L),M(L)",30(2),2730,1,1,2,-,0.3,82,0.8,1,6.71
146,Christian Mathenia,Nuernberg,32, GK,22,1934,-,-,2,-,-,59.9,0.8,1,6.71
147,Julian Weigl,Borussia Dortmund,28," D(C),DMC",16(2),1456,1,-,3,-,0.2,93.2,1.1,-,6.71
148,Ralf Fährmann,Schalke,35, GK,16(1),1469,-,-,-,-,-,69.3,0.4,-,6.71
149,Jean-Philippe Gbamin,Mainz,28," D(CR),DMC",30(1),2674,2,1,3,-,1.2,80.4,1.7,-,6.70
150,Jirí Pavlenka,Werder Bremen,32, GK,34,2979,-,-,2,-,-,70.1,0.2,-,6.70
151,Michael Gregoritsch,Augsburg,30," AM(CR),FW",28(4),2494,6,2,4,-,2.7,71.1,2.9,1,6.70
152,Aleksandar Dragovic,Leverkusen,33, D(CR),13(5),1333,2,-,4,-,0.2,89.8,1.6,-,6.70
153,Marco Richter,Augsburg,26," M(CLR),FW",17(8),1433,4,6,4,-,2.2,70,0.9,1,6.70
154,Genki Haraguchi,Hannover,32, M(CLR),22(6),2127,-,3,1,-,1.1,78.1,1,-,6.70
155,Dominique Heintz,Freiburg,30, D(CL),34,3054,1,1,5,-,0.3,82.1,1.8,-,6.69
156,Pierre Kunde,Mainz,28, DMC,23(6),1913,-,-,5,-,1,82.5,0.9,-,6.69
157,Ádám Szalai,Hoffenheim,36, FW,15(15),1621,6,3,3,-,2.2,71.1,1.6,1,6.69
158,Tobias Strobl,Borussia M.Gladbach,33," D(CR),DMC",26(3),2295,-,4,4,-,0.3,89.9,1.3,-,6.69
159,Davie Selke,Hertha Berlin,29, FW,16(14),1731,3,5,4,-,1.5,59.7,3.5,1,6.69
160,Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",28(2),2462,2,2,2,-,1.2,77.8,0.8,1,6.69
161,Danny Latza,Mainz,34, M(C),22(2),1873,-,3,4,-,1.6,80.7,1.3,1,6.69
162,Mathew Leckie,Hertha Berlin,33, M(CLR),10(8),940,2,-,3,-,1.2,68.7,2.7,-,6.68
163,Vedad Ibisevic,Hertha Berlin,39, FW,25(4),1826,10,2,5,1,1.8,72.2,2.4,1,6.68
164,Kevin Danso,Augsburg,25, D(C),13(5),1249,1,1,3,-,0.6,74.4,2.7,1,6.68
165,Daniel Ginczek,Wolfsburg,33," AM(R),FW",12(12),1275,6,2,4,-,1.5,58.7,1.1,3,6.68
166,Amine Harit,Schalke,26," AM(CLR),FW",12(6),1083,1,1,1,-,0.7,80,0.4,1,6.68
167,Benjamin Stambouli,Schalke,33," D(CR),M(C)",20(1),1763,-,2,3,-,0.1,76.7,0.9,-,6.68
168,Rouwen Hennings,Fortuna Duesseldorf,36, FW,19(10),1832,7,4,3,-,2,66.4,1.9,-,6.68
169,Nicolas Höfler,Freiburg,34," D(C),DMC",18,1616,-,-,6,-,0.7,86.2,1.2,-,6.67
170,Niklas Moisander,Werder Bremen,38, D(C),30,2639,-,-,6,1,0.3,86.4,1.6,-,6.67
171,Alexander Schwolow,Freiburg,31, GK,33,2970,-,1,1,-,-,62.8,0.2,-,6.66
172,Moussa Niakhaté,Mainz,28, D(CL),32(1),2790,1,1,3,-,0.3,82.5,2.1,-,6.66
173,Yuya Osako,Werder Bremen,33," AM(CLR),FW",15(6),1351,3,2,2,-,1.3,73.3,1.4,1,6.65
174,Florian Neuhaus,Borussia M.Gladbach,27, M(C),25(7),2072,3,8,5,-,1.6,83.6,0.2,-,6.65
175,Robin Quaison,Mainz,30," M(CLR),FW",25(3),2204,7,3,1,-,1.8,72.9,0.9,1,6.65
176,Arne Maier,Hertha Berlin,25, M(CR),23(1),2069,-,-,2,-,0.8,86.7,0.9,-,6.65
177,Fabian Lustenberger,Hertha Berlin,36," D(C),M(C)",24(5),2171,-,1,2,-,0.1,86.3,1.8,1,6.65
178,Marvin Plattenhardt,Hertha Berlin,32," D(L),M(L)",22,1926,1,2,4,-,0.5,79.3,0.5,-,6.64
179,Gelson Fernandes,Eintracht Frankfurt,37, DMC,28,2236,1,-,9,1,0.1,83.4,1.2,-,6.64
180,Michael Lang,Borussia M.Gladbach,33," D(R),M(R)",15(2),1262,1,-,-,-,0.6,83.6,1.2,-,6.64
181,Denis Zakaria,Borussia M.Gladbach,27," D(C),DMC",21(10),1959,4,-,7,-,1.2,83.2,0.5,-,6.63
182,Georg Margreitter,Nuernberg,35, D(C),22(5),2059,2,-,2,-,0.6,81.7,2.3,3,6.63
183,Daniel Brosinski,Mainz,35," D(LR),M(LR)",26,2206,3,5,2,-,0.7,74.2,0.9,1,6.63
184,Karim Rekik,Hertha Berlin,29, D(CL),24,2070,-,-,4,1,0.3,88.6,2,-,6.62
185,Eduard Löwen,Nuernberg,27," D(C),M(C)",17(5),1622,3,2,3,-,1.7,75.3,0.9,1,6.62
186,Roman Bürki,Borussia Dortmund,33, GK,32,2880,-,-,1,-,-,65.8,0.3,2,6.62
187,Sebastian Langkamp,Werder Bremen,36, D(C),15(6),1411,-,-,4,-,0.5,88.5,2,-,6.62
188,Lukás Hrádecky,Leverkusen,34, GK,32,2880,-,-,1,-,-,76.6,0.3,1,6.61
189,Daniel Baier,Augsburg,39, M(C),33,2824,-,1,7,-,0.8,76.4,0.9,-,6.61
190,Reiss Nelson,Hoffenheim,24, M(LR),5(18),630,7,-,-,-,0.9,86.2,-,1,6.61
191,Robin Koch,Freiburg,27," D(C),DMC",21(3),1899,1,-,3,-,0.5,82.4,2.7,-,6.61
192,Koo Ja-Cheol,Augsburg,35, M(CLR),19(7),1644,2,1,3,-,1,80.8,1,-,6.61
193,Manuel Gulde,Freiburg,33, D(C),20(1),1714,1,-,3,-,0.3,82.1,1.6,1,6.60
194,Hanno Behrens,Nuernberg,34," M(C),FW",30,2643,4,1,3,-,1.3,67.6,3.5,1,6.60
195,Mario Gomez,Stuttgart,38, FW,25(6),2216,7,2,3,1,1.7,65.7,3,1,6.60
196,Milos Veljkovic,Werder Bremen,28," D(C),DMC",21(2),1878,1,-,5,2,0.4,84.7,2.2,1,6.60
197,Felipe Trevizan,Hannover,36, D(C),14(3),1098,2,-,4,1,0.6,74.7,1.8,-,6.60
198,Leonardo Bittencourt,Hoffenheim,30," M(CLR),FW",13(8),1069,1,3,1,-,1.1,80.2,0.3,-,6.60
199,Kenan Karaman,Fortuna Duesseldorf,30," AM(CLR),FW",9(12),915,3,1,-,-,1,71,1.4,1,6.59
200,Jacob Bruun Larsen,Borussia Dortmund,25," AM(CLR),FW",16(8),1271,2,2,-,-,1.1,78.1,0.6,-,6.59
201,Christian Günter,Freiburg,31," D(L),M(L)",32,2880,-,5,3,1,0.9,76.6,0.3,-,6.59
202,Josip Brekalo,Wolfsburg,25," AM(CLR),FW",15(10),1416,3,3,2,-,1,73,0.2,-,6.59
203,Javairô Dilrosun,Hertha Berlin,25, AM(CLR),7(10),892,2,3,2,-,0.6,81.6,0.3,-,6.59
204,Pascal Stenzel,Freiburg,28," D(CR),M(R)",16(5),1453,-,2,4,1,1.2,81.9,1.1,1,6.59
205,Martin Harnik,Werder Bremen,36," M(LR),FW",10(8),829,4,2,2,-,1.6,63,1.2,-,6.58
206,Alfredo Morales,Fortuna Duesseldorf,33," D(C),M(C)",16(7),1527,1,1,6,-,0.8,74.2,3.6,2,6.58
207,Suat Serdar,Schalke,27, M(CLR),20(6),1737,2,1,3,2,1.2,71.6,0.8,1,6.58
208,Adam Bodzek,Fortuna Duesseldorf,38," D(C),DMC",20(1),1604,-,1,5,1,0.1,84,1.7,-,6.57
209,Jérôme Gondorf,Freiburg,35, M(CR),13(12),1296,2,2,3,-,0.9,72.9,0.8,-,6.57
210,Daniel Didavi,Stuttgart,34," AM(CR),FW",8(12),951,2,2,-,-,1.2,78.5,0.3,-,6.57
211,Renato Steffen,Wolfsburg,32, M(CLR),18(13),1507,5,1,4,-,0.9,76,0.7,-,6.57
212,Matija Nastasic,Schalke,31, D(C),28,2451,1,-,6,1,0.8,82.2,2.2,-,6.57
213,Patrick Herrmann,Borussia M.Gladbach,33," M(LR),FW",10(14),1075,3,2,1,-,0.8,80.5,0.3,-,6.56
214,Tim Leibold,Nuernberg,30," D(L),M(CL)",32,2768,-,2,6,1,0.9,78,1.1,-,6.55
215,Christian Gentner,Stuttgart,38, M(CLR),24(5),2024,-,5,3,-,1,71.6,1.3,1,6.55
216,Alexander Nübel,Schalke,27, GK,18,1589,-,-,1,1,-,63.7,0.6,1,6.55
217,Gonzalo Castro,Stuttgart,36," D(L),M(CR)",19(6),1694,2,4,4,-,0.5,77,0.5,-,6.55
218,Mike Frantz,Freiburg,37," M(CLR),FW",29(2),2233,2,1,2,-,0.6,78.2,1.6,-,6.54
219,Santiago Ascacíbar,Stuttgart,27, DMC,27,2430,-,-,10,1,0.7,80.7,1.2,-,6.54
220,Ondrej Petrák,Nuernberg,32," D(C),DMC",18(4),1624,-,-,5,-,0.6,85.5,2,-,6.54
221,Linton Maina,Hannover,24," M(CLR),FW",17(3),1425,1,3,1,-,1.1,76.4,0.2,-,6.54
222,Kevin Vogt,Hoffenheim,32," D(CR),M(C)",28,2395,-,-,5,-,0.1,89.3,1.3,-,6.54
223,Elvis Rexhbeçaj,Wolfsburg,26, M(C),13(11),1144,2,2,4,-,0.4,70.7,1,-,6.53
224,Oliver Sorg,Hannover,33," D(CLR),DMC,M(R)",18(1),1583,-,-,5,1,0.2,75.5,0.5,-,6.52
225,Ron-Robert Zieler,Stuttgart,35, GK,34,3060,-,-,3,-,-,56,0.3,1,6.52
226,Florent Muslija,Hannover,25, M(CL),6(11),676,2,-,1,-,1.2,79,-,-,6.51
227,Lukas Mühl,Nuernberg,27, D(C),31,2790,1,-,4,-,0.4,84.3,1.5,-,6.51
228,Kevin Möhwald,Werder Bremen,30, M(CR),7(16),863,3,1,2,-,0.9,81.7,0.5,-,6.50
229,Jean Zimmer,Fortuna Duesseldorf,30," D(R),M(R)",17(1),1439,1,2,2,-,0.5,71,0.3,1,6.50
230,Claudio Pizarro,Werder Bremen,45," AM(C),FW",3(23),677,5,2,1,-,1,69.9,1.4,-,6.49
231,Takashi Usami,Fortuna Duesseldorf,31, AM(LR),10(9),877,1,2,1,-,1.4,76.1,0.3,-,6.49
