,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
10,Deiver Machado,309,Lens,29, M(L)  ,26(7),2206,3,0.6,20.3,85.7,0.4,0.4,0.0,6.72,4,5,1,0.5,0.5,2,0.5,1.4,0.2,0.3,0.9,1.4,0.6,1.3,0.1,0.7,0.4,0.1,0,Left-Back,"Sep 2, 1993",29,Colombia,€4.00m
11,Ignatius Ganago,302,Nantes,24," AM(LR),FW  ",16(12),1520,3,0.4,11.6,64.8,0.0,0.3,0.0,6.56,5,0,0,1.2,2.2,0,0.4,1.1,0.3,0.7,1.4,0.3,0.1,0.5,0.0,0.4,0.1,0.0,0,Centre-Forward,"Feb 16, 1999",24,Cameroon,€4.00m
12,Alexis Claude-Maurice,309,Lens,25, AM(CL)  ,5(15),597,3,0.4,11.6,86.2,0.1,0.2,0.0,6.56,5,0,0,0.7,0.2,1,0.6,0.8,0.0,0.7,0.9,0.7,0.1,0.4,0.0,0.1,0.5,0.0,0,Attacking Midfield,"Jun 6, 1998",25,France,€4.50m
13,David Pereira da Costa,309,Lens,22, AM(CL)  ,16(15),1410,3,0.9,22.6,86.0,0.2,0.5,0.1,6.53,1,2,0,0.8,0.1,0,0.9,0.5,0.0,0.9,1.0,0.4,0.4,0.5,0.0,0.1,0.4,0.0,0,Attacking Midfield,"Jan 5, 2001",22,Portugal,€8.00m
14,Jean Onana,309,Lens,23, DMC  ,9(12),807,0,0.3,22.4,87.0,0.0,0.9,0.0,6.5,0,3,0,0.4,0.4,0,0.3,0.5,0.1,0.4,0.4,1.3,0.9,0.3,0.0,1.0,0.6,0.2,0,Defensive Midfield,"Jan 8, 2000",23,Cameroon,€6.00m
15,Wesley Saïd,309,Lens,28," AM(CLR),FW  ",6(15),638,0,0.3,8.9,81.7,0.0,0.4,0.0,6.45,5,2,0,1.3,0.2,0,0.8,0.0,0.0,0.3,0.9,0.2,0.0,1.0,0.0,0.1,0.2,0.0,0,Centre-Forward,"Apr 19, 1995",28,France,€2.00m
16,Jean-Ricner Bellegarde,148,Strasbourg,24, M(CLR)  ,29(1),2428,6,1.9,36.3,81.6,1.5,1.5,0.1,7.07,2,5,0,1.3,0.7,5,1.9,2.4,0.0,1.5,2.1,1.6,0.9,1.2,0.0,0.6,0.5,0.1,0,Central Midfield,"Jun 27, 1998",25,France,€10.00m
17,Habib Diallo,148,Strasbourg,28," AM(R),FW  ",32(5),2880,1,0.7,15.8,67.7,0.0,0.3,0.1,7.04,20,2,1,2.5,3.6,5,0.8,1.7,0.5,0.9,3.2,0.5,0.3,1.0,0.0,0.7,0.3,0.1,0,Centre-Forward,"Jun 18, 1995",28,Senegal,€18.00m
18,Adrien Thomasson,309,Lens,29, M(CLR)  ,16(4),1288,5,1.0,27.1,80.3,0.2,0.9,0.1,6.92,5,1,0,1.1,0.6,0,0.6,0.9,0.3,0.9,1.3,1.2,0.2,1.1,0.0,0.8,1.7,0.1,0,Attacking Midfield,"Dec 10, 1993",29,France,€6.00m
19,Alexander Djiku,148,Strasbourg,28," D(CR),DMC  ",31,2681,2,0.4,48.0,80.8,0.1,4.5,0.0,6.92,1,8,1,0.5,3.0,1,0.1,0.8,0.1,0.2,0.3,1.7,2.1,1.3,0.4,4.8,0.6,0.6,0,Centre-Back,"Aug 9, 1994",28,Ghana,€8.00m
20,Maxime Le Marchand,148,Strasbourg,33, D(CL)  ,23(3),2018,0,0.1,45.3,79.9,0.2,3.1,0.0,6.65,0,4,1,0.3,2.3,0,0.6,0.3,0.0,0.2,0.4,1.5,1.4,1.2,0.4,2.7,0.5,0.5,0,Centre-Back,"Oct 11, 1989",33,France,€1.00m
21,Ismaël Doukouré,148,Strasbourg,19, D(C)  ,25(3),2301,1,0.1,37.3,83.2,0.1,2.5,0.1,6.65,1,5,0,0.3,1.1,0,1.0,1.0,0.0,0.7,0.8,1.7,1.0,1.1,0.7,1.9,0.5,0.3,0,Centre-Back,"Jul 24, 2003",19,France,€6.00m
22,Matz Sels,148,Strasbourg,31, GK  ,38,3420,0,0.0,22.1,60.1,0.0,5.1,0.0,6.61,0,2,0,0.0,0.2,2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9,0.0,0.0,0,Goalkeeper,"Feb 26, 1992",31,Belgium,€7.00m
23,Habib Diarra,148,Strasbourg,19, AM(CR)  ,18(11),1628,2,0.8,20.4,80.6,0.4,0.6,0.1,6.59,3,4,0,0.8,0.4,1,0.9,0.8,0.0,0.7,1.3,0.8,0.4,0.8,0.0,0.4,0.5,0.0,0,Attacking Midfield,"Jan 3, 2004",19,Senegal,€10.00m
24,Lucas Perrin,148,Strasbourg,24, D(C)  ,18(8),1763,1,0.3,30.5,82.2,0.1,2.2,0.0,6.59,0,4,0,0.3,1.4,0,0.2,0.7,0.0,0.2,0.2,1.7,1.4,0.9,0.4,1.7,0.9,0.2,0,Centre-Back,"Nov 19, 1998",24,France,€3.00m
25,Dimitri Liénard,148,Strasbourg,35," D(L),M(CL)  ",18(10),1546,0,1.1,27.1,78.5,1.3,2.2,0.0,6.52,0,4,0,0.5,0.7,0,0.4,0.5,0.1,0.4,1.0,1.6,0.6,0.6,0.0,0.8,0.8,0.1,0,Left Midfield,"Feb 13, 1988",35,France,€500k
26,Sanjin Prcic,148,Strasbourg,29, M(C)  ,17(12),1633,1,0.4,35.4,86.1,0.2,3.3,0.1,6.48,1,3,1,1.0,0.6,0,0.5,0.7,0.0,0.2,0.3,0.9,0.9,0.6,0.0,0.7,0.4,0.2,0,Central Midfield,"Nov 20, 1993",29,Bosnia-Herzegovina,€3.00m
27,Colin Dagba,148,Strasbourg,24," D(R),M(R)  ",12(9),960,0,0.6,17.4,85.0,0.4,0.4,0.0,6.44,0,3,0,0.2,0.1,0,0.5,0.3,0.0,0.5,0.4,1.5,0.8,0.7,0.2,0.8,0.3,0.1,0,Right-Back,"Sep 9, 1998",24,France,€4.50m
28,Gerzino Nyamsi,148,Strasbourg,26, D(C)  ,19(1),1580,1,0.2,42.0,84.5,0.0,2.9,0.0,6.44,1,4,1,0.7,1.9,1,0.5,0.2,0.0,0.1,0.6,1.4,0.5,1.9,0.8,2.9,0.1,0.6,0,Centre-Back,"Jan 22, 1997",26,France,€5.00m
29,Jean-Eudes Aholou,148,Strasbourg,29, DMC  ,16(14),1301,1,0.3,19.5,76.1,0.0,1.0,0.1,6.43,3,4,1,0.7,0.9,1,0.5,0.8,0.0,0.5,1.1,1.1,0.8,1.3,0.0,0.4,0.6,0.0,0,Defensive Midfield,"Mar 20, 1994",29,Cote d'Ivoire,€2.50m
30,Ibrahima Sissoko,148,Strasbourg,25," D(C),DMC  ",13(13),1306,2,0.4,23.9,77.5,0.2,1.2,0.1,6.41,0,1,0,0.5,1.2,0,0.3,0.6,0.1,0.7,0.8,1.5,0.4,1.6,0.0,0.7,0.8,0.2,0,Defensive Midfield,"Oct 27, 1997",25,Mali,€6.00m
31,Lebo Mothiba,148,Strasbourg,27, FW  ,3(16),428,0,0.1,4.9,79.6,0.0,0.0,0.0,6.22,3,0,0,0.5,0.5,0,0.2,0.6,0.0,0.4,0.8,0.1,0.0,0.6,0.0,0.2,0.1,0.1,0,Centre-Forward,"Jan 28, 1996",27,South Africa,€1.20m
32,Branco van den Boomen,246,Toulouse,27, DMC  ,32(3),2893,8,2.5,54.2,83.0,2.5,7.3,0.2,7.08,5,6,0,1.5,0.2,1,0.5,0.5,0.1,0.3,0.9,2.0,0.3,0.9,0.0,0.7,1.5,0.1,0,Central Midfield,"Jul 21, 1995",27,Netherlands,€12.00m
33,Rasmus Nicolaisen,246,Toulouse,26, D(C)  ,34,2997,2,0.1,51.7,84.3,0.0,3.6,0.0,6.94,0,5,1,0.4,3.4,1,0.3,0.8,0.0,0.2,0.2,1.4,1.5,0.9,0.3,4.4,0.5,1.3,1,Centre-Back,"Mar 16, 1997",26,Denmark,€6.00m
34,Rafael Ratão,246,Toulouse,27, AM(LR)  ,25(5),1871,4,1.0,24.2,77.7,0.3,0.8,0.1,6.84,5,2,0,1.0,0.3,1,1.3,1.1,0.1,1.0,1.9,1.7,0.7,0.9,0.0,0.2,1.5,0.0,0,Left Winger,"Nov 30, 1995",27,Brazil,€2.50m
35,Stijn Spierings,246,Toulouse,27, M(C)  ,35(1),3123,0,0.6,57.0,86.1,0.1,3.9,0.0,6.81,2,6,0,0.7,0.6,0,0.4,1.4,0.0,0.7,0.8,2.6,1.5,1.5,0.0,1.2,1.6,0.3,0,Defensive Midfield,"Mar 12, 1996",27,Netherlands,€6.00m
36,Mikkel Desler,246,Toulouse,28, D(R)  ,26(1),2262,2,0.6,48.8,86.2,0.3,1.3,0.0,6.8,1,4,1,0.4,0.9,1,1.0,1.2,0.2,0.6,1.5,2.6,1.3,1.0,0.0,1.7,0.9,0.2,0,Right-Back,"Feb 19, 1995",28,Denmark,€2.50m
37,Maxime Dupé,246,Toulouse,30, GK  ,38,3420,0,0.0,28.8,75.2,0.0,4.8,0.0,6.8,0,1,0,0.0,0.3,4,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,Goalkeeper,"Mar 4, 1993",30,France,€2.50m
38,Zakaria Aboukhlal,246,Toulouse,23, AM(LR)  ,28(9),2480,5,0.6,19.5,76.7,0.1,0.2,0.0,6.7,10,4,0,2.2,0.3,3,1.1,1.2,0.5,1.0,2.2,0.9,0.6,1.1,0.0,0.5,0.8,0.0,0,Right Winger,"Feb 18, 2000",23,Morocco,€9.00m
39,Farès Chaïbi,246,Toulouse,20, AM(CL)  ,24(12),2345,5,0.8,26.1,76.5,0.3,1.2,0.1,6.7,5,2,0,1.8,0.9,0,0.3,0.6,0.2,0.7,1.5,0.9,0.5,0.9,0.0,0.8,0.9,0.1,0,Attacking Midfield,"Nov 28, 2002",20,Algeria,€10.00m
40,Anthony Rouault,246,Toulouse,22, D(C)  ,37,3316,0,0.1,55.4,87.5,0.0,3.5,0.0,6.65,2,2,1,0.5,2.4,2,0.1,0.5,0.0,0.1,0.6,1.8,1.5,0.6,0.5,3.4,0.8,0.7,1,Centre-Back,"May 29, 2001",22,France,€10.00m
41,Thijs Dallinga,246,Toulouse,22, FW  ,28(8),2363,1,0.6,13.9,65.0,0.0,0.3,0.0,6.65,12,4,0,1.7,1.6,1,0.3,0.5,0.6,0.5,1.1,0.2,0.1,1.0,0.0,0.6,0.3,0.1,0,Centre-Forward,"Aug 3, 2000",22,Netherlands,€12.00m
42,Brecht Dejaegere,246,Toulouse,32, AM(C)  ,25(5),1827,1,0.6,21.1,81.0,0.0,0.8,0.2,6.5,4,5,0,0.8,0.3,0,0.6,1.2,0.0,0.6,1.2,1.3,0.5,1.3,0.0,0.3,1.2,0.2,0,Central Midfield,"May 29, 1991",32,Belgium,€1.80m
43,Moussa Diarra,246,Toulouse,22, D(CL)  ,12(11),1222,1,0.3,24.3,83.9,0.2,0.8,0.0,6.35,0,0,0,0.0,0.7,0,0.4,0.7,0.0,0.2,1.0,0.9,0.8,0.8,0.1,1.1,0.3,0.4,0,Centre-Back,"Nov 10, 2000",22,Mali,€800k
44,Denis Genreau,246,Toulouse,24, AM(C)  ,7(13),654,1,0.3,15.2,78.2,0.2,0.4,0.0,6.35,0,3,0,0.4,0.3,0,0.4,0.2,0.2,0.3,0.7,1.8,0.4,0.5,0.0,0.5,0.9,0.1,0,Attacking Midfield,"May 21, 1999",24,Australia,€1.50m
45,Ado Onaiwu,246,Toulouse,27, FW  ,9(25),1073,1,0.2,9.6,76.2,0.0,0.1,0.1,6.22,2,0,0,0.6,1.1,0,0.2,0.4,0.1,0.8,0.7,0.3,0.1,0.4,0.0,0.1,0.2,0.0,0,Centre-Forward,"Nov 8, 1995",27,Japan,€1.50m
46,Veljko Birmancevic,246,Toulouse,25, Midfielder  ,2(23),427,0,0.1,6.0,69.8,0.0,0.0,0.0,6.11,0,0,0,0.5,0.1,0,0.2,0.3,0.0,0.1,0.5,0.5,0.3,0.2,0.0,0.0,0.6,0.1,0,Right Winger,"Mar 5, 1998",25,Serbia,€3.00m
47,Alexandre Lacazette,228,Lyon,32," M(CLR),FW  ",34(1),2938,5,1.4,24.9,75.5,0.1,0.8,0.1,7.42,27,3,0,3.3,0.8,5,1.1,1.6,0.4,1.3,1.9,1.2,0.4,1.8,0.0,0.1,0.5,0.1,0,Centre-Forward,"May 28, 1991",32,France,€14.00m
48,Maxence Caqueret,228,Lyon,23, DMC  ,32(4),2778,7,1.7,46.5,86.3,0.8,1.4,0.1,7.04,4,2,0,0.7,0.4,2,1.1,0.9,0.1,1.3,1.9,2.4,1.1,1.3,0.0,0.8,1.8,0.1,0,Central Midfield,"Feb 15, 2000",23,France,€25.00m
49,Rayan Cherki,228,Lyon,19, AM(CLR)  ,21(13),1874,6,2.0,28.8,81.0,0.9,1.5,0.2,6.99,4,3,0,1.8,0.1,3,2.3,0.9,0.1,1.4,1.9,0.4,0.1,0.5,0.0,0.0,0.4,0.0,0,Attacking Midfield,"Aug 17, 2003",19,France,€30.00m
50,Bradley Barcola,228,Lyon,20, AM(R)  ,15(11),1438,8,1.0,16.9,72.4,0.2,0.2,0.0,6.94,5,3,0,1.0,0.6,3,1.5,0.3,0.3,0.3,1.4,1.0,0.7,0.9,0.0,0.3,1.2,0.0,0,Left Winger,"Sep 2, 2002",20,France,€18.00m
51,Karl Toko Ekambi,228,Lyon,30," AM(LR),FW  ",15(4),1357,2,1.4,30.4,82.3,0.3,1.4,0.1,6.91,4,1,0,2.2,0.8,2,1.4,0.5,0.1,1.3,2.0,0.5,0.5,0.4,0.0,0.3,0.6,0.1,0,Centre-Forward,"Sep 14, 1992",30,Cameroon,€8.00m
52,Nicolás Tagliafico,228,Lyon,30," D(CL),M(L)  ",34,2995,3,0.7,45.7,85.8,0.2,1.0,0.0,6.86,1,5,0,0.7,1.3,1,0.3,1.7,0.1,0.5,1.4,2.7,1.7,1.2,0.1,1.3,0.8,0.3,0,Left-Back,"Aug 31, 1992",30,Argentina,€9.00m
53,Malo Gusto,228,Lyon,20," D(R),M(R)  ",19(2),1602,1,1.1,54.0,85.1,1.6,2.0,0.0,6.86,0,1,0,0.3,0.4,1,1.0,1.1,0.1,0.6,0.8,2.0,1.3,1.0,0.2,0.7,1.0,0.2,1,Right-Back,"May 19, 2003",20,France,€25.00m
54,Corentin Tolisso,228,Lyon,28," D(R),M(CR)  ",25(5),2050,2,1.1,63.6,88.8,0.4,4.6,0.3,6.82,1,3,0,1.0,1.2,1,0.2,1.3,0.0,0.6,0.7,1.5,0.8,0.9,0.0,0.7,1.4,0.2,0,Central Midfield,"Aug 3, 1994",28,France,€14.00m
55,Sinaly Diomandé,228,Lyon,22, D(CR)  ,22(2),1959,0,0.1,58.8,85.6,0.0,2.4,0.0,6.75,0,2,1,0.4,2.3,0,0.4,0.9,0.0,0.2,0.8,1.8,2.0,1.0,0.5,2.9,0.8,0.5,0,Centre-Back,"Apr 9, 2001",22,Cote d'Ivoire,€9.00m
56,Castello Lukeba,228,Lyon,20, D(C)  ,33(1),2986,0,0.1,65.9,90.4,0.1,2.1,0.0,6.73,2,7,1,0.4,1.1,0,0.3,0.6,0.0,0.2,0.6,1.1,2.2,1.1,0.8,3.0,0.3,0.7,1,Centre-Back,"Dec 17, 2002",20,France,€25.00m
57,Anthony Lopes,228,Lyon,32, GK  ,32,2817,0,0.0,27.7,74.3,0.0,4.8,0.0,6.69,0,2,1,0.0,0.1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.1,0.0,0,Goalkeeper,"Oct 1, 1990",32,Portugal,€8.00m
58,Thiago Mendes,228,Lyon,31," D(CR),M(CR)  ",22(9),2065,1,0.3,53.3,87.0,0.0,3.2,0.1,6.61,1,3,0,0.5,1.1,0,0.2,0.8,0.0,0.5,0.8,1.5,1.5,0.8,0.1,1.6,0.3,0.3,0,Defensive Midfield,"Mar 15, 1992",31,Brazil,€5.00m
59,Saël Kumbedi,228,Lyon,18, D(R)  ,14(6),1317,2,0.5,30.9,83.6,0.3,0.9,0.0,6.61,0,8,0,0.5,0.4,0,0.8,1.1,0.2,0.7,0.8,2.4,0.5,1.9,0.3,0.7,0.9,0.4,0,Right-Back,"Mar 26, 2005",18,France,€12.00m
60,Johann Lepenant,228,Lyon,20, DMC  ,21(10),1935,2,0.3,41.5,89.9,0.0,1.8,0.0,6.49,1,4,0,0.6,0.5,0,0.7,0.8,0.0,0.9,1.3,1.9,0.9,1.1,0.0,0.5,1.7,0.2,0,Defensive Midfield,"Oct 22, 2002",20,France,€10.00m
61,Moussa Dembélé,228,Lyon,26, FW  ,8(15),866,0,0.2,8.2,72.9,0.0,0.1,0.0,6.32,3,1,0,1.2,1.3,0,0.2,0.1,0.3,0.7,1.4,0.3,0.1,0.7,0.0,0.3,0.1,0.0,0,Centre-Forward,"Jul 12, 1996",26,France,€12.00m
62,Téji Savanier,311,Montpellier,31, M(C)  ,30,2557,4,1.9,47.3,77.9,1.7,4.9,0.1,7.28,12,4,3,2.1,0.4,7,2.4,3.2,0.0,1.7,2.4,1.5,1.0,1.9,0.0,0.4,1.6,0.1,0,Attacking Midfield,"Dec 22, 1991",31,France,€10.00m
63,Benjamin Lecomte,311,Montpellier,32, GK  ,19,1710,0,0.1,29.9,60.0,0.0,7.5,0.0,7.15,0,0,0,0.0,0.3,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0,Goalkeeper,"Apr 26, 1991",32,France,€4.00m
64,Elye Wahi,311,Montpellier,20," AM(L),FW  ",29(4),2530,5,0.7,12.6,70.7,0.1,0.2,0.0,6.87,19,8,1,1.9,0.6,2,0.9,1.2,0.8,1.4,2.6,0.3,0.1,1.0,0.0,0.1,0.3,0.1,0,Centre-Forward,"Jan 2, 2003",20,France,€35.00m
65,Arnaud Nordin,311,Montpellier,25," AM(CLR),FW  ",30(6),2419,3,0.6,16.6,78.0,0.2,0.5,0.1,6.76,9,4,0,1.6,0.6,1,1.1,2.3,0.1,1.2,1.7,0.7,0.4,0.6,0.0,0.2,0.4,0.0,0,Right Winger,"Jun 17, 1998",25,France,€7.00m
66,Faitout Maouassa,311,Montpellier,24," D(L),M(LR)  ",23(10),1935,5,0.7,14.3,69.7,0.7,0.5,0.0,6.75,5,0,0,1.0,0.4,0,0.8,0.9,0.1,0.7,1.0,1.6,0.6,1.0,0.0,0.5,0.7,0.1,0,Left-Back,"Jul 6, 1998",24,France,€6.00m
67,Christopher Jullien,311,Montpellier,30, D(C)  ,30,2696,2,0.2,35.3,83.1,0.0,2.7,0.0,6.74,0,5,0,0.6,2.9,0,0.2,0.2,0.1,0.1,0.5,1.5,1.4,1.1,0.2,3.7,0.8,0.6,0,Centre-Back,"Mar 22, 1993",30,France,€3.50m
68,Joris Chotard,311,Montpellier,21, DMC  ,26(9),2461,6,0.8,30.1,81.3,0.3,2.1,0.1,6.67,0,4,0,0.3,0.4,1,0.4,0.5,0.1,0.3,0.6,1.8,1.1,0.9,0.1,1.0,1.1,0.3,0,Defensive Midfield,"Sep 24, 2001",21,France,€9.00m
69,Wahbi Khazri,311,Montpellier,32," M(CLR),FW  ",20(7),1644,1,0.7,15.9,74.8,0.4,1.0,0.0,6.61,4,5,1,1.4,0.7,0,1.0,1.3,0.5,1.1,1.8,1.0,0.3,0.7,0.0,0.7,0.7,0.0,0,Left Winger,"Feb 8, 1991",32,Tunisia,€2.50m
70,Jordan Ferri,311,Montpellier,31, M(C)  ,32(2),2749,2,0.9,57.0,86.5,0.2,4.4,0.2,6.55,1,5,1,0.4,0.5,1,0.6,1.8,0.0,1.3,1.3,1.6,0.8,1.4,0.1,0.6,1.7,0.2,0,Central Midfield,"Mar 12, 1992",31,France,€5.00m
71,Stephy Mavididi,311,Montpellier,25," AM(LR),FW  ",14(12),1285,2,0.5,11.5,75.3,0.1,0.3,0.0,6.54,4,1,1,1.4,0.4,0,1.2,0.7,0.1,1.2,1.5,0.9,0.2,0.8,0.0,0.4,0.5,0.0,0,Left Winger,"May 31, 1998",25,England,€6.00m
72,Maxime Estève,311,Montpellier,21, D(C)  ,18(5),1645,0,0.0,32.3,81.7,0.0,1.5,0.0,6.53,0,3,0,0.3,1.3,2,0.2,0.3,0.0,0.2,0.2,1.0,1.5,0.8,0.5,3.7,0.2,0.7,1,Centre-Back,"May 26, 2002",21,France,€7.00m
73,Falaye Sacko,311,Montpellier,28," D(CR),M(R)  ",29(6),2580,3,0.5,29.2,81.5,0.2,1.2,0.1,6.52,1,3,0,0.2,0.5,0,0.5,0.5,0.1,0.4,0.9,1.3,0.9,0.7,0.2,1.9,0.5,0.4,1,Right-Back,"May 1, 1995",28,Mali,€4.00m
74,Léo Leroy,311,Montpellier,23, DMC  ,14(13),1189,0,0.4,18.7,76.2,0.1,1.0,0.0,6.45,0,7,0,0.7,0.9,0,0.4,0.7,0.0,0.5,1.0,2.0,0.5,1.4,0.0,0.3,1.0,0.1,0,Central Midfield,"Feb 14, 2000",23,France,€1.20m
75,Khalil Fayad,311,Montpellier,19, DMC  ,7(17),707,2,0.5,13.7,84.8,0.1,0.5,0.1,6.34,0,1,1,0.3,0.1,0,0.3,0.7,0.0,0.3,0.6,1.3,0.4,0.7,0.0,0.2,0.4,0.0,0,Central Midfield,"Jun 9, 2004",19,France,€4.50m
76,Valère Germain,311,Montpellier,33," AM(CLR),FW  ",5(26),673,0,0.2,6.6,69.4,0.1,0.0,0.0,6.23,2,1,1,0.6,1.0,0,0.0,0.1,0.1,0.3,0.7,0.4,0.2,0.3,0.0,0.4,0.3,0.0,0,Centre-Forward,"Apr 17, 1990",33,France,€1.50m
77,Lionel Messi,304,PSG,36," AM(CR),FW  ",32,2842,16,2.9,60.3,83.1,1.1,2.7,1.2,8.28,16,0,0,4.0,0.0,14,3.2,1.1,0.2,2.4,1.6,0.8,0.1,0.3,0.0,0.0,0.5,0.0,0,Right Winger,"Jun 24, 1987",36,Argentina,€35.00m
78,Kylian Mbappé,304,PSG,24," AM(LR),FW  ",32(2),2822,5,1.6,37.9,82.9,0.4,0.6,0.2,7.8,29,6,0,4.4,0.2,7,2.2,1.2,1.0,1.2,1.9,0.3,0.1,0.6,0.0,0.1,0.3,0.0,0,Centre-Forward,"Dec 20, 1998",24,France,€180.00m
79,Neymar,304,PSG,31," AM(CLR),FW  ",18(2),1553,11,2.5,59.4,82.7,0.9,2.2,0.5,7.71,13,4,1,1.9,0.1,3,1.9,3.3,0.3,1.9,2.5,1.1,0.2,1.3,0.0,0.1,0.5,0.1,0,Left Winger,"Feb 5, 1992",31,Brazil,€60.00m
80,Nuno Mendes,304,PSG,21," D(L),M(L)  ",18(5),1554,5,1.0,35.9,86.9,0.3,0.6,0.1,7.04,1,2,0,0.4,0.4,0,1.2,1.5,0.2,0.7,1.3,2.0,0.7,1.1,0.1,0.7,0.5,0.1,0,Left-Back,"Jun 19, 2002",21,Portugal,€65.00m
81,Achraf Hakimi,304,PSG,24," D(LR),M(R)  ",23(5),2053,3,1.2,49.8,90.2,0.6,0.5,0.0,6.94,5,5,2,0.6,0.3,0,1.0,0.7,0.2,0.8,1.0,1.9,0.6,1.0,0.0,0.5,1.0,0.1,0,Right-Back,"Nov 4, 1998",24,Morocco,€65.00m
82,Marco Verratti,304,PSG,30, M(C)  ,27(2),2206,0,1.1,87.5,92.9,0.1,2.8,0.2,6.94,0,10,1,0.3,0.4,0,1.0,1.8,0.0,1.1,0.6,2.6,0.9,1.2,0.0,0.4,1.8,0.2,0,Central Midfield,"Nov 5, 1992",30,Italy,€40.00m
83,Fabián Ruiz,304,PSG,27, M(CL)  ,21(6),1899,2,0.6,64.1,92.3,0.0,2.1,0.1,6.89,3,0,0,1.0,0.2,1,0.7,0.5,0.1,0.6,0.9,2.3,0.7,0.7,0.0,0.8,1.3,0.0,0,Central Midfield,"Apr 3, 1996",27,Spain,€32.00m
