,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
21,Rémy Cabella,Saint-Etienne,34," M(CLR),FW",34,3000,8,4,4,1,2.4,86.5,0.5,4,7.13,2.6,0.6,1,-,0.1,1.7,-,-,1.6,2,0.1,2.1,2.1,58.1,86.5,0.5,1.8,0.1
22,Youssouf Koné,Lille,28," D(CL),M(L)",19(1),1711,-,1,3,-,0.3,83.2,0.7,2,7.13,3.4,2,0.9,0.3,2,1.2,0.2,-,0.9,1.4,0.1,0.5,0.5,41.3,83.2,0.9,1.9,-
23,Mathieu Debuchy,Saint-Etienne,38," D(CR),M(R)",23(1),1948,4,3,4,1,0.6,73.1,4,2,7.12,1.8,2,1.5,0.2,2.4,0.6,0.3,-,0.4,0.8,0.3,0.5,0.5,34.8,73.1,0.8,1.3,-
24,Kenny Lala,Strasbourg,32," D(LR),M(R)",34,3060,5,9,4,-,0.7,80.5,0.8,3,7.11,2.3,0.8,1,0.2,1.5,0.7,0.3,-,1.1,1.1,-,1.4,1.4,48.1,80.5,1.4,5.1,0.1
25,Valentin Rongier,Nantes,29," D(R),M(C)",36,3228,4,5,3,-,2,82.7,1,2,7.1,2.4,0.9,1.2,-,0.4,1.1,0.2,-,1,0.8,0.1,1.1,1.1,53.2,82.7,1.1,3.3,-
26,Ferland Mendy,Lyon,28," D(L),M(L)",27(3),2529,2,1,2,-,0.8,84.5,1.6,-,7.09,1.5,1.1,0.9,0.1,1.4,0.1,0.2,-,1.8,1.5,-,1.2,1.2,54.7,84.5,0.5,3,-
27,Hiroki Sakai,Marseille,34," D(CLR),M(R)",26(1),2373,1,4,3,-,0.2,81.6,3.1,1,7.09,2.1,1.4,1.2,0.3,2.4,0.9,0.4,-,0.4,0.9,-,0.6,0.6,43.2,81.6,0.3,1.3,-
28,Christophe Hérelle,Nice,31, D(CR),33,2938,-,-,9,1,0.5,88.7,3.1,-,7.07,2.2,1.8,1,0.5,4.6,0.3,0.5,-,0.2,1.4,-,0.2,0.2,65.8,88.7,0.1,3.1,-
29,Marco Verratti,PSG,31, M(C),23(3),1887,-,2,7,-,0.1,90.9,0.2,1,7.07,2.8,0.7,1.3,-,0.3,1.7,-,-,1.3,2.2,-,1.4,1.4,79.5,90.9,-,2.6,0.5
30,Thomas Meunier,PSG,32," D(R),M(R)",19(3),1615,3,3,2,-,0.9,84.5,1.5,1,7.07,2,0.8,1,-,1,0.6,0.1,1,0.4,0.2,0.2,0.5,0.5,37.5,84.5,0.5,1.2,-
31,Thiago Silva,PSG,39, D(C),24(1),2079,-,1,4,-,0.5,94.2,2,-,7.06,0.6,1.3,0.8,0.4,3.7,0.2,0.8,-,0.1,1,-,0.1,0.1,75.0,94.2,-,3.5,0.1
32,Ibrahim Sangaré,Toulouse,26, DMC,27(1),2466,1,3,7,-,1.3,79.6,1.4,3,7.06,3.6,1,1.8,-,1.7,1.1,0.7,-,1.8,1.4,0.1,1.2,1.2,54.1,79.6,-,3.9,0.1
33,Houssem Aouar,Lyon,25, M(CL),35(2),3069,7,7,2,-,1.9,86.7,0.5,3,7.05,1.7,0.9,0.8,-,0.5,1.2,0.2,-,1.6,1.4,0.3,1.8,1.8,55.6,86.7,0.1,2.3,0.1
34,Walter Benítez,Nice,31, GK,35,3150,-,-,1,-,-,75.2,0.4,7,7.05,-,0.1,-,-,0.6,-,-,-,-,0.1,-,-,-,26.9,75.2,-,4.8,-
35,Florent Mollet,Montpellier,32, AM(CLR),31(1),2580,6,4,5,1,2.6,87.3,0.5,3,7.05,1.1,0.7,1.4,-,0.1,1.2,-,-,0.6,1,0.2,1.5,1.5,39.8,87.3,2,2.4,-
36,Nicolas Pallois,Nantes,36, D(C),24,2160,2,-,8,-,0.8,77.1,2.1,1,7.04,3.2,1.4,1,0.2,4.6,1.2,0.6,-,0.9,0.5,0.1,0.4,0.4,43.5,77.1,-,3.9,-
37,Gaëtan Laborde,Montpellier,30," AM(CLR),FW",35(1),2916,11,4,1,1,2.4,67.4,2.9,3,7.04,1,0.2,0.9,-,0.7,0.4,0.1,-,1.2,1,0.2,1.7,1.7,24.1,67.4,0.1,0.4,0.1
38,Renaud Ripart,Nimes,31," D(R),M(CLR),FW",34(4),3009,8,4,2,-,1.8,73.3,2.6,3,7.03,2,0.7,1,0.1,1.9,1.2,0.2,-,0.4,1.8,0.2,1.3,1.3,25.8,73.3,0.3,0.7,0.1
39,Dani Alves,PSG,40," D(R),M(CR)",19(4),1625,1,7,4,-,1.2,85.6,0.6,-,7.02,1.8,0.3,1.9,0.1,0.3,1.1,0.2,1,0.7,1,0.2,1,1,63.1,85.6,0.7,2.2,0.3
40,Julian Draxler,PSG,30," AM(CLR),FW",22(9),2046,3,7,6,-,1,89.8,0.6,3,7.02,1.3,0.5,0.8,-,0.1,0.9,-,-,1.4,0.5,-,1.4,1.4,49.5,89.8,0.4,1.3,0.1
41,Jonathan Bamba,Lille,28," AM(CLR),FW",35(3),3011,13,3,4,-,1.8,79.6,0.7,3,7.02,0.8,1.1,0.7,-,0.2,0.7,-,-,0.9,1.7,0.1,2.2,2.2,30.1,79.6,0.3,0.9,0.2
42,Ghislain Konan,Reims,28," D(L),M(L)",20,1800,-,1,-,-,0.1,77.5,1.2,-,7.02,2.3,2,0.8,0.3,2.3,0.8,0.2,-,1.3,1.5,0.2,0.8,0.8,34.6,77.5,0.8,1.6,-
43,Naïm Sliti,Dijon,31, AM(CL),25(10),2290,3,4,2,-,1.8,76.8,0.3,2,7.01,1.6,0.3,0.9,-,0.3,0.9,-,-,2.4,2,0.3,1.8,1.8,22.6,76.8,1.3,1.1,0.1
44,Léo Dubois,Lyon,29," D(LR),M(R)",21(4),2044,1,6,2,-,0.7,85.6,1.2,1,7.01,2,0.9,1.2,0.1,1.9,0.6,0.4,-,0.5,0.6,0.1,0.5,0.5,48.6,85.6,1,1.8,-
45,Emiliano Sala,Nantes,33, FW,16(3),1377,12,2,-,-,1.9,64.2,2.3,2,7.0,0.4,0.1,0.8,-,1.1,0.4,0.1,-,0.2,1.8,0.7,1.6,1.6,19.1,64.2,0.1,0.1,0.1
46,Marcus Thuram,Guingamp,26," AM(L),FW",32,2583,9,1,4,2,1.9,73.2,3.5,3,7.0,1.4,0.3,1.4,-,0.4,0.7,-,-,3.2,1.4,0.2,2.9,2.9,24.5,73.2,0.3,0.3,-
47,Ellyes Skhiri,Montpellier,28, DMC,35(2),3092,3,2,5,-,0.7,85.7,1.2,3,7.0,2.8,1.6,1.1,-,1,1.3,0.2,-,0.9,0.9,-,0.9,0.9,44.5,85.7,0.1,2.8,-
48,Tanguy Ndombélé,Lyon,27, M(C),31(3),2693,1,7,3,-,0.9,89.1,0.6,1,6.99,1.9,0.9,1.2,-,0.3,0.9,0.3,-,1.9,2.1,-,1.5,1.5,57.7,89.1,-,1.6,0.1
49,Ismaïla Sarr,Rennes,26," AM(CLR),FW",32(3),2795,8,6,6,-,1.5,76.5,0.7,3,6.99,1,0.4,1,-,0.1,0.5,0.1,-,1.8,2.8,0.3,1.9,1.9,19.8,76.5,0.3,0.3,-
50,Thilo Kehrer,PSG,27," D(CLR),M(R)",19(8),1896,1,2,4,-,0.5,92.7,1.9,1,6.98,2.4,1.1,1,0.3,2.3,0.9,0.7,-,0.1,0.7,-,0.3,0.3,49.5,92.7,0.1,1.4,-
51,Pablo Martinez,Strasbourg,35, D(CL),32,2818,3,1,7,-,0.4,84.2,2.3,2,6.98,1.6,1.6,0.9,0.3,3.9,0.6,0.7,-,0.2,1.5,-,0.1,0.1,49.4,84.2,0.1,5.9,-
52,Yunis Abdelhamid,Reims,36, D(C),38,3420,-,-,2,-,0.5,82.9,3,3,6.97,1.6,1.7,0.9,0.3,4.8,0.3,0.6,1,0.6,0.5,-,0.2,0.2,42.2,82.9,-,2.8,-
53,Samuel Kalu,Bordeaux,26, M(CLR),14(7),1280,3,2,3,1,2,71.8,1,2,6.97,1.3,0.4,0.9,-,0.1,0.3,0.1,-,2.2,1.8,0.1,1.9,1.9,22.1,71.8,1.2,1.1,-
54,José Fonte,Lille,40, D(C),36,3112,3,1,5,1,0.9,87.4,3.3,1,6.97,0.8,1,0.8,0.5,4.2,0.2,0.7,-,0.1,0.4,-,0.1,0.1,61.4,87.4,-,3.5,-
55,Frédéric Guilbert,Caen,29," D(CLR),M(R)",33(1),2917,1,2,9,1,0.3,74.2,2.4,2,6.97,2.9,2.3,1.7,0.3,3.1,1.2,0.6,-,0.9,1.1,-,0.7,0.7,31.6,74.2,0.4,1.9,-
56,Ole Selnæs,Saint-Etienne,29," DMC,M(L)",19(1),1674,-,5,6,-,0.6,82.5,1.2,-,6.97,2.2,1,1.5,0.1,1.4,1.1,0.4,-,0.6,0.6,0.1,0.6,0.6,44.8,82.5,0.5,4.2,0.3
57,Bouna Sarr,Marseille,32," D(R),M(CLR)",25(4),2244,1,1,3,1,0.7,85.2,1.2,3,6.96,2.3,1.3,1.3,0.1,1.7,0.6,0.1,-,1.9,1.1,0.1,1,1,37.4,85.2,0.8,1.1,-
58,Loic Perrin,Saint-Etienne,38, D(C),31,2702,1,1,2,-,0.4,86.1,2.9,2,6.96,1.7,1.4,0.8,0.5,3.6,0.4,0.8,-,0.2,0.6,-,0.2,0.2,51.8,86.1,-,3.3,-
59,Cheikh N'Doye,Angers,38, M(C),26(1),2336,-,3,4,-,1.5,61.0,6.7,1,6.96,0.9,0.9,1.2,-,2.1,0.8,0.3,-,0.2,0.9,0.1,1,1,31.6,61.0,0.1,0.6,0.1
60,Jonas Martin,Strasbourg,34, M(CL),23,2061,3,1,9,-,0.9,88.4,0.8,2,6.96,2,1.3,1.5,-,1.7,0.7,0.5,-,0.8,1,-,1.3,1.3,65.4,88.4,0.2,4.4,-
61,Moussa Dembélé,Lyon,27, FW,21(12),2017,15,4,1,-,2.7,74.6,1.5,1,6.95,0.4,0.1,1.1,-,0.4,0.3,0.1,-,0.8,0.4,0.5,1.2,1.2,12.2,74.6,0.2,0.2,-
62,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1.7,1.2,0.1,0.8,0.8,33.6,79.8,0.9,0.9,0.1
63,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1.7,1.2,0.1,0.8,0.8,32.7,77.8,0.2,0.9,-
64,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1,1.6,0.1,1.2,1.2,33.6,79.8,0.9,0.9,0.1
65,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1,1.6,0.1,1.2,1.2,32.7,77.8,0.2,0.9,-
66,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1.7,1.2,0.1,0.8,0.8,33.6,79.8,0.9,0.9,0.1
67,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1.7,1.2,0.1,0.8,0.8,32.7,77.8,0.2,0.9,-
68,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1,1.6,0.1,1.2,1.2,33.6,79.8,0.9,0.9,0.1
69,Fodé Ballo-Touré,Monaco,27," D(L),M(L)",18,1595,-,3,4,-,0.2,79.8,1.6,-,6.94,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1,1.6,0.1,1.2,1.2,32.7,77.8,0.2,0.9,-
70,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1.7,1.2,0.1,0.8,0.8,33.6,79.8,0.9,0.9,0.1
71,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1.7,1.2,0.1,0.8,0.8,32.7,77.8,0.2,0.9,-
72,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1,1.6,0.1,1.2,1.2,33.6,79.8,0.9,0.9,0.1
73,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.6,0.9,0.1,1.7,1.1,0.1,1,1,1.6,0.1,1.2,1.2,32.7,77.8,0.2,0.9,-
74,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1.7,1.2,0.1,0.8,0.8,33.6,79.8,0.9,0.9,0.1
75,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1.7,1.2,0.1,0.8,0.8,32.7,77.8,0.2,0.9,-
76,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1,1.6,0.1,1.2,1.2,33.6,79.8,0.9,0.9,0.1
77,Fodé Ballo-Touré,Lille,27," D(L),M(L)",18,1595,-,1,3,-,0.2,77.8,1.7,1,6.9,2.6,1.5,0.7,0.6,1.9,0.6,0.4,-,1,1.6,0.1,1.2,1.2,32.7,77.8,0.2,0.9,-
78,Alexander Djiku,Caen,29," D(CR),DMC",31,2755,1,-,9,1,0.2,83.0,2.9,3,6.94,1.5,2.7,1.6,0.5,5.8,0.6,1,-,0.3,1.4,-,0.4,0.4,45.3,83.0,-,4.4,-
79,Youri Tielemans,Monaco,26, M(C),20,1685,5,1,5,-,1.8,79.9,1.4,1,6.94,2.3,0.9,1.1,0.1,1,1.2,0.2,-,0.9,1.6,-,0.9,0.9,45.5,79.9,0.5,2.8,0.1
80,Xavier Chavalerin,Reims,33," DMC,M(L)",36,3240,2,2,8,-,0.6,80.5,0.3,1,6.94,2.9,2,1.3,-,0.9,1.2,0.3,-,0.6,0.3,-,0.5,0.5,39.0,80.5,0.8,2.9,-
81,Bertrand Traoré,Lyon,28," AM(R),FW",24(10),2125,7,2,5,-,1.9,82.5,0.7,3,6.93,1.1,0.4,0.6,-,0.4,0.4,0.1,-,1.5,1.3,0.5,1.1,1.1,29.3,82.5,0.2,0.9,0.1
82,Pedro Mendes,Montpellier,33, D(CR),31,2669,1,-,7,-,0.3,82.1,1.3,-,6.93,2.3,1.5,1.5,0.4,2.1,0.5,0.7,-,0.4,1.5,-,0.3,0.3,41.0,82.1,0.1,4.6,-
83,Ludovic Ajorque,Strasbourg,30, FW,18(7),1536,9,1,5,-,1.8,74.8,4.2,5,6.93,0.7,0.2,1.8,-,0.4,0.2,-,-,0.4,0.6,0.1,0.9,0.9,18.1,74.8,-,0.8,-
84,Jacques-Alaixys Romao,Reims,40," D(C),M(C)",36,3165,-,3,8,1,0.4,79.1,1.8,2,6.92,3.2,1.6,2.5,-,1.8,1.6,0.4,-,0.7,2.3,-,0.7,0.7,39.7,79.1,0.1,2.4,0.1
85,Rony Lopes,Monaco,28," AM(CLR),FW",22(2),1857,2,2,1,-,2.1,74.2,0.3,3,6.91,1.4,0.3,0.7,-,0.3,0.5,-,-,1.2,1.2,0.2,1,1,21.8,74.2,1.9,0.3,0.1
86,Wylan Cyprien,Nice,29, M(C),27(2),2364,4,2,1,1,1.8,87.5,0.4,-,6.91,1.4,0.4,0.8,-,0.5,1,0.2,-,0.7,1.7,-,0.8,0.8,64.7,87.5,1.2,4.3,0.1
87,Damien Le Tallec,Montpellier,34," D(C),DMC",31(5),2812,3,-,3,-,0.9,79.1,2.3,1,6.91,2.6,1.6,1.5,-,1.3,1.6,0.2,-,0.1,0.7,-,0.4,0.4,34.4,79.1,-,2.1,-
88,Yann M'Vila,Saint-Etienne,33," D(C),M(C)",37,3263,-,1,5,1,0.4,86.2,1.4,-,6.91,1.9,2,0.5,-,2.1,1.2,0.3,-,0.3,0.9,-,0.5,0.5,61.8,86.2,0.1,6.5,0.1
89,Jordan Amavi,Marseille,30," D(L),M(L)",24(4),2178,-,2,7,2,0.9,79.5,2.6,-,6.91,2.6,1.6,1.6,0.3,2.8,0.8,0.3,-,0.8,1.2,-,0.9,0.9,34.5,79.5,0.8,1.3,-
90,Diego Carlos,Nantes,31, D(C),35,3149,1,-,8,-,0.9,82.5,2.5,1,6.9,1.7,1.5,1.3,0.6,5.2,0.2,0.9,-,0.2,0.7,0.1,0.1,0.1,48.0,82.5,0.1,4,-
91,Zeki Çelik,Lille,27," D(R),M(R)",34,2976,1,5,5,1,0.4,76.9,0.7,-,6.89,2.6,1,1.6,0.3,1.9,1.6,0.1,-,0.5,0.8,-,0.6,0.6,37.2,76.9,0.6,1.1,0.1
92,Vincent Manceau,Angers,34, D(CLR),31,2790,1,1,2,-,0.5,82.2,0.6,1,6.89,3.2,1.4,0.9,0.4,2.3,0.9,0.3,1,0.4,1.1,-,0.5,0.5,40.5,82.2,0.4,2,0.1
93,Fayçal Fajr,Caen,35, M(CLR),36,3240,5,4,6,-,1.4,81.4,0.5,5,6.88,1.8,0.8,1.2,-,0.4,1.1,0.2,-,0.8,2.5,0.1,1,1,53.0,81.4,1.5,7.1,0.1
94,M'Baye Niang,Rennes,29," AM(LR),FW",19(10),1794,11,4,5,-,2.2,72.6,1.8,1,6.88,0.6,0.3,1.5,-,0.4,0.3,0.1,-,0.6,1.6,0.4,1.2,1.2,13.5,72.6,0.1,0.6,-
95,Anthony Briançon,Nimes,29, D(C),33,2927,2,2,9,1,0.6,81.2,2.3,-,6.88,1.4,2.1,0.9,0.4,5.4,0.7,1.2,-,0.1,0.7,-,0.1,0.1,39.4,81.2,0.1,4.5,-
96,Issiaga Sylla,Toulouse,30," D(LR),M(L)",23(1),1995,2,-,5,-,0.7,77.9,2.4,1,6.88,2.3,1.6,1.5,0.3,2.7,1,0.4,-,0.7,0.6,0.1,0.8,0.8,37.5,77.9,0.4,1.5,-
97,Christopher Nkunku,PSG,26," M(CLR),FW",13(9),1155,3,2,-,-,1,91.0,0.5,2,6.88,1,0.4,1,-,0.3,0.4,0.1,-,1,1.4,-,0.9,0.9,27.9,91.0,0.1,0.4,0.2
98,Damien Da Silva,Rennes,35, D(C),32(1),2874,2,1,4,-,0.4,87.8,2.4,1,6.88,1.2,1.2,0.8,0.3,4.5,0.2,1.1,-,0.2,0.7,-,0.1,0.1,42.9,87.8,-,2.4,-
99,Pedro Rebocho,Guingamp,29, D(L),36,3240,-,8,4,-,0.5,79.7,1.3,1,6.87,1.7,1.1,0.5,0.2,2,0.7,0.4,-,0.6,0.9,-,0.8,0.8,40.4,79.7,1.8,2.1,-
100,Dante,Nice,40, D(C),36,3227,1,1,11,-,0.6,91.5,2.1,1,6.87,1.5,1.1,1.2,0.7,4.2,0.5,0.8,-,0.1,0.4,-,0.1,0.1,66.6,91.5,-,3.4,-
101,Pierrick Capelle,Angers,37," D(L),M(CLR)",21(5),1845,3,3,2,-,1.1,83.9,1.2,2,6.87,2,1.5,1.2,0.1,1.7,1.4,0.1,-,0.7,0.3,-,1.3,1.3,31.0,83.9,0.7,1.2,-
102,Jeff Reine-Adélaïde,Angers,26," AM(CLR),FW",29(6),2566,3,3,2,-,1.1,84.1,0.5,2,6.87,1.1,0.5,0.9,-,0.1,0.7,-,-,2.7,1.9,0.1,2.1,2.1,31.2,84.1,-,0.9,0.1
103,Ramy Bensebaïni,Rennes,29," D(CL),DMC,M(L)",24(1),2154,1,-,9,-,0.7,77.9,2.2,-,6.86,2.8,1.6,1.3,0.1,3.3,0.7,0.4,1,0.5,1.3,-,0.4,0.4,41.2,77.9,0.3,2,-
104,Benjamin Lecomte,Montpellier,33, GK,37,3330,-,-,1,-,-,63.9,0.6,3,6.86,-,0.1,-,-,1.2,0.1,-,-,-,0.2,-,-,-,29.7,63.9,-,9.5,-
105,Christopher Jullien,Toulouse,31, D(C),34,3016,1,-,8,-,0.7,83.0,4.3,2,6.86,1,1.2,1.3,0.5,5.9,0.6,0.8,-,0.1,0.5,0.1,0.1,0.1,43.4,83.0,-,3.6,-
106,Stéphane Ruffier,Saint-Etienne,37, GK,37,3330,-,-,1,-,-,57.6,0.5,1,6.86,0.1,-,0.1,-,0.9,0.1,-,-,-,-,-,-,-,27.9,57.6,-,5.9,-
107,Morgan Sanson,Marseille,29, M(CLR),27(6),2406,5,3,9,-,1.1,82.9,0.7,-,6.86,2.1,1.3,1.6,-,0.2,1.7,-,-,1,1.5,-,1.5,1.5,39.1,82.9,0.4,3,0.1
108,Pierre Lees-Melou,Nice,30, M(CLR),26(4),2393,2,1,5,1,1.3,85.7,0.6,1,6.85,2.5,1.2,1.4,-,1.1,1.2,0.3,-,0.5,1.1,-,0.8,0.8,47.0,85.7,0.5,2.7,-
109,Abdoulaye Touré,Nantes,30, DMC,30(4),2750,3,1,4,1,1.6,80.4,1.5,1,6.85,1.4,1.4,0.8,-,0.8,1.1,0.3,-,1.2,1.4,-,1.2,1.2,39.8,80.4,0.2,1.6,0.1
110,Radamel Falcao,Monaco,38, FW,29(4),2565,15,2,10,-,2.8,77.4,2.8,3,6.85,1,0.1,2.1,-,0.7,0.6,0.2,-,0.4,1.9,0.4,1.4,1.4,19.8,77.4,0.1,0.4,0.1
