,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
67,Rodrigo De Paul,63,Atletico Madrid,29,AM,30,1935,7,1.6,44.9,84.2,0.4,3.3,0.3,6.81,2,5,0,0.7,0.2,2,0.5,1.6,0.0,0.5,1.1,1.2,0.3,1.1,0.0,0.1,0.6,0.1,0
69,Adrián Embarba,1799,Almeria,31,AM,29,1477,3,1.1,14.5,74.8,1.2,0.8,0.0,6.8,4,3,1,1.7,0.3,3,1.6,1.0,0.3,1.1,1.7,1.7,0.3,0.8,0.0,0.2,0.8,0.0,0
73,Lucas Boyé,833,Elche,27,AM,35,2475,2,0.8,18.0,79.7,0.2,0.5,0.1,6.79,7,7,1,2.1,1.4,4,2.2,1.3,0.4,2.4,4.0,1.0,0.4,1.7,0.0,1.3,0.5,0.1,0
83,Gonzalo Plata,58,Real Valladolid,22,AM,34,2310,5,1.1,20.4,78.1,0.2,0.2,0.1,6.75,1,1,0,1.1,0.5,2,1.9,1.2,0.1,1.1,2.0,1.9,0.4,0.6,0.0,0.2,1.4,0.0,0
94,Iker Muniain,53,Athletic Club,30,AM,30,1692,3,1.6,32.7,86.2,1.2,0.9,0.1,6.72,0,2,0,0.9,0.1,1,1.3,2.1,0.0,1.0,1.0,0.7,0.1,0.4,0.0,0.1,0.4,0.0,0
104,Cyle Larin,58,Real Valladolid,28,AM,19,1471,3,0.8,12.7,70.1,0.1,0.3,0.0,6.71,8,4,0,2.7,2.3,0,0.5,1.3,1.5,1.9,3.4,0.5,0.0,1.2,0.2,0.8,0.2,0.2,0
108,Valentín Castellanos,2783,Girona,24,AM,35,2618,0,0.4,10.9,63.4,0.0,0.2,0.1,6.71,13,11,0,2.5,1.5,1,0.4,1.3,0.9,0.6,1.3,0.3,0.2,1.2,0.0,0.7,0.5,0.1,0
119,Luis Suárez,1799,Almeria,25,AM,21,1498,4,0.6,17.6,70.0,0.1,0.5,0.0,6.69,4,4,1,2.0,1.7,1,0.9,1.0,0.2,1.2,2.0,0.8,0.1,1.7,0.0,0.5,1.0,0.1,0
124,Rubén Sobrino,1354,Cadiz,31,AM,33,2471,2,0.7,18.0,73.2,0.1,0.2,0.0,6.68,3,11,0,1.0,1.8,1,0.9,1.6,0.2,1.3,1.7,1.7,0.7,1.5,0.0,0.5,1.0,0.1,0
129,Suso,67,Sevilla,29,AM,25,1063,4,1.1,19.1,87.4,0.6,1.6,0.1,6.67,2,1,0,1.0,0.1,1,1.0,0.8,0.3,0.8,0.7,0.6,0.1,0.5,0.0,0.1,0.5,0.0,0
130,Justin Kluivert,55,Valencia,24,AM,26,1452,0,0.9,12.5,78.7,0.6,0.3,0.0,6.66,6,4,0,1.7,0.3,2,1.2,0.7,0.4,0.8,1.5,0.7,0.3,0.9,0.0,0.1,0.2,0.0,0
135,Abde Ezzalzouli,131,Osasuna,21,AM,28,1516,2,0.4,16.1,74.2,0.5,0.4,0.1,6.65,4,2,2,1.4,0.1,2,2.1,1.2,0.1,1.4,2.3,1.0,0.1,1.0,0.0,0.2,0.4,0.0,0
143,Luiz Henrique,54,Real Betis,22,AM,33,1816,3,0.5,15.8,76.3,0.3,0.3,0.0,6.64,1,6,0,1.3,0.8,2,1.7,1.2,0.2,1.8,1.8,1.5,0.4,0.8,0.0,0.4,0.7,0.0,0
147,Thomas Lemar,63,Atletico Madrid,27,AM,27,1259,3,1.0,28.1,88.4,0.4,1.0,0.1,6.63,1,1,0,0.5,0.2,0,0.8,0.6,0.1,0.7,0.7,1.1,0.3,0.3,0.0,0.4,0.7,0.1,0
151,Aimar Oroz,131,Osasuna,21,AM,31,2023,6,1.1,26.0,80.3,0.0,0.7,0.1,6.63,3,6,0,0.7,0.5,3,1.0,2.0,0.1,1.6,1.4,0.8,0.8,1.2,0.0,0.1,0.7,0.0,0
152,Rodrigo Riquelme,2783,Girona,23,AM,34,2188,4,1.0,18.4,75.9,0.5,0.5,0.0,6.63,4,1,0,1.6,0.3,2,1.7,1.1,0.1,0.9,1.8,0.6,0.3,0.8,0.0,0.1,0.8,0.0,0
158,Kike Barja,131,Osasuna,26,AM,27,1316,6,1.0,13.5,76.1,1.0,0.3,0.0,6.61,1,1,0,0.6,0.3,0,1.4,0.6,0.3,0.9,1.6,0.6,0.1,0.7,0.0,0.1,0.6,0.0,0
159,Léo Baptistão,1799,Almeria,30,AM,28,1746,2,0.6,18.3,67.9,0.2,0.7,0.0,6.61,5,7,0,1.6,1.0,3,0.5,0.8,0.4,0.6,2.0,1.1,0.7,1.1,0.0,0.3,0.7,0.1,0
164,Dani Rodríguez,51,Mallorca,35,AM,35,2115,6,0.7,18.5,82.0,0.2,1.1,0.1,6.6,3,8,0,0.7,0.3,2,0.8,0.9,0.1,1.1,1.3,1.2,0.6,1.4,0.0,0.3,0.7,0.2,0
165,Carles Pérez,62,Celta Vigo,25,AM,35,2150,5,0.7,18.5,86.1,0.1,0.7,0.1,6.6,3,4,0,1.5,0.2,2,1.3,1.1,0.3,0.8,1.6,1.1,0.2,1.0,0.0,0.2,1.3,0.1,0
167,Théo Bongonda,1354,Cadiz,27,AM,31,1951,3,0.6,13.2,76.1,0.3,0.4,0.0,6.59,4,2,0,1.4,0.5,1,1.3,1.2,0.2,0.8,1.8,0.9,0.2,0.5,0.0,0.3,0.7,0.1,0
169,Álex Baena,839,Villarreal,21,AM,35,1947,2,0.9,23.6,81.6,0.2,1.1,0.3,6.59,6,11,1,1.8,0.1,2,0.8,1.6,0.1,1.0,1.2,0.9,0.2,1.7,0.0,0.4,0.9,0.1,0
170,Chimy Avila,131,Osasuna,29,AM,29,1724,2,0.6,14.9,60.4,0.6,1.6,0.0,6.59,8,7,1,2.3,1.2,3,0.6,1.2,0.5,0.6,1.3,0.3,0.3,0.9,0.0,0.5,0.6,0.0,0
181,Samu Castillejo,55,Valencia,28,AM,25,1371,0,1.2,21.0,84.7,0.9,0.9,0.0,6.57,4,7,0,1.5,0.3,0,0.9,1.6,0.3,1.1,1.7,0.8,0.4,1.3,0.0,0.0,1.3,0.1,0
184,Iván Sánchez,58,Real Valladolid,30,AM,25,1122,1,0.7,17.4,84.4,0.5,0.7,0.0,6.57,1,0,0,0.7,0.1,1,1.4,1.7,0.0,0.6,0.8,0.8,0.3,0.4,0.0,0.2,0.7,0.0,0
185,Rodri,54,Real Betis,23,AM,30,1610,3,0.7,26.5,89.9,0.3,1.0,0.2,6.57,2,0,0,0.5,0.1,1,1.0,1.3,0.1,0.7,1.2,0.5,0.4,0.2,0.0,0.0,0.3,0.0,0
188,Martin Braithwaite,70,Espanyol,32,AM,31,2468,2,0.4,13.7,68.9,0.1,0.4,0.0,6.56,10,5,1,1.9,1.5,2,0.5,1.4,0.4,0.6,1.7,0.4,0.2,0.6,0.1,0.4,0.3,0.0,0
195,Lázaro,1799,Almeria,21,AM,19,711,0,0.6,10.9,80.3,0.1,0.4,0.0,6.55,6,1,0,1.3,0.3,1,0.8,0.6,0.2,0.6,0.9,0.2,0.1,0.4,0.0,0.1,0.6,0.1,0
197,Ansu Fati,65,Barcelona,20,AM,36,1382,3,0.4,16.4,84.8,0.1,0.3,0.0,6.55,7,3,0,1.7,0.2,0,0.6,0.4,0.3,0.8,1.0,0.4,0.1,0.5,0.0,0.1,0.4,0.0,0
207,Erik Lamela,67,Sevilla,31,AM,32,1847,0,0.8,22.6,79.8,0.2,0.4,0.0,6.53,6,8,1,1.5,0.5,0,1.0,0.7,0.3,1.6,1.7,1.4,0.2,1.8,0.0,0.1,0.7,0.1,0
221,Javier Puado,70,Espanyol,25,AM,37,2350,2,0.7,14.7,79.9,0.2,0.5,0.0,6.51,7,4,0,1.5,0.6,0,0.6,0.7,0.1,0.8,1.9,0.5,0.3,0.4,0.0,0.3,0.4,0.1,0
223,Óscar Plano,58,Real Valladolid,32,AM,33,2048,1,0.5,18.5,75.4,0.2,0.6,0.1,6.51,1,3,0,0.9,1.0,0,0.4,1.5,0.2,0.7,1.1,1.2,0.9,0.7,0.0,0.5,0.8,0.1,0
225,Ángel Correa,63,Atletico Madrid,28,AM,35,1449,1,0.7,14.1,81.1,0.1,0.3,0.1,6.5,9,2,1,1.2,0.1,2,0.7,0.6,0.4,0.9,1.6,0.3,0.3,0.5,0.0,0.1,0.3,0.0,0
227,Borja Mayoral,819,Getafe,26,AM,35,2775,2,0.6,21.0,78.1,0.2,1.0,0.0,6.5,8,4,0,1.5,1.0,2,0.8,1.1,0.3,1.5,1.8,0.3,0.1,0.5,0.0,0.2,0.7,0.0,0
233,Óscar Rodríguez,62,Celta Vigo,24,AM,33,1772,0,0.7,29.4,84.3,0.5,1.4,0.1,6.48,2,6,0,1.3,0.3,0,0.3,0.8,0.1,0.5,0.7,1.0,0.7,0.7,0.0,0.4,0.5,0.1,0
234,Ferran Torres,65,Barcelona,23,AM,33,1385,2,0.8,15.3,81.2,0.5,0.5,0.0,6.48,4,5,1,1.2,0.3,1,0.9,0.8,0.2,0.7,1.5,0.4,0.1,0.5,0.1,0.1,0.5,0.1,0
241,Toni Villa,2783,Girona,28,AM,24,896,3,0.6,12.4,81.9,0.3,0.2,0.0,6.47,1,2,0,0.7,0.1,2,1.0,0.8,0.3,0.9,0.8,1.0,0.3,0.5,0.0,0.0,0.5,0.0,0
260,Rubén García,131,Osasuna,29,AM,29,1152,2,0.9,16.6,79.7,0.8,1.0,0.1,6.44,2,2,0,0.7,0.4,0,0.2,0.6,0.0,0.3,0.9,0.7,0.4,0.5,0.0,0.3,0.6,0.0,0
264,Munir El Haddadi,819,Getafe,27,AM,28,1149,1,0.5,12.4,69.4,0.8,0.1,0.0,6.43,3,4,0,1.1,1.0,0,0.4,1.2,0.5,0.9,1.6,0.4,0.3,0.5,0.0,0.1,0.3,0.1,0
269,Edinson Cavani,55,Valencia,36,AM,25,1463,2,0.5,13.9,75.6,0.0,0.7,0.1,6.42,5,6,0,1.4,0.8,0,0.2,0.3,0.6,0.4,1.2,0.3,0.1,0.7,0.0,0.4,0.5,0.1,0
270,Pere Milla,833,Elche,30,AM,32,1875,1,0.4,17.6,71.6,0.1,0.8,0.1,6.42,6,7,0,1.1,0.9,2,0.5,1.4,0.4,0.7,1.5,1.0,0.3,0.6,0.0,0.5,0.8,0.1,0
273,Yunus Musah,55,Valencia,20,AM,33,2121,2,0.5,21.8,81.8,0.2,0.9,0.1,6.42,0,10,1,0.7,0.8,0,0.8,1.3,0.1,0.7,1.6,1.5,0.3,1.3,0.1,0.5,0.3,0.0,0
274,Mikel Oyarzabal,68,Real Sociedad,26,AM,23,1217,1,0.6,15.6,76.9,0.3,0.4,0.0,6.42,4,1,0,0.8,0.7,1,0.3,0.7,0.5,0.8,1.2,0.6,0.1,0.7,0.0,0.2,0.6,0.2,0
290,Nicolás Melamed,70,Espanyol,22,AM,32,1251,2,0.8,12.6,84.1,0.3,0.3,0.0,6.36,1,4,0,1.0,0.4,0,0.6,1.0,0.1,0.8,1.1,0.6,0.2,0.8,0.0,0.0,0.6,0.0,0
301,Reinier,2783,Girona,21,AM,19,640,1,0.4,12.8,80.7,0.0,0.0,0.1,6.34,2,1,1,0.5,0.3,0,0.5,0.8,0.1,1.0,1.0,0.6,0.3,0.2,0.0,0.2,0.3,0.0,0
303,Cristhian Stuani,2783,Girona,36,AM,32,1078,0,0.3,5.1,74.4,0.0,0.1,0.0,6.33,9,8,0,1.1,0.7,0,0.0,0.7,0.2,0.2,0.7,0.4,0.1,1.2,0.0,0.2,0.3,0.0,0
305,Juanmi,54,Real Betis,30,AM,22,922,0,0.2,10.9,84.6,0.0,0.3,0.0,6.33,4,3,0,0.8,0.4,1,0.5,1.0,0.7,0.6,1.0,0.6,0.2,0.7,0.0,0.1,1.1,0.0,0
306,Largie Ramazani,1799,Almeria,22,AM,33,1395,1,0.4,7.8,71.0,0.1,0.4,0.0,6.32,3,6,0,1.2,0.2,0,1.0,0.5,0.4,0.7,1.2,0.5,0.5,0.9,0.0,0.2,0.6,0.0,0
308,Anthony Lozano,1354,Cadiz,30,AM,28,1441,1,0.4,10.1,68.7,0.1,0.1,0.0,6.32,1,6,0,1.1,2.1,0,0.6,1.3,0.3,1.3,2.2,0.2,0.1,1.5,0.1,0.6,0.2,0.0,0
316,Amath Ndiaye,51,Mallorca,26,AM,28,1220,0,0.1,9.8,74.1,0.1,0.3,0.0,6.29,2,2,1,0.8,0.3,0,0.5,0.9,0.3,0.8,1.5,1.0,0.2,1.3,0.1,0.1,0.3,0.0,0
322,Carles Aleñá,819,Getafe,25,AM,35,2127,2,0.4,21.7,78.6,0.3,1.4,0.0,6.25,2,10,1,0.9,0.4,1,0.7,1.4,0.1,0.7,1.3,0.5,0.1,1.7,0.0,0.4,0.8,0.0,0
324,Carlos Fernández,68,Real Sociedad,27,AM,24,626,0,0.3,6.1,65.3,0.0,0.0,0.0,6.25,1,6,0,0.9,1.0,0,0.5,0.6,0.4,0.5,0.8,0.3,0.0,0.7,0.0,0.2,0.6,0.0,0
325,Jaime Mata,819,Getafe,34,AM,19,436,1,0.3,5.8,57.7,0.2,0.1,0.0,6.24,1,5,0,0.7,0.5,1,0.1,0.4,0.2,0.4,0.8,0.7,0.2,0.9,0.0,0.3,0.8,0.1,0
326,Arnau Puigmal,1799,Almeria,22,AM,22,761,0,0.4,10.5,72.7,0.2,0.1,0.0,6.24,1,4,0,0.8,0.1,0,0.5,0.7,0.1,0.4,1.3,1.0,0.5,0.5,0.0,0.2,0.2,0.0,0
329,Iván Alejo,1354,Cadiz,28,AM,31,1304,1,0.7,8.7,66.9,0.9,0.2,0.0,6.22,0,11,1,0.7,0.8,0,0.4,1.4,0.1,0.7,1.2,1.0,0.2,1.2,0.0,0.3,0.6,0.1,0
336,Ezequiel Ponce,833,Elche,26,AM,34,1115,0,0.3,8.4,75.6,0.0,0.2,0.0,6.19,4,2,1,0.9,1.0,0,0.1,0.3,0.2,0.9,0.9,0.3,0.0,0.9,0.0,0.4,0.2,0.0,0
337,Hugo Duro,55,Valencia,23,AM,30,1375,1,0.4,9.1,73.9,0.0,0.1,0.0,6.19,1,5,0,1.1,1.1,0,0.1,1.2,0.1,0.6,1.0,0.5,0.1,0.7,0.0,0.2,0.3,0.0,0
342,Salvi Sánchez,64,Rayo Vallecano,32,AM,24,475,0,0.3,6.3,65.8,0.3,0.2,0.0,6.09,0,2,0,0.4,0.2,0,0.1,0.4,0.1,0.3,0.4,0.5,0.1,0.3,0.0,0.0,0.3,0.0,0
