,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
10,Christopher Nkunku,RBL,26," M(CLR),FW",19(9),1895,6,6,2,-,2,84.3,1,3,7.26,0.6,0.3,1.4,-,0.5,0.4,-,-,1.3,1.8,0.6,1.3,1.3,29.8,84.3,1.6,0.6,-
11,Mats Hummels,Borussia Dortmund,35, D(C),32(1),2817,5,-,6,-,0.9,87.6,3.9,2,7.26,1.8,2.2,0.8,0.4,3.7,0.5,0.7,-,0.2,0.5,0.2,0.1,0.1,80.0,87.6,-,7.6,-
12,Leon Bailey,Leverkusen,26," M(CLR),FW",25(5),2148,9,8,6,-,1.9,78.1,0.6,4,7.26,0.5,0.3,0.8,-,0.1,0.4,-,-,2.5,1.4,0.5,1,1,25.9,78.1,1.3,1.6,-
13,Raphaël Guerreiro,Borussia Dortmund,30," D(L),M(CL)",25(2),2224,5,10,1,-,1.4,86.9,0.2,3,7.24,1.1,1,0.4,0.2,0.9,0.6,0.1,-,1.2,0.4,0.1,0.7,0.7,70.4,86.9,0.8,2,0.3
14,Andrej Kramaric,Hoffenheim,32," AM(CLR),FW",26(2),2386,20,5,2,-,3.4,82.2,0.3,8,7.23,0.3,0.3,0.1,-,0.2,0.2,-,-,0.9,1.5,0.3,1.4,1.4,31.9,82.2,0.9,1.3,0.1
15,Leon Goretzka,Bayern,29, M(CR),18(6),1707,5,5,2,-,1.8,87.7,1.3,3,7.2,1.5,1.8,1.1,0.1,0.4,1,0.1,-,0.5,0.7,-,0.3,0.3,43.5,87.7,0.1,3,-
16,Serge Gnabry,Bayern,28," AM(CLR),FW",20(7),1654,10,2,4,-,2.2,83.5,0.3,1,7.18,1.4,1,0.8,-,0.1,0.7,-,-,0.9,0.8,0.2,0.9,0.9,28.3,83.5,0.5,0.8,-
17,Willi Orbán,RBL,31, D(C),25(4),2361,4,1,4,-,0.8,87.5,3.9,2,7.17,1.4,1.4,0.6,0.9,2.4,0.5,0.7,-,0.3,0.5,0.1,0.3,0.3,72.0,87.5,0.1,2.4,-
18,Silas Katompa Mvumpa,Stuttgart,25," M(CLR),FW",24(1),1931,11,4,6,-,1.8,70.8,0.6,3,7.13,1.9,0.9,1.3,-,0.4,0.9,-,-,1.9,1.6,0.5,1.7,1.7,17.0,70.8,0.2,0.5,-
19,Jonas Hofmann,Borussia M.Gladbach,31," D(R),M(CLR),FW",21(3),1825,6,11,1,-,1,80.3,0.3,3,7.13,1.1,1.1,0.8,-,0.3,1.8,0.1,-,0.7,0.8,0.4,0.8,0.8,36.3,80.3,2.1,2.3,-
20,Kingsley Coman,Bayern,27," M(LR),FW",23(6),1767,5,10,1,-,1.8,84.9,0.4,1,7.11,0.5,0.1,0.4,-,0.1,0.7,-,-,1.9,1.2,0.2,1.3,1.3,25.5,84.9,0.9,0.9,-
21,Marco Reus,Borussia Dortmund,34," M(CLR),FW",27(5),2295,8,6,1,-,1.8,81.7,0.4,-,7.1,1,0.4,0.8,-,0.4,0.8,0.1,-,1.3,1.1,0.3,0.8,0.8,33.1,81.7,0.4,1.3,0.1
22,Angeliño,RBL,27," D(L),M(L)",24(2),2165,4,4,2,-,1.3,74.4,0.5,2,7.09,1.2,1.2,0.8,-,1.3,0.4,-,-,0.6,1,0.3,0.5,0.5,42.8,74.4,2,1.7,-
23,Vincenzo Grifo,Freiburg,31, AM(CL),27(4),2328,9,10,2,-,1.9,78.6,0.4,4,7.07,0.6,0.9,0.4,-,0.5,0.6,-,-,1,0.6,0.1,1.1,1.1,32.3,78.6,1.4,2.3,0.1
24,Emre Can,Borussia Dortmund,30," D(CLR),DMC",23(5),2134,1,4,5,-,0.6,87.0,1.6,-,7.06,1.5,1.7,1.3,0.1,1.8,0.6,0.4,-,1.1,0.8,-,0.5,0.5,62.3,87.0,0.3,3.8,-
25,Daniel Caligiuri,Augsburg,36," D(R),M(CLR),FW",31(2),2673,6,4,5,-,1.2,71.0,0.9,2,7.05,2.2,1.2,1.1,0.1,0.9,1.9,0.2,-,1.8,1.8,0.1,1.9,1.9,29.6,71.0,1,1.9,-
26,Alphonso Davies,Bayern,23," D(L),M(LR)",22(1),1769,1,2,2,1,0.2,89.6,0.5,2,7.04,1.7,1.2,0.6,-,1.2,0.5,-,-,2.7,1.6,0.1,1.2,1.2,56.2,89.6,0.3,1,-
27,Borna Sosa,Stuttgart,26," D(L),M(L)",25(1),2047,-,9,2,-,0.5,77.5,0.7,1,7.04,0.5,1.2,0.7,-,2.5,0.7,0.2,-,1,0.5,0.1,0.6,0.6,34.0,77.5,1.9,1,-
28,Wataru Endo,Stuttgart,31, DMC,33,2957,3,3,5,-,0.8,83.6,2.1,1,7.04,2,1.5,1.4,0.1,1.7,1.3,0.4,-,1.2,1.6,-,1.6,1.6,55.1,83.6,-,2.2,0.1
29,Maxence Lacroix,Wolfsburg,24, D(C),29(1),2591,1,1,5,-,0.5,83.4,2,1,7.03,1.6,2.2,0.8,0.6,4.5,0.7,0.7,-,0.4,0.9,-,0.3,0.3,58.9,83.4,-,4.3,-
30,Christopher Trimmel,Union Berlin,37," D(CR),M(R)",30(1),2580,1,9,9,-,0.3,73.9,1,4,7.03,1.6,1.6,1,0.1,2.9,0.8,0.2,-,0.3,0.4,0.1,0.4,0.4,33.9,73.9,2,2.4,-
31,Sasa Kalajdzic,Stuttgart,26, FW,23(10),2140,16,5,1,-,2.1,68.7,2.9,7,7.02,0.5,0.3,0.9,-,0.6,0.5,-,-,0.5,1.1,0.1,0.9,0.9,20.0,68.7,-,0.3,-
32,Lars Stindl,Borussia M.Gladbach,35," M(CLR),FW",23(7),1967,14,8,6,-,1.9,83.0,0.9,2,7.01,0.8,0.4,1.4,-,0.5,0.8,0.1,-,0.3,1,0.1,1,1,33.4,83.0,0.4,1.4,0.2
33,Marcel Sabitzer,RBL,30," M(CLR),FW",24(3),2031,8,3,8,-,2.2,79.7,0.6,1,7.0,1.1,1.3,0.8,-,1,0.9,0.1,-,0.6,1.3,0.3,0.9,0.9,47.4,79.7,0.3,2.6,-
34,Martin Hinteregger,Eintracht Frankfurt,31, D(C),29,2528,2,1,4,-,0.8,81.7,3.7,-,7.0,2.7,1.5,1.1,0.7,3.1,0.9,0.4,1,0.2,1.2,-,0.3,0.3,63.9,81.7,-,3.4,-
35,Nico Elvedi,Borussia M.Gladbach,27, D(CLR),29,2538,3,-,1,-,0.4,91.2,2.6,2,7.0,1.7,2.2,0.4,0.7,4.1,0.4,0.8,-,0.1,0.5,-,-,-,65.3,91.2,-,1.9,-
36,Kevin Mbabu,Wolfsburg,29," D(R),M(R)",19(3),1646,-,1,7,-,0.5,69.2,1.5,1,7.0,2.3,1,2,-,2.5,0.5,0.3,-,1.6,0.9,-,0.5,0.5,36.0,69.2,0.7,1.6,-
37,Max Kruse,Union Berlin,36," M(CLR),FW",19(3),1637,11,5,-,-,1.4,78.0,0.5,2,6.99,0.3,0.1,0.2,-,0.1,0.3,-,-,0.5,0.5,0.3,0.5,0.5,31.0,78.0,1,2,0.1
38,Marcus Thuram,Borussia M.Gladbach,26," AM(L),FW",20(9),1740,8,2,3,1,2,71.4,2.3,1,6.99,0.8,0.5,1.3,-,0.3,0.4,0.1,-,1.6,1.3,0.6,1.2,1.2,19.0,71.4,0.1,0.2,-
39,Lucas Hernández,Bayern,28, D(CL),18(5),1600,-,2,4,-,0.2,85.1,1.7,1,6.98,1.8,0.8,0.7,0.7,1.4,0.6,0.3,-,0.8,1.3,-,0.4,0.4,50.6,85.1,0.7,2,-
40,Ridle Baku,Wolfsburg,26," D(R),M(CR)",31(1),2688,6,6,1,-,1.1,76.0,0.5,-,6.98,1.6,1.3,1,0.1,0.8,1,0.1,-,1.2,1.2,0.3,1.2,1.2,36.7,76.0,0.6,1.4,-
41,Xaver Schlager,Wolfsburg,26, M(C),30(2),2640,2,4,7,-,1.5,76.8,1.2,-,6.97,2.1,1.7,1.4,-,1.1,1.4,0.2,-,1.3,1,-,1,1,38.9,76.8,-,1.9,0.1
42,Niklas Süle,Bayern,28, D(CR),16(4),1503,1,-,1,-,1,90.7,1.3,-,6.97,1.6,1.1,0.5,0.5,1.7,0.4,0.6,-,0.6,0.2,-,0.2,0.2,62.9,90.7,0.3,2.6,-
43,Edmond Tapsoba,Leverkusen,25, D(C),29(2),2651,1,-,5,-,0.5,89.7,2.2,2,6.96,1.7,1.5,1.4,0.6,2.9,0.8,0.9,1,0.6,0.3,0.2,0.3,0.3,90.4,89.7,-,6.7,-
44,Ihlas Bebou,Hoffenheim,30," M(CLR),FW",23(9),2204,9,7,3,-,1.5,76.9,1.8,1,6.96,0.8,0.5,0.8,-,0.5,0.2,0.1,-,1.3,1,0.1,1.8,1.8,18.0,76.9,0.5,0.3,-
45,Dani Olmo,RBL,25," AM(CLR),FW",26(6),2207,5,9,1,-,2.4,77.6,0.8,2,6.95,0.7,0.4,0.6,-,0.7,0.6,-,-,1,1.2,0.1,1.2,1.2,38.0,77.6,0.2,1.3,0.1
46,John Anthony Brooks,Wolfsburg,31, D(C),31(1),2774,2,-,5,-,0.6,83.4,3,1,6.94,1.5,1.7,0.9,0.5,4,0.8,0.3,1,0.2,0.5,-,0.1,0.1,60.3,83.4,-,4.3,-
47,Florian Neuhaus,Borussia M.Gladbach,27, M(C),30(3),2632,6,5,9,-,1.5,84.4,0.4,1,6.94,1.5,1.5,0.7,0.1,0.6,1.3,0.2,-,1.3,1.2,-,0.9,0.9,52.9,84.4,-,3.6,0.1
48,Marvin Friedrich,Union Berlin,28, D(C),34,3060,5,2,1,-,0.7,79.7,2.6,2,6.94,1.4,1.5,0.7,0.3,2.9,0.4,0.5,-,0.4,0.6,0.1,0.2,0.2,53.0,79.7,0.1,4.4,-
49,Leroy Sané,Bayern,28," M(CLR),FW",18(14),1807,6,9,2,-,1.8,78.3,0.3,2,6.94,0.6,0.3,0.4,-,0.2,0.5,-,-,1.9,0.7,0.2,1.5,1.5,22.9,78.3,0.5,0.7,-
50,Moussa Diaby,Leverkusen,24," M(CLR),FW",28(4),2394,4,10,5,-,1.6,84.0,0.2,2,6.93,0.3,0.4,0.8,-,0.1,0.4,-,-,1.8,0.5,0.3,1.3,1.3,25.1,84.0,0.8,0.7,-
51,Felix Uduokhai,Augsburg,26, D(C),29,2610,1,-,5,-,0.4,81.7,3.5,1,6.93,1.1,1.9,0.8,1,5.4,0.3,0.9,1,0.5,0.9,-,0.3,0.3,50.4,81.7,0.1,3.5,-
52,Daichi Kamada,Eintracht Frankfurt,27," AM(CLR),FW",28(4),2376,5,12,3,-,1.2,78.0,0.5,1,6.93,1.5,0.4,1.3,-,0.7,1,-,-,1,0.9,0.2,1.3,1.3,28.0,78.0,0.8,1,-
53,Amos Pieper,Arminia Bielefeld,26, D(C),30,2684,1,1,6,-,0.5,82.7,2.4,2,6.92,1.9,2.2,0.7,0.9,5.3,0.4,1.2,-,0.3,0.8,-,0.1,0.1,50.7,82.7,-,4.8,-
54,Konstantinos Mavropanos,Stuttgart,26, D(CR),19(2),1474,-,-,5,-,0.7,79.2,2.2,1,6.91,2,2.8,1.1,0.2,3,0.9,0.5,-,0.4,0.8,-,0.3,0.3,46.1,79.2,0.1,3.4,-
55,Christopher Lenz,Union Berlin,29," D(L),M(L)",27,2259,-,3,3,-,0.6,73.4,1.1,1,6.91,2.7,1.3,1,0.2,1.6,1.3,0.2,-,0.7,0.7,0.1,0.5,0.5,36.1,73.4,0.7,2.1,-
56,Matthias Ginter,Borussia M.Gladbach,30," D(CR),DMC",34,3060,2,1,2,-,0.7,84.8,2.7,-,6.91,0.8,1.5,0.3,0.6,3.5,0.3,0.9,-,0.3,1,-,0.1,0.1,68.9,84.8,0.1,4,-
57,Christoph Baumgartner,Hoffenheim,24," AM(CLR),FW",28(3),2380,6,3,7,-,2,74.9,1.9,2,6.91,1.4,0.8,2.3,-,0.6,1.2,0.3,-,1.1,1.7,-,1.2,1.2,29.4,74.9,0.2,1.1,-
58,Renato Steffen,Wolfsburg,32, M(CLR),19(2),1578,5,4,3,-,1.4,75.4,0.8,1,6.91,1.1,1,1.5,-,0.6,0.5,0.1,-,0.4,0.9,0.1,1,1,27.5,75.4,0.4,1.3,-
59,Nicolas Höfler,Freiburg,34," D(C),DMC",30(1),2730,1,3,11,-,0.6,84.5,2,1,6.91,1.7,2.1,2.3,-,1.1,1.2,0.3,-,1.1,1.1,-,0.5,0.5,44.5,84.5,0.1,2.3,-
60,Paulo Otávio,Wolfsburg,29," D(L),M(L)",19(4),1738,-,2,7,1,0.6,74.5,1,1,6.91,2.6,1.8,1.2,0.2,2,1.2,0.3,-,0.8,1.4,-,0.5,0.5,32.4,74.5,0.8,1.3,-
61,Orel Mangala,Stuttgart,26, M(C),24,2110,1,3,4,-,1.1,84.6,0.4,1,6.9,1.1,1.1,1.4,-,1,0.5,0.4,-,2.2,1.2,-,1.8,1.8,41.6,84.6,-,1.3,-
62,Marc Oliver Kempf,Stuttgart,29, D(C),32,2734,2,1,5,-,0.5,82.4,2.9,1,6.89,1.5,2.1,1.1,0.3,2.9,0.6,0.8,1,0.6,1.2,-,0.5,0.5,56.6,82.4,0.1,3.8,-
63,Benjamin Pavard,Bayern,28," D(CLR),M(R)",22(2),1944,-,-,3,-,0.5,87.1,1.6,-,6.89,1.8,2,0.8,0.4,1,0.7,0.2,-,0.1,0.9,-,0.1,0.1,59.8,87.1,0.5,2.6,-
64,Florian Wirtz,Leverkusen,21," AM(CL),FW",25(4),2230,5,5,1,-,1.1,77.7,0.2,-,6.89,1.2,0.3,0.9,-,0.2,0.9,-,-,2.1,0.5,0.2,1.5,1.5,34.6,77.7,0.2,1.2,0.1
65,Ellyes Skhiri,FC Koln,28, DMC,32,2790,5,2,5,-,0.5,86.7,1.3,2,6.88,2.6,2.6,1.3,0.1,1,1,0.4,-,0.5,0.5,0.1,0.5,0.5,47.3,86.7,-,2.9,-
66,Robert Andrich,Union Berlin,29," D(C),M(C)",29,2529,5,2,5,1,1.4,79.6,1.7,3,6.88,1.8,1.8,1.7,-,1.1,1,0.2,1,0.7,1.2,0.1,0.4,0.4,48.8,79.6,-,2.5,-
67,Ondrej Duda,FC Koln,29," M(C),FW",32,2556,7,4,6,1,1.6,76.6,1.1,1,6.88,1.1,0.6,1.7,-,0.6,1,0.1,-,1.6,1.7,0.2,0.9,0.9,34.5,76.6,1.2,2.4,0.1
68,Dayot Upamecano,RBL,25, D(C),27(2),2333,1,-,6,-,0.5,88.4,2.6,3,6.87,1.3,1.1,1.2,0.7,2.4,0.2,0.5,-,0.4,0.3,-,0.2,0.2,76.0,88.4,-,5.4,-
69,Ludwig Augustinsson,Werder Bremen,30," D(L),M(L)",21(2),1961,-,4,4,-,0.7,69.1,2,2,6.87,1.6,0.9,0.7,0.1,2.3,0.5,0.3,1,0.3,1.1,0.1,0.2,0.2,34.2,69.1,2.3,1.1,-
70,Ritsu Doan,Arminia Bielefeld,25," M(CLR),FW",33(1),2786,5,2,1,-,2,70.0,0.5,2,6.86,1.6,0.9,0.9,-,0.2,1,-,-,1.8,1.9,0.1,1.5,1.5,20.2,70.0,0.9,0.8,-
71,Amine Harit,Schalke,26," AM(CLR),FW",25(3),2111,2,5,4,-,0.8,77.4,0.2,6,6.86,0.8,0.6,1,-,0.2,0.5,-,-,3.2,2.8,0.3,2.1,2.1,28.1,77.4,0.9,1,0.2
72,Manuel Akanji,Borussia Dortmund,28," D(CLR),DMC",26(2),2350,2,-,4,-,0.7,92.0,1.6,1,6.86,1.5,1.8,0.8,0.4,2.5,0.4,0.4,-,0.3,0.6,-,0.3,0.3,75.6,92.0,-,4.5,-
73,Diadié Samassékou,Hoffenheim,28, DMC,31,2576,-,2,3,-,0.5,82.7,1.5,-,6.86,2.3,2.5,1.4,0.2,1.6,1.8,0.4,-,0.7,1.5,-,0.7,0.7,44.1,82.7,0.1,2.4,0.1
74,Fabian Klos,Arminia Bielefeld,36, FW,32(2),2725,5,2,4,-,1.6,54.9,6.5,2,6.85,0.7,0.1,1.4,-,0.8,0.6,0.2,-,0.2,1.6,0.4,0.9,0.9,23.3,54.9,0.1,0.6,-
75,Marcel Halstenberg,RBL,32," D(CL),M(L)",19(5),1653,2,2,2,-,0.6,86.7,1.8,1,6.84,1.2,0.7,0.7,0.4,1.4,0.9,0.1,-,0.5,0.4,0.2,0.4,0.4,62.6,86.7,0.6,2.3,-
76,Evan Ndicka,Eintracht Frankfurt,24, D(CL),23,2044,3,1,10,-,0.7,84.8,2.1,-,6.84,1.3,2,1.4,0.7,3.3,0.5,0.3,-,0.4,1.3,-,0.6,0.6,55.6,84.8,0.1,1.7,-
77,Josip Brekalo,Wolfsburg,25," AM(CLR),FW",22(7),1825,7,3,1,-,1.6,77.0,0.3,2,6.83,0.8,0.6,0.3,-,0.1,0.7,-,-,1,0.6,0.1,1.1,1.1,27.4,77.0,0.7,1.1,-
78,Alassane Pléa,Borussia M.Gladbach,31," AM(CLR),FW",19(10),1807,6,1,2,-,2.1,75.3,0.9,2,6.83,0.7,0.2,0.6,-,0.2,0.5,-,-,0.9,1,0.7,0.7,0.7,22.3,75.3,0.2,0.6,0.1
79,Ramy Bensebaïni,Borussia M.Gladbach,29," D(CL),DMC,M(L)",20(5),1814,4,-,7,-,0.9,80.9,1.7,1,6.83,1.7,1.9,1.4,0.2,2.5,0.6,0.3,-,0.5,1.2,0.1,0.4,0.4,42.9,80.9,0.2,2,-
80,Djibril Sow,Eintracht Frankfurt,27, M(C),25(3),2180,-,2,6,-,0.4,87.8,1,-,6.83,2.1,1.8,1.4,0.1,0.5,0.8,0.3,-,0.6,1.4,0.1,0.8,0.8,43.0,87.8,-,1.6,-
81,Rafal Gikiewicz,Augsburg,36, GK,34,3060,-,-,3,-,-,64.4,0.3,2,6.83,-,0.1,-,-,0.6,0.1,-,-,-,0.1,-,-,-,34.4,64.4,-,7.2,-
82,Jonas Hector,FC Koln,33," D(L),M(CL)",15(4),1294,3,1,2,-,1.4,78.6,2.8,1,6.82,1.8,1,0.6,0.1,0.9,1.1,0.3,-,0.3,1.2,0.1,0.6,0.6,28.5,78.6,0.4,1.6,-
83,Florian Grillitsch,Hoffenheim,28," D(C),M(CL)",22(4),1882,2,1,4,1,0.8,86.6,1.2,1,6.81,1.4,2,1.2,0.3,1.7,1.3,0.3,-,0.7,1.2,-,0.6,0.6,53.9,86.6,0.2,4.9,-
84,Giovanni Reyna,Borussia Dortmund,21, AM(CLR),23(9),1984,4,5,1,-,1.2,83.1,0.5,2,6.81,0.8,0.3,0.8,-,0.3,0.5,-,-,1.4,1.5,0.1,1.4,1.4,27.3,83.1,0.4,0.4,0.1
85,Amadou Haidara,RBL,26, M(CLR),21(10),1910,3,1,4,-,1.4,80.0,1.1,1,6.81,1.6,1,0.7,-,0.6,0.8,-,-,0.6,0.5,0.2,0.7,0.7,32.9,80.0,0.3,1.1,-
86,Patrik Schick,Leverkusen,28," AM(R),FW",20(9),1865,9,1,4,-,1.9,69.3,2.3,-,6.81,0.2,0.1,1,-,0.7,0.1,0.1,-,0.7,0.8,0.2,0.7,0.7,14.6,69.3,-,-,-
87,Joakim Nilsson,Arminia Bielefeld,30, D(C),24(1),2163,-,-,1,-,0.2,82.6,2.9,-,6.8,1.4,1.6,0.5,0.6,4.4,0.4,0.9,1,0.1,0.6,-,-,-,43.1,82.6,-,2.6,-
88,Stefan Ortega,Arminia Bielefeld,31, GK,34,3060,-,1,1,-,-,70.6,0.2,2,6.79,0.1,-,-,-,0.6,0.1,-,-,-,0.1,-,-,-,53.7,70.6,-,14.8,-
89,Nordi Mukiele,RBL,26," D(CR),M(R)",21(7),1684,3,1,5,-,0.8,78.4,2,-,6.79,1.6,0.8,1.4,0.2,1.1,0.6,-,-,0.5,0.8,0.1,0.5,0.5,33.9,78.4,0.4,1.7,-
90,Sheraldo Becker,Union Berlin,29," AM(CLR),FW",15(3),1114,3,3,2,-,1.7,69.1,0.4,2,6.79,0.3,0.3,1.2,-,0.4,0.1,-,-,0.8,0.8,0.2,0.6,0.6,14.9,69.1,0.8,0.5,-
91,David Alaba,Bayern,31," D(CL),M(CL)",30(2),2676,2,3,4,-,0.7,85.6,0.6,-,6.79,1.2,1.3,0.6,0.7,1.8,0.5,0.4,-,0.5,0.3,-,0.4,0.4,68.8,85.6,0.2,3.3,-
92,André Hahn,Augsburg,33," AM(CLR),FW",24(5),2047,8,3,4,-,1.5,56.9,2.4,1,6.79,1.1,0.5,1.1,-,0.7,1.2,0.1,-,0.6,0.9,0.5,0.8,0.8,14.4,56.9,0.1,0.6,-
93,Jhon Córdoba,Hertha Berlin,30, FW,17(4),1544,7,1,3,-,2.3,76.7,1.9,1,6.78,0.4,0.3,1.8,-,0.2,0.1,0.1,-,0.7,2.1,0.8,1.4,1.4,13.7,76.7,0.2,0.4,-
94,Jeremiah St. Juste,Mainz,27," D(CR),DMC",32,2880,-,1,4,-,0.7,78.1,2.1,1,6.77,2,2,1.3,0.3,2.4,0.5,0.8,1,0.8,0.8,-,0.2,0.2,40.9,78.1,0.2,3.2,-
95,Yussuf Poulsen,RBL,29," AM(CR),FW",14(13),1352,5,4,1,-,1.7,72.7,1.5,3,6.77,0.4,0.2,0.8,-,0.5,0.6,-,-,1,1.1,0.3,1,1,16.0,72.7,-,0.3,-
96,Mahmoud Dahoud,Borussia Dortmund,28, M(C),15(6),1264,1,1,3,-,0.8,86.4,0.5,1,6.77,1.4,0.9,1.3,-,0.4,1.1,0.2,-,1,0.9,-,1,1,43.6,86.4,-,2.8,0.1
97,Amin Younes,Eintracht Frankfurt,30, AM(CL),16(10),1401,3,3,5,-,1.3,76.6,-,1,6.77,1,0.5,1.5,-,0.2,1,-,-,2,1,0.2,1.2,1.2,23.5,76.6,0.4,1,-
98,Emil Forsberg,RBL,32," AM(CLR),FW",20(9),1552,7,4,-,-,1.2,79.4,0.3,1,6.76,0.4,0.4,0.5,-,0.1,0.8,-,-,0.7,0.9,0.2,0.8,0.8,19.6,79.4,0.5,0.4,0.1
99,Leandro Barreiro,Mainz,24, DMC,27(2),2314,2,2,5,-,1.1,64.6,1.7,-,6.76,2,2,2.2,-,1.8,1,0.3,-,0.2,1.6,-,0.4,0.4,23.8,64.6,0.1,0.8,0.1
100,Maximilian Mittelstädt,Hertha Berlin,27," D(L),M(CL)",22(5),1803,-,2,3,-,0.6,74.6,1,1,6.76,2.4,2,0.9,0.1,1.8,1.4,0.2,-,0.7,0.7,-,0.4,0.4,32.9,74.6,0.7,2.7,-
101,Stefan Lainer,Borussia M.Gladbach,31," D(R),M(R)",31(2),2773,2,2,2,-,0.8,75.4,1.2,1,6.76,1.9,1.1,0.9,0.2,2.2,1,0.2,-,0.6,0.6,-,0.6,0.6,40.2,75.4,0.5,1.5,-
102,Lucas Alario,Leverkusen,31, FW,12(13),1244,11,2,2,-,1.6,73.9,1.5,3,6.75,0.3,0.1,0.7,-,0.4,0.1,-,-,0.6,0.7,0.4,0.6,0.6,12.2,73.9,-,0.2,-
103,Jonathan Tah,Leverkusen,28, D(C),24(3),2220,1,-,3,-,0.3,89.8,2.6,-,6.75,1.1,1.2,1.1,0.6,3,0.4,0.4,-,0.3,0.4,-,0.5,0.5,72.3,89.8,-,3.4,-
104,Kerem Demirbay,Leverkusen,30, M(C),20(9),1748,4,4,2,-,1.5,80.8,0.4,3,6.75,1.6,0.3,1.5,-,0.2,0.7,0.1,-,0.8,0.9,-,1,1,38.2,80.8,0.9,2.5,0.1
105,Alexander Sørloth,RBL,28," AM(R),FW",13(16),1432,5,3,2,-,1.6,73.6,2.8,2,6.75,0.2,0.1,0.9,-,0.4,0.4,0.1,-,0.8,0.2,0.2,1.1,1.1,15.3,73.6,0.1,0.1,-
106,Yannick Gerhardt,Wolfsburg,30," D(L),M(CL)",21(8),1934,2,4,3,-,1.1,75.6,1.1,1,6.75,1.8,0.7,1.2,0.1,0.9,1.1,0.1,-,0.5,0.9,0.2,1,1,23.3,75.6,0.3,0.7,-
107,Jamal Musiala,Bayern,21, M(CLR),7(19),871,6,1,-,-,1,83.8,0.3,3,6.74,0.8,0.5,0.5,-,-,0.6,0.1,-,1.7,0.8,0.1,1.1,1.1,15.9,83.8,-,0.4,-
108,Jérôme Boateng,Bayern,35, D(CR),29,2379,1,1,6,-,0.3,88.4,1.4,-,6.74,0.9,1.4,0.8,0.9,2.1,0.6,0.6,-,0.2,0.3,-,-,-,68.9,88.4,0.1,5.6,-
109,Iago,Augsburg,27," D(L),M(L)",18,1564,1,1,2,-,0.5,73.8,1.2,-,6.74,2.1,1.2,0.6,0.3,2.4,0.7,0.3,-,0.4,0.6,-,0.7,0.7,36.0,73.8,0.6,1.8,-
