,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
10,Teun Koopmeiners,Atalanta,26," D(C),M(C)",32(1),2861,10,4,7,-,1.8,78.1,1.2,2,7.11,1.4,0.6,1.5,0.1,1,0.8,0.2,-,0.9,0.8,0.2,1,1,46.5,78.1,1.5,2.8,0.1
11,Felipe Anderson,Lazio,31," M(CLR),FW",35(3),2969,9,2,3,-,1.1,79.8,0.4,4,7.09,2.1,0.8,1.1,-,0.6,1.4,0.2,-,1.4,0.9,0.2,1.2,1.2,35.1,79.8,0.2,0.8,-
12,Lorenzo Pellegrini,Roma,27, M(CL),29(3),2558,4,5,5,-,2,80.1,0.4,5,7.09,1.6,0.8,0.8,-,0.6,0.8,0.1,-,1,1.8,0.2,1.1,1.1,29.5,80.1,1.7,1.6,0.1
13,Mário Rui,Napoli,32," D(L),M(L)",21(1),1763,-,6,2,1,0.5,84.2,0.6,2,7.09,1.5,0.7,0.9,0.1,0.8,1,0.2,-,0.4,1.4,-,0.3,0.3,65.0,84.2,1.6,5.1,0.1
14,Lucas Martínez,Fiorentina,27, D(C),25(2),2173,1,1,6,-,1,81.9,2.8,5,7.08,3,1.8,0.8,0.5,2.8,0.7,0.7,-,0.4,0.9,-,0.2,0.2,55.9,81.9,0.1,6.3,-
15,Hakan Çalhanoglu,Inter,30," M(CLR),FW",28(5),2375,3,6,3,-,1.7,88.3,0.4,1,7.07,1.5,0.8,1.4,-,0.2,0.8,0.2,-,0.2,0.8,0.1,0.4,0.4,45.4,88.3,2.1,3,0.1
16,Kim Min-Jae,Napoli,27, D(C),35,3055,2,2,5,-,0.2,91.0,2.6,1,7.07,1.6,1.2,0.9,0.6,3.5,0.1,0.7,-,0.1,0.2,-,0.2,0.2,80.0,91.0,0.1,3.4,-
17,Giovanni Di Lorenzo,Napoli,30," D(CLR),M(R)",36(1),3257,3,4,2,-,0.8,86.0,1.1,5,7.04,1.6,0.8,0.8,0.2,1.4,0.6,0.2,-,0.3,1,0.1,0.5,0.5,61.8,86.0,0.2,2.7,0.1
18,Danilo,Juventus,32," D(CLR),DMC",35(2),3182,3,3,5,-,0.9,85.1,1.4,2,7.04,2.5,1.3,0.9,0.2,3,0.6,0.5,-,0.2,0.5,-,0.2,0.2,56.0,85.1,0.1,4.3,0.1
19,Frank Anguissa,Napoli,28, M(C),36,3062,3,5,3,-,1.4,88.8,1.3,1,7.03,1.5,1.4,1.2,-,0.7,1.3,0.1,-,0.9,1.3,0.1,1.4,1.4,61.8,88.8,-,1.7,-
20,Carlos Augusto,Monza,25," D(CL),M(L)",35,3087,6,5,4,-,1.2,84.7,1.6,4,6.99,2.1,0.7,1.2,0.2,2.1,0.6,0.2,-,0.9,0.5,0.2,0.8,0.8,39.4,84.7,0.3,1.1,0.1
21,Luis Alberto,Lazio,31," AM(CL),FW",27(8),2444,6,7,4,-,1.3,87.6,0.2,3,6.98,1.4,0.3,0.4,-,0.1,1.4,0.2,-,0.5,0.4,0.1,0.9,0.9,52.1,87.6,1,1.7,0.3
22,Stefan Posch,Bologna,26, D(CR),30,2541,6,2,6,-,0.9,76.7,0.9,7,6.96,2.7,1.2,1.6,0.2,2,1,0.5,-,0.5,0.9,-,0.4,0.4,49.2,76.7,0.3,3.9,0.1
23,Romelu Lukaku,Inter,30," AM(R),FW",19(6),1663,10,6,1,-,2,72.5,1.6,3,6.96,0.1,-,0.6,-,0.6,0.1,-,-,0.6,0.2,0.5,1.1,1.1,15.1,72.5,0.1,0.3,0.1
24,Ismaël Bennacer,AC Milan,26, M(C),24(4),2015,2,2,5,-,0.6,89.2,0.8,2,6.96,2.1,0.9,1.3,-,0.5,0.8,0.3,-,1,0.9,-,0.8,0.8,47.8,89.2,0.8,3.3,0.1
25,Nicolò Barella,Inter,27, AM(C),31(4),2622,6,6,6,-,0.9,85.0,0.6,4,6.94,1.4,0.3,0.9,-,0.3,0.7,0.1,-,1.1,1.3,0.3,1.1,1.1,42.9,85.0,0.6,1.8,0.1
26,Armando Izzo,Monza,32, D(C),29(1),2475,1,-,10,-,0.5,87.7,1.3,3,6.93,2.4,1.7,1.5,0.1,2.6,0.5,0.6,-,0.4,1.5,-,0.3,0.3,52.0,87.7,0.1,3.3,-
27,Piotr Zielinski,Napoli,29, M(CLR),27(10),2306,3,8,3,-,1.4,87.5,0.1,1,6.93,0.5,0.4,0.6,-,0.2,0.4,0.1,-,0.6,0.9,0.1,0.4,0.4,38.7,87.5,1.2,1,0.1
28,Fabiano Parisi,Empoli,23, D(LR),33,2835,2,-,10,1,0.6,79.0,0.9,1,6.93,2,1.2,1,0.2,2.1,1.3,0.5,-,1.9,2.2,-,1.2,1.2,38.7,79.0,0.4,1.8,-
29,Cristiano Biraghi,Fiorentina,31," D(L),M(L)",30(3),2556,2,4,1,-,0.8,78.5,0.6,2,6.92,2,0.4,0.9,0.4,1.2,1,0.2,1,0.2,1.2,-,0.2,0.2,42.3,78.5,2.7,2.4,-
30,Bremer,Juventus,27, D(C),30,2640,4,1,6,-,1.1,90.2,2.6,3,6.92,1,1.4,1,0.5,3.8,0.2,0.7,-,0.1,0.4,-,0.3,0.3,55.4,90.2,-,3,-
31,Nicolás Domínguez,Bologna,25, M(CL),26(5),2309,3,2,10,-,1.4,83.7,1.2,1,6.91,2.5,0.7,1.4,-,0.8,1.2,0.1,-,0.8,1,0.1,0.7,0.7,44.0,83.7,0.1,1.9,0.2
32,Chris Smalling,Roma,34, D(CR),31(1),2808,3,1,7,-,0.5,87.5,2.3,2,6.91,0.8,1.3,0.6,0.2,3.8,0.3,1.1,-,0.1,0.4,-,0.1,0.1,41.8,87.5,-,2.3,-
33,Sandro Tonali,AC Milan,23, DMC,30(4),2721,2,7,7,-,0.9,81.0,0.4,2,6.91,1.9,0.7,1,0.1,0.5,0.5,0.3,-,0.3,0.9,0.1,0.3,0.3,41.3,81.0,0.9,2.5,0.1
34,Ademola Lookman,Atalanta,26," AM(CLR),FW",20(11),1737,13,6,3,-,1.7,78.6,0.1,1,6.91,0.4,0.1,0.8,-,-,0.4,-,-,1.1,1.2,0.4,1.5,1.5,19.3,78.6,0.4,0.2,0.1
35,Ivan Provedel,Lazio,30, GK,37(1),3412,-,-,1,-,-,78.1,0.2,-,6.89,-,-,-,-,0.8,-,-,-,-,0.1,-,-,-,30.3,78.1,-,7.9,-
36,Fikayo Tomori,AC Milan,26, D(CR),32(1),2765,1,1,5,-,0.3,88.9,1.9,2,6.89,2.1,0.9,0.8,0.3,2.3,0.4,0.8,-,0.1,0.8,-,0.1,0.1,57.5,88.9,-,5.1,0.1
37,Juan Cuadrado,Juventus,35," D(R),M(CLR),FW",24(7),2090,1,3,6,1,1,87.0,0.4,2,6.89,1.6,0.8,1.1,0.1,0.7,1.2,0.1,-,0.8,1.4,0.1,0.5,0.5,35.7,87.0,1.1,2.7,-
38,Olivier Giroud,AC Milan,37, FW,25(8),2148,13,5,6,1,2.4,63.3,3.1,1,6.88,0.2,0.1,1.2,-,0.7,0.2,0.1,-,0.2,0.7,0.5,0.5,0.5,16.8,63.3,-,0.2,-
39,Manuel Locatelli,Juventus,26, M(C),29(3),2460,-,2,8,-,0.9,82.7,1.1,1,6.88,1.8,0.8,1.4,-,1.6,0.7,0.7,-,0.5,1,-,0.6,0.6,41.8,82.7,-,3.4,-
40,Boulaye Dia,Salernitana,27," AM(CR),FW",27(6),2527,16,6,4,-,1.5,77.3,0.6,4,6.88,0.4,0.2,0.8,-,0.8,0.2,-,-,1.1,1.3,0.4,1.8,1.8,17.5,77.3,0.1,0.5,0.1
41,Federico Dimarco,Inter,26," D(CL),M(L)",26(7),2089,4,3,-,-,1.5,80.6,0.2,-,6.87,0.9,0.5,0.4,-,0.4,0.3,0.1,-,0.2,0.9,0.2,0.3,0.3,28.2,80.6,1.9,2.1,-
42,Stanislav Lobotka,Napoli,29, DMC,34(4),3113,1,1,2,-,0.3,94.2,0.3,-,6.87,2.2,0.6,0.7,-,0.4,0.8,0.2,-,0.5,1.4,-,0.4,0.4,60.4,94.2,-,2.5,-
43,Théo Hernández,AC Milan,26," D(CL),M(L)",32,2777,4,3,7,-,1.6,81.1,1.2,2,6.87,1.3,0.7,0.7,0.1,1,0.5,0.2,1,0.6,1.8,0.1,0.6,0.6,43.2,81.1,1,1.9,-
44,Ibañez,Roma,25, D(C),32(1),2797,3,-,9,1,0.9,88.0,1.8,1,6.87,2,2,1.3,0.2,2.8,0.5,0.3,1,0.4,1.5,-,0.5,0.5,49.8,88.0,-,2.6,0.1
45,Amir Rrahmani,Napoli,30, D(CL),27(2),2450,2,1,2,-,0.7,91.4,2.3,-,6.87,1.1,0.5,0.8,0.2,2.6,0.3,0.7,-,0.1,0.4,-,0.1,0.1,74.5,91.4,-,5.3,-
46,Destiny Udogie,Udinese,21," D(L),M(L)",31(2),2714,3,4,5,-,0.8,83.0,0.5,-,6.87,2.2,1.1,1.1,0.2,0.5,0.8,0.2,-,1.5,1.8,0.2,1.1,1.1,29.2,83.0,0.2,0.6,-
47,Stefan de Vrij,Inter,32, D(C),22(5),1944,1,-,4,-,0.7,89.5,3.1,-,6.87,1,1.5,0.6,0.3,2.9,0.2,0.4,-,0.1,0.3,-,0.1,0.1,44.5,89.5,-,1.7,-
48,Ciro Immobile,Lazio,34, FW,27(4),2228,12,5,3,-,2.5,75.9,0.5,4,6.87,0.4,-,0.7,-,0.4,0.1,0.1,-,0.6,0.8,0.7,0.7,0.7,19.7,75.9,-,0.4,0.1
49,Matteo Pessina,Monza,27, M(CR),34(1),2938,5,3,6,-,0.8,86.5,1.1,-,6.86,1.6,1.1,1.2,0.1,0.9,1,0.4,-,1,1.5,-,1,1,56.2,86.5,0.2,2.3,-
50,Jaka Bijol,Udinese,25," D(C),M(C),FW",32,2732,3,2,10,-,0.6,85.0,2.8,2,6.86,1.2,0.9,0.9,0.6,5.1,0.3,0.8,-,0.1,0.2,-,0.1,0.1,42.9,85.0,-,3.7,0.1
51,Alessio Romagnoli,Lazio,29, D(CL),33(1),2925,2,-,6,-,0.4,90.5,2.3,1,6.86,1,1.1,1,0.3,3.1,0.3,0.8,-,-,0.6,-,0.1,0.1,54.3,90.5,-,3.2,-
52,Guglielmo Vicario,Empoli,27, GK,31,2784,-,-,3,-,-,68.7,0.3,1,6.85,-,-,-,-,1.4,-,-,-,-,0.3,-,-,-,36.3,68.7,-,5.9,-
53,Ángel Di María,Juventus,36," M(CLR),FW",15(11),1364,4,4,1,1,1.5,78.7,-,-,6.83,0.4,0.3,0.2,-,-,0.6,-,-,1.2,0.9,0.2,1,1,21.3,78.7,1.3,1.3,0.2
54,Junior Messias,AC Milan,32," M(CR),FW",19(6),1511,5,2,3,-,1.3,79.1,1,2,6.82,1,0.3,1,-,1,0.6,0.2,-,1.4,1,-,0.6,0.6,20.5,79.1,0.1,0.8,-
55,Rafael Tolói,Atalanta,33, D(C),32,2791,2,1,8,-,0.9,81.3,1.3,3,6.82,2.2,1.8,1.2,0.3,2.7,0.9,0.6,-,0.2,0.6,0.1,0.2,0.2,51.0,81.3,0.1,3.1,-
56,Morten Hjulmand,Lecce,24, DMC,34(1),2963,-,4,9,1,0.5,79.3,1.2,5,6.82,2.6,2.1,1.7,-,1.5,0.9,0.3,-,0.5,1.1,-,0.5,0.5,37.2,79.3,0.1,2.7,-
57,Antonio Sanabria,Torino,28, FW,28(5),2442,12,4,4,-,2.1,76.1,2.6,4,6.82,0.3,0.1,1,-,0.2,0.2,0.1,-,0.7,0.8,0.4,0.9,0.9,20.8,76.1,-,0.5,-
58,Rade Krunic,AC Milan,30, M(CL),18(5),1659,-,1,8,-,0.6,85.9,1.2,1,6.81,1.7,0.7,0.7,-,0.8,1.5,0.5,-,0.8,0.8,-,0.3,0.3,41.2,85.9,-,1.1,-
59,Bryan Cristante,Roma,29," D(C),M(C)",34(2),2945,1,1,8,1,0.8,82.8,2.1,3,6.81,3.1,0.5,1.4,-,1.4,1,0.3,-,0.3,0.5,0.1,0.3,0.3,46.1,82.8,0.1,3.6,0.1
60,Ardian Ismajli,Empoli,27, D(C),22(3),2091,-,-,3,-,0.4,84.7,2.3,2,6.8,1.6,1.1,0.8,0.4,4.7,0.2,1.2,1,0.1,0.5,-,0.1,0.1,41.0,84.7,-,2.4,-
61,Guillermo Ochoa,Salernitana,38, GK,20,1800,-,-,1,-,-,55.8,0.1,1,6.8,-,-,-,-,0.7,0.1,-,-,-,0.1,-,-,-,35.6,55.8,-,8.2,-
62,Davide Zappacosta,Atalanta,31," D(LR),M(LR)",18(3),1479,4,2,4,-,1.2,87.1,0.1,2,6.8,1.6,0.4,0.9,-,0.7,0.3,0.1,-,0.8,0.6,0.1,0.7,0.7,32.2,87.1,0.6,0.5,-
63,Davide Frattesi,Sassuolo,24, DMC,35(1),2891,7,-,4,-,1.8,80.5,0.6,1,6.8,1.8,0.4,1.1,0.1,1.1,0.5,0.2,-,0.9,1.6,-,1.2,1.2,27.7,80.5,0.1,1.7,0.1
64,Lukasz Skorupski,Bologna,33, GK,37,3330,-,-,4,-,-,74.8,0.2,2,6.79,0.1,-,-,-,0.9,-,-,-,-,0.2,-,-,-,27.2,74.8,-,5.5,-
65,Brahim Díaz,AC Milan,24," AM(CLR),FW",27(6),1947,6,7,3,-,1.1,82.2,0.1,2,6.79,1,0.2,0.9,-,0.1,0.3,-,-,1.2,1.5,0.1,1.5,1.5,20.8,82.2,0.1,0.5,0.2
66,Christian Kouamé,Fiorentina,26," AM(LR),FW",22(6),1871,4,4,5,-,1.5,73.3,2.2,3,6.79,1,0.4,1.1,-,0.2,0.3,0.1,-,0.8,2,0.3,1.5,1.5,21.0,73.3,0.5,0.5,-
67,Francesco Acerbi,Inter,36, D(C),25(6),2418,-,2,4,-,0.6,89.8,2.5,-,6.79,1.1,1.3,0.5,0.3,2.5,0.3,0.6,-,0.2,0.4,0.1,0.2,0.2,51.5,89.8,0.1,3.2,-
68,Nicolás González,Fiorentina,26," M(CLR),FW",13(11),1355,6,1,3,-,2.5,69.3,2.7,2,6.79,0.7,0.2,0.7,-,0.3,0.5,-,-,1,2.3,0.2,0.6,0.6,21.8,69.3,0.3,1,-
69,Stephan El Shaarawy,Roma,31," M(CLR),FW",14(15),1523,7,2,3,-,1.4,80.5,0.6,2,6.79,0.7,0.5,0.6,-,0.3,0.6,-,-,0.9,0.6,0.3,0.4,0.4,24.4,80.5,0.3,1,-
70,Michele Di Gregorio,Monza,26, GK,37,3330,-,1,-,-,-,71.9,0.1,3,6.79,-,0.1,-,-,0.8,0.1,-,-,0.1,0.1,-,-,-,34.5,71.9,-,6.7,-
71,Jérémie Boga,Atalanta,27," AM(CLR),FW",5(18),770,2,5,-,-,0.6,85.0,0.2,1,6.78,0.4,-,0.2,-,-,0.2,-,-,2.1,0.7,-,0.5,0.5,18.0,85.0,1,0.9,-
72,Marcelo Brozovic,Inter,31, M(CR),19(9),1769,3,5,9,-,0.9,89.6,0.2,1,6.78,1.3,0.8,0.9,-,0.9,0.9,0.3,-,0.6,0.5,-,0.2,0.2,51.6,89.6,0.5,2.5,0.1
73,Nicolò Rovella,Monza,22, DMC,21(4),1749,1,2,6,1,0.8,89.7,0.4,-,6.78,1.8,1.6,1,0.1,0.6,0.9,-,-,0.2,0.8,0.1,0.3,0.3,53.0,89.7,0.4,3.9,-
74,Emil Audero,Sampdoria,27, GK,25,2250,-,-,1,-,-,63.6,0.2,5,6.78,-,-,-,-,0.6,0.1,-,1,-,0.1,-,-,-,32.4,63.6,-,8.4,-
75,Filip Kostic,Juventus,31," M(LR),FW",33(4),2582,3,8,3,-,1,78.1,0.4,2,6.78,1.1,0.4,0.8,-,0.7,0.7,0.1,-,0.6,0.3,0.1,0.5,0.5,23.6,78.1,1.5,0.9,-
76,Marten de Roon,Atalanta,33," D(C),DMC",34(1),2966,3,1,7,-,0.5,83.6,1.5,-,6.78,2.2,1,1.3,0.1,1.6,1.3,0.1,-,0.1,0.7,-,0.4,0.4,53.7,83.6,-,3.5,-
77,Nikola Milenkovic,Fiorentina,26, D(CR),23(4),2136,2,1,4,-,0.7,85.9,2.7,-,6.77,1.5,0.8,1.4,0.6,2.7,0.3,0.5,1,-,0.8,-,-,-,47.5,85.9,-,2.8,-
78,Davide Calabria,AC Milan,27," D(LR),M(R)",21(4),1697,1,4,6,-,0.6,82.5,0.5,-,6.77,2.8,1,0.6,0.2,1.2,0.9,0.3,-,0.1,0.6,-,0.3,0.3,42.3,82.5,0.6,1.5,-
79,Roberto Pereyra,Udinese,33," M(CLR),FW",33(1),2837,5,7,7,-,1.2,84.5,0.1,3,6.77,1.1,0.5,0.9,-,0.6,0.8,0.1,-,1.1,1.4,0.1,1.1,1.1,33.7,84.5,0.6,1.1,-
80,Wojciech Szczesny,Juventus,34, GK,28,2473,-,-,-,-,-,75.7,0.4,-,6.77,-,-,-,-,0.6,-,-,-,-,-,-,-,-,23.5,75.7,-,5.6,-
81,Hirving Lozano,Napoli,28," AM(LR),FW",20(12),1614,3,3,3,-,1.3,81.7,0.3,1,6.77,0.8,0.5,0.8,-,0.1,0.4,-,-,1.2,1,0.1,0.4,0.4,15.8,81.7,0.7,0.2,-
82,Riccardo Orsolini,Bologna,27," M(CR),FW",22(10),2122,11,4,6,2,2.9,68.1,0.5,3,6.77,0.9,0.3,1.2,-,0.4,0.8,0.1,-,1.1,1.3,0.6,1.1,1.1,23.8,68.1,1,1.7,-
83,Alessandro Buongiorno,Torino,24, D(C),30(4),2723,1,2,8,-,0.6,85.1,2.9,2,6.77,1.1,1.8,1.9,0.3,2.9,0.4,0.6,-,0.2,1.1,-,0.2,0.2,45.7,85.1,0.1,1.1,-
84,Gabriel Strefezza,Lecce,27, M(LR),30(5),2464,8,4,5,-,2,69.1,0.5,1,6.77,1.4,0.5,1.5,-,0.3,0.7,0.1,-,1,2,-,2,2,21.1,69.1,0.8,1.5,0.1
85,Malick Thiaw,AC Milan,22, D(C),15(5),1364,-,-,5,-,0.4,88.4,2.6,-,6.76,1.6,0.6,0.7,0.2,3.3,0.5,0.3,-,0.1,0.4,0.1,0.2,0.2,52.5,88.4,-,3.4,-
86,Edin Dzeko,Inter,38, FW,18(15),1729,9,3,3,-,2.2,72.0,1.2,3,6.75,0.1,0.1,0.8,-,0.8,0.1,-,-,0.3,0.7,0.3,0.5,0.5,15.2,72.0,0.1,0.6,0.1
87,Dusan Vlahovic,Juventus,24, FW,22(5),1932,10,2,1,-,2.5,72.1,1.3,3,6.75,0.4,0.1,0.7,-,0.3,0.2,0.1,-,0.5,1,0.8,1.4,1.4,13.8,72.1,0.1,0.7,-
88,Tammy Abraham,Roma,26, FW,24(14),2199,8,3,2,-,1.6,68.3,2.1,2,6.75,0.4,0.1,0.9,-,0.4,0.3,0.1,-,0.6,1.3,0.3,0.8,0.8,13.1,68.3,0.1,0.4,0.1
89,Rodrigo Becão,Udinese,28, D(C),28,2487,2,1,11,1,0.7,80.3,2.3,1,6.75,2.5,0.9,1.4,0.4,2.2,0.5,0.9,1,0.2,1.1,0.2,0.1,0.1,43.9,80.3,0.1,2.9,-
90,Razvan Marin,Empoli,27, M(C),28(5),2539,2,4,7,-,1,84.5,0.5,1,6.74,1.3,0.4,0.9,-,1,0.6,0.3,-,0.7,0.6,-,0.7,0.7,43.7,84.5,1.2,3.7,-
91,Marco Carnesecchi,Cremonese,23, GK,27,2430,-,1,1,-,-,53.1,0.2,3,6.74,-,-,-,-,0.7,-,-,-,-,0.2,-,-,-,30.1,53.1,-,6.9,-
92,Patrick Ciurria,Monza,29, M(CLR),31(5),2757,6,5,4,-,1.4,82.5,0.3,3,6.74,0.9,0.2,0.9,-,0.7,0.4,0.1,-,0.5,1.1,0.2,0.4,0.4,30.3,82.5,0.8,1.1,-
93,Pasquale Mazzocchi,Salernitana,28," D(LR),M(LR)",23(4),1968,2,3,2,-,0.7,79.9,0.4,1,6.74,1.2,0.4,1,-,1,0.7,0.1,-,2.1,0.6,0.2,1.3,1.3,24.8,79.9,0.8,1.1,-
94,Nikola Vlasic,Torino,26," AM(CLR),FW",29(5),2732,5,6,1,-,1.6,81.7,0.8,1,6.74,0.9,0.3,0.9,-,0.3,0.6,0.1,-,0.9,1.1,0.4,1.4,1.4,27.2,81.7,0.4,0.5,-
95,Milan Djuric,Verona,33, FW,14(14),1364,1,1,3,-,0.6,51.6,7.1,3,6.74,0.1,-,0.9,-,0.9,0.1,0.1,-,0.1,1,0.2,0.5,0.5,18.5,51.6,-,0.1,-
96,Lewis Ferguson,Bologna,24, M(C),27(5),2324,7,-,4,-,1.3,86.1,0.9,2,6.73,1.4,0.6,1.6,-,0.8,0.6,0.2,-,0.3,1.3,0.2,0.5,0.5,37.2,86.1,0.1,0.5,-
97,André Onana,Inter,28, GK,24,2160,-,-,1,-,-,79.2,0.2,2,6.72,-,-,-,-,0.6,-,-,1,-,0.1,-,-,-,38.0,79.2,-,6.1,-
98,Lassana Coulibaly,Salernitana,28, M(CL),34(1),2901,3,3,12,-,0.5,84.0,0.9,2,6.72,2.4,0.7,1.5,-,0.9,1.2,0.2,-,1.4,1.4,-,0.9,0.9,33.1,84.0,-,1,0.1
99,Federico Baschirotto,Lecce,27, D(C),37,3330,3,-,6,-,0.6,74.1,2.5,1,6.71,1.1,1,1,0.7,5,0.4,0.8,-,0.1,0.3,-,0.1,0.1,37.0,74.1,0.1,3.3,-
100,Rolando Mandragora,Fiorentina,26, DMC,22(7),1955,2,4,8,-,1.3,84.4,1.2,1,6.71,1.4,0.6,1.1,-,0.7,1,0.1,-,0.2,0.6,-,0.3,0.3,31.1,84.4,0.8,2.3,-
101,Berat Djimsiti,Atalanta,31, D(C),20(4),1799,-,1,3,-,0.2,87.1,2.5,-,6.71,1.4,1.5,0.6,0.3,3.1,0.3,0.3,-,0.2,0.3,-,0.2,0.2,44.9,87.1,-,1.6,-
102,Norbert Gyömbér,Salernitana,31," D(CR),DMC",23(4),1755,-,1,5,-,0.3,83.8,1.7,-,6.71,1.2,1.3,0.8,0.2,3.3,0.3,0.8,-,0.1,0.3,-,-,-,27.2,83.8,-,1.3,-
103,Éderson,Atalanta,24, M(C),25(10),2226,1,1,4,-,1,81.9,0.6,-,6.71,1.9,1,0.8,-,0.7,1.1,0.2,-,1.1,1.2,-,0.9,0.9,30.6,81.9,0.1,1.8,-
104,Alex Sandro,Juventus,33," D(CL),M(L)",21(4),1789,-,1,5,1,0.2,87.5,1.6,-,6.7,1.4,0.6,1.1,0.4,2.5,0.3,0.4,-,0.8,1,-,0.7,0.7,44.6,87.5,0.2,2.9,-
105,Lazar Samardzic,Udinese,22, AM(C),19(18),1848,5,4,1,-,1.4,85.4,0.3,2,6.7,0.9,0.3,0.7,-,0.4,0.7,-,-,0.8,0.4,-,0.5,0.5,21.4,85.4,0.9,2.3,-
106,Marko Arnautovic,Bologna,35," AM(CLR),FW",18(3),1540,10,-,5,-,1.5,72.3,0.5,1,6.7,0.4,0.1,1,-,0.5,0.2,-,-,0.6,1,0.5,0.9,0.9,21.3,72.3,-,0.5,-
107,Jerdy Schouten,Bologna,27," D(C),DMC",29(4),2516,-,2,3,-,0.2,87.1,0.8,-,6.7,1.9,1.2,0.8,-,1.2,0.7,0.5,1,0.8,0.9,0.1,0.8,0.8,45.2,87.1,-,1.4,-
108,Nicolò Casale,Lazio,26, D(C),27(2),2437,1,1,6,-,0.3,92.0,1.6,-,6.69,1.4,0.6,0.8,0.5,2.3,0.4,0.6,-,-,0.2,-,-,-,55.6,92.0,-,2.9,-
109,Giacomo Bonaventura,Fiorentina,34, M(CLR),21(9),1914,5,1,4,1,1.6,85.6,0.5,2,6.69,1.2,0.5,0.8,-,0.1,0.4,-,-,0.8,1.3,0.1,1,1,28.7,85.6,0.4,1.2,0.1
110,Alex Meret,Napoli,27, GK,34,3060,-,-,-,-,-,86.0,0.1,2,6.69,-,-,-,-,0.4,-,-,-,-,-,-,-,-,23.8,86.0,-,3.5,-
111,Denzel Dumfries,Inter,28," D(R),M(R)",25(9),2223,1,4,4,-,1,79.1,1.2,-,6.69,1,0.4,0.9,-,0.6,0.4,0.3,1,0.6,1.1,0.1,0.6,0.6,22.3,79.1,0.6,0.7,-
112,Arkadiusz Milik,Juventus,30," AM(C),FW",17(10),1583,7,1,1,1,1.6,78.6,1.3,1,6.69,0.4,-,1,-,0.5,0.2,-,-,0.4,1.1,0.3,0.6,0.6,16.3,78.6,-,0.4,-
113,Henrikh Mkhitaryan,Inter,35," M(CLR),FW",24(7),1997,3,2,4,-,1.1,88.4,0.3,1,6.69,1.3,0.7,0.9,-,0.5,0.9,0.1,-,0.5,0.9,-,0.6,0.6,33.1,88.4,0.3,1.5,-
