,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
23,Kiko Femenía,839,Villarreal,32," D(LR),M(R)  ",13(7),1137,0,0.5,32.4,89.5,0.2,0.8,0.0,6.44,0,0,0,0.1,0.5,0,0.3,0.4,0.0,0.5,0.4,0.9,1.0,0.3,0.4,1.1,0.3,0.3,0,D,"Feb 2, 1991",32,Spain,€2.50m
24,Alberto Moreno,839,Villarreal,30," D(L),M(L)  ",14(10),1298,1,0.5,25.1,85.4,0.4,0.7,0.0,6.43,0,7,0,0.6,0.5,0,0.3,0.4,0.1,0.3,0.7,1.0,1.0,1.1,0.1,1.0,0.5,0.0,0,D,"Jul 5, 1992",30,Spain,€3.00m
25,Manu Trigueros,839,Villarreal,31," M(CLR),FW  ",8(15),818,1,0.4,22.9,89.6,0.0,0.7,0.0,6.27,0,2,1,0.3,0.3,0,0.1,0.4,0.0,0.4,0.3,0.9,0.2,0.6,0.0,0.2,0.6,0.1,0,M,"Oct 17, 1991",31,Spain,€4.00m
26,Aitor Fernández,131,Osasuna,32, GK  ,21,1890,0,0.0,33.4,61.4,0.0,10.1,0.0,6.85,0,1,0,0.0,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.4,0.0,0.0,0,GK,"May 3, 1991",32,Spain,€3.00m
27,David García,131,Osasuna,29, D(C)  ,31(1),2684,0,0.2,44.3,81.0,0.0,3.8,0.0,6.77,2,8,1,0.5,2.7,0,0.1,0.5,0.0,0.1,0.3,1.1,1.4,1.7,0.9,4.7,0.1,0.4,0,D,"Feb 14, 1994",29,Spain,€20.00m
28,Lucas Torró,131,Osasuna,28, DMC  ,31(2),2489,0,0.3,35.3,80.7,0.0,1.4,0.0,6.71,1,10,0,0.8,2.6,0,0.3,0.9,0.0,0.4,0.9,1.5,1.3,1.9,0.0,1.9,0.7,0.1,0,DM,"Jul 19, 1994",28,Spain,€8.00m
29,Moi Gómez,131,Osasuna,29, M(CLR)  ,28(5),2458,2,1.6,43.4,88.8,1.1,3.4,0.0,6.71,3,5,0,0.6,0.2,0,0.8,0.8,0.0,0.5,1.0,0.8,0.3,0.4,0.0,0.2,0.5,0.1,0,FW,"Jun 23, 1994",29,Spain,€10.00m
30,Ante Budimir,131,Osasuna,31, FW  ,22(9),1811,0,0.3,10.0,61.9,0.0,0.0,0.0,6.7,8,5,0,1.9,3.2,2,0.5,0.7,0.4,0.9,2.0,0.6,0.2,1.5,0.1,0.6,0.3,0.0,0,FW,"Jul 22, 1991",31,Croatia,€6.00m
31,Aridane Hernández,131,Osasuna,34, D(C)  ,20(3),1791,1,0.1,38.3,84.4,0.0,2.7,0.0,6.66,0,1,0,0.2,1.3,2,0.3,0.5,0.0,0.1,0.3,0.9,1.2,0.6,1.0,4.1,0.6,0.9,1,D,"Mar 23, 1989",34,Spain,€1.00m
32,Abde Ezzalzouli,131,Osasuna,21, AM(L)  ,19(9),1516,2,0.4,16.1,74.2,0.5,0.4,0.1,6.65,4,2,2,1.4,0.1,2,2.1,1.2,0.1,1.4,2.3,1.0,0.1,1.0,0.0,0.2,0.4,0.0,0,FW,"Dec 17, 2001",21,Morocco,€15.00m
33,Aimar Oroz,131,Osasuna,21, AM(C)  ,23(8),2023,6,1.1,26.0,80.3,0.0,0.7,0.1,6.63,3,6,0,0.7,0.5,3,1.0,2.0,0.1,1.6,1.4,0.8,0.8,1.2,0.0,0.1,0.7,0.0,0,AM,"Nov 27, 2001",21,Spain,€15.00m
34,Kike Barja,131,Osasuna,26, AM(LR)  ,15(12),1316,6,1.0,13.5,76.1,1.0,0.3,0.0,6.61,1,1,0,0.6,0.3,0,1.4,0.6,0.3,0.9,1.6,0.6,0.1,0.7,0.0,0.1,0.6,0.0,0,FW,"Apr 1, 1997",26,Spain,€4.00m
35,Manu Sánchez,131,Osasuna,22, D(L)  ,22(9),2117,2,0.9,28.5,81.5,0.8,1.0,0.0,6.54,0,3,0,0.3,0.5,0,0.5,0.3,0.1,0.5,0.9,1.6,0.5,0.8,0.3,1.2,1.0,0.2,0,D,"Aug 24, 2000",22,Spain,€10.00m
36,Rubén Peña,131,Osasuna,31," D(R),M(LR)  ",14(6),1282,1,0.5,22.8,73.2,0.4,1.0,0.0,6.53,0,2,1,0.6,0.7,1,1.0,0.7,0.0,0.7,1.6,1.6,0.9,1.3,0.2,1.2,1.1,0.4,0,D,"Jul 18, 1991",31,Spain,€2.50m
37,Unai García,131,Osasuna,31, D(C)  ,20(1),1718,1,0.1,37.7,80.0,0.1,3.4,0.0,6.46,0,6,1,0.2,1.8,0,0.2,0.2,0.0,0.2,0.2,1.1,0.9,1.0,0.6,2.7,0.2,0.7,0,D,"Feb 3, 1992",31,Spain,€2.50m
38,Nacho Vidal,131,Osasuna,28, D(R)  ,15(5),1250,0,0.2,22.8,75.9,0.2,1.1,0.1,6.45,0,4,0,0.5,1.5,0,0.7,0.9,0.0,0.7,0.9,1.4,1.0,1.4,0.3,1.4,0.8,0.2,0,D,"Jan 24, 1995",28,Spain,€5.00m
39,Jon Moncayola,131,Osasuna,25," D(R),M(C)  ",25(12),2445,3,0.7,35.5,81.6,0.4,3.3,0.1,6.44,1,6,0,1.0,0.5,0,0.1,0.5,0.1,0.3,0.7,1.5,0.5,0.9,0.0,0.8,1.2,0.1,0,M,"May 13, 1998",25,Spain,€12.00m
40,Rubén García,131,Osasuna,29," AM(CLR),FW  ",11(18),1152,2,0.9,16.6,79.7,0.8,1.0,0.1,6.44,2,2,0,0.7,0.4,0,0.2,0.6,0.0,0.3,0.9,0.7,0.4,0.5,0.0,0.3,0.6,0.0,0,FW,"Jul 14, 1993",29,Spain,€6.00m
41,Pablo Ibáñez,131,Osasuna,24, M(C)  ,12(13),1061,1,0.4,15.1,74.1,0.0,0.8,0.0,6.37,0,1,0,0.8,1.0,1,0.3,0.6,0.2,0.6,0.6,1.2,0.3,0.9,0.1,0.8,0.9,0.1,0,M,"Sep 20, 1998",24,Spain,€1.50m
42,Juan Cruz,131,Osasuna,30, D(CL)  ,21(6),2058,0,0.6,28.7,80.5,0.4,1.1,0.0,6.36,0,7,0,0.1,0.7,0,0.2,0.3,0.0,0.1,0.6,0.9,0.5,0.6,0.4,2.0,0.4,0.3,0,D,"Jul 28, 1992",30,Spain,€2.50m
43,Darko Brasanac,131,Osasuna,31, M(CR)  ,9(16),1037,1,0.3,14.6,82.7,0.1,0.3,0.0,6.35,1,5,0,0.4,0.6,0,0.2,0.6,0.1,0.4,0.8,1.2,0.5,0.6,0.0,0.4,0.4,0.1,0,M,"Feb 12, 1992",31,Serbia,€2.00m
44,Kike García,131,Osasuna,33, FW  ,7(28),999,0,0.4,6.7,70.9,0.0,0.0,0.0,6.23,2,5,0,1.2,1.3,0,0.3,0.7,0.2,0.5,1.7,0.2,0.0,0.7,0.0,0.4,0.1,0.0,0,FW,"Nov 25, 1989",33,Spain,€1.80m
45,Mikel Merino,68,Real Sociedad,27, M(C)  ,28(5),2500,9,1.3,44.3,77.6,0.2,2.0,0.2,7.13,2,6,1,1.3,3.4,7,0.7,1.5,0.1,1.1,1.5,2.3,0.6,2.2,0.0,1.5,0.9,0.2,0,M,"Jun 22, 1996",27,Spain,€50.00m
46,Takefusa Kubo,68,Real Sociedad,22," AM(CLR),FW  ",29(6),2452,4,1.1,22.5,75.9,0.5,0.3,0.0,6.98,9,3,0,2.1,0.5,4,1.4,1.4,0.6,1.2,2.6,1.3,0.3,1.0,0.0,0.1,0.6,0.0,0,FW,"Jun 4, 2001",22,Japan,€25.00m
47,Brais Méndez,68,Real Sociedad,26," AM(CR),FW  ",28(6),2418,4,1.4,34.6,82.4,1.0,1.6,0.2,6.93,8,6,0,1.8,0.7,2,0.4,1.6,0.1,0.9,1.4,1.7,0.4,1.8,0.0,0.4,1.2,0.1,0,AM,"Jan 7, 1997",26,Spain,€25.00m
48,Alexander Sørloth,68,Real Sociedad,27," AM(R),FW  ",28(6),2398,3,0.9,13.8,69.5,0.1,0.1,0.0,6.85,12,4,0,1.9,1.8,3,0.9,0.5,0.5,1.8,2.5,0.5,0.1,0.9,0.1,0.8,0.2,0.0,0,FW,"Dec 5, 1995",27,Norway,€12.00m
49,David Silva,68,Real Sociedad,37," M(CLR),FW  ",25(3),1958,5,1.3,40.4,86.1,0.1,1.4,0.2,6.85,2,4,0,1.1,0.4,2,0.7,1.2,0.1,0.9,1.3,1.3,0.5,1.1,0.0,0.6,0.3,0.1,0,AM,"Jan 8, 1986",37,Spain,€4.00m
50,Robin Le Normand,68,Real Sociedad,26, D(C)  ,31(2),2795,0,0.1,52.5,88.2,0.0,3.2,0.1,6.76,0,6,0,0.4,3.3,1,0.1,0.9,0.1,0.3,0.2,1.1,1.0,1.3,0.9,2.8,0.4,0.4,1,D,"Nov 11, 1996",26,Spain,€35.00m
51,Diego Rico,68,Real Sociedad,30," D(CL),M(L)  ",18(2),1647,0,0.5,37.3,79.2,0.7,2.1,0.0,6.75,0,3,0,0.5,1.0,1,0.7,1.3,0.1,0.5,1.2,1.8,1.0,1.4,0.3,2.0,0.8,0.3,0,D,"Feb 23, 1993",30,Spain,€3.00m
52,Álex Remiro,68,Real Sociedad,28, GK  ,38,3420,0,0.0,30.7,68.8,0.0,7.7,0.0,6.71,0,1,0,0.0,0.2,0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,GK,"Mar 24, 1995",28,Spain,€25.00m
53,Martín Zubimendi,68,Real Sociedad,24, DMC  ,35(1),3102,3,0.6,50.0,85.6,0.1,2.3,0.1,6.71,1,12,0,0.4,1.6,1,0.3,0.9,0.0,0.5,0.6,1.6,1.0,1.4,0.1,1.4,0.6,0.5,0,DM,"Feb 2, 1999",24,Spain,€40.00m
54,Igor Zubeldia,68,Real Sociedad,26," D(C),DMC  ",29(2),2547,1,0.1,49.4,85.7,0.1,2.9,0.0,6.64,1,10,0,0.2,1.9,1,0.3,0.3,0.0,0.0,0.2,1.1,0.7,1.4,0.6,2.9,0.3,0.5,1,D,"Mar 30, 1997",26,Spain,€15.00m
55,Ander Barrenetxea,68,Real Sociedad,21, M(LR)  ,9(14),874,1,0.4,14.7,77.2,0.2,0.4,0.0,6.64,3,4,0,0.8,0.5,0,1.5,0.6,0.0,0.8,1.6,0.9,0.2,1.0,0.1,0.3,0.7,0.0,0,FW,"Dec 27, 2001",21,Spain,€6.00m
56,Aihen Muñoz,68,Real Sociedad,25, D(L)  ,20(3),1758,1,0.6,34.2,80.2,0.6,1.3,0.0,6.62,0,2,0,0.3,1.0,0,0.8,0.7,0.0,0.8,1.1,1.7,0.4,1.3,0.1,1.3,1.1,0.2,0,D,"Aug 16, 1997",25,Spain,€6.00m
57,Asier Illarramendi,68,Real Sociedad,33, M(C)  ,13(11),1077,0,0.4,26.0,86.2,0.0,0.7,0.0,6.54,1,5,0,0.5,0.7,0,0.3,0.5,0.0,0.3,0.6,1.5,0.8,1.0,0.0,0.7,1.2,0.3,0,DM,"Mar 8, 1990",33,Spain,€2.00m
58,Andoni Gorosabel,68,Real Sociedad,26, D(R)  ,19(8),1712,0,0.5,30.4,86.7,0.5,1.1,0.0,6.49,0,3,0,0.5,0.7,1,0.3,0.6,0.0,0.3,0.5,1.5,0.6,0.9,0.1,0.8,0.6,0.1,0,D,"Aug 4, 1996",26,Spain,€9.00m
59,Mohamed-Ali Cho,68,Real Sociedad,19, FW  ,5(14),580,2,0.4,7.1,73.9,0.5,0.1,0.0,6.47,1,1,0,1.2,0.3,1,0.8,0.6,0.2,0.5,1.5,0.7,0.1,0.6,0.0,0.1,0.3,0.0,0,FW,"Jan 19, 2004",19,France,€12.00m
60,Mikel Oyarzabal,68,Real Sociedad,26," AM(CLR),FW  ",14(9),1217,1,0.6,15.6,76.9,0.3,0.4,0.0,6.42,4,1,0,0.8,0.7,1,0.3,0.7,0.5,0.8,1.2,0.6,0.1,0.7,0.0,0.2,0.6,0.2,0,FW,"Apr 21, 1997",26,Spain,€40.00m
61,Aritz Elustondo,68,Real Sociedad,29, D(CR)  ,16(9),1450,1,0.2,27.4,82.6,0.1,1.3,0.0,6.41,0,5,1,0.3,0.7,0,0.2,0.4,0.0,0.3,0.5,1.0,0.8,0.8,0.4,1.6,0.5,0.2,0,D,"Mar 28, 1994",29,Spain,€14.00m
62,Carlos Fernández,68,Real Sociedad,27," AM(C),FW  ",8(16),626,0,0.3,6.1,65.3,0.0,0.0,0.0,6.25,1,6,0,0.9,1.0,0,0.5,0.6,0.4,0.5,0.8,0.3,0.0,0.7,0.0,0.2,0.6,0.0,0,FW,"May 22, 1996",27,Spain,€3.00m
63,Nico Williams,53,Athletic Bilbao,20, AM(LR)  ,32(4),2675,4,1.3,21.4,78.4,0.8,0.4,0.0,6.89,6,3,0,1.7,0.6,3,2.3,1.0,0.4,1.3,2.4,0.9,0.2,0.6,0.0,0.2,0.6,0.1,0,FW,"Jul 12, 2002",20,Spain,€30.00m
64,Iñaki Williams,53,Athletic Bilbao,29," AM(CLR),FW  ",34(2),2853,3,1.1,19.7,71.1,0.3,0.4,0.0,6.83,10,2,0,2.4,0.9,3,1.3,0.9,0.6,1.2,2.0,0.6,0.2,0.9,0.1,0.9,0.4,0.1,0,FW,"Jun 15, 1994",29,Ghana,€25.00m
65,Yuri Berchiche,53,Athletic Bilbao,33," D(L),M(L)  ",27(2),2408,1,0.7,42.8,84.1,0.5,2.6,0.0,6.79,1,7,1,1.0,1.8,1,0.4,1.1,0.2,0.5,0.8,1.9,1.4,1.1,0.4,1.7,0.9,0.4,0,D,"Feb 10, 1990",33,Spain,€2.00m
66,Yeray Álvarez,53,Athletic Bilbao,28, D(C)  ,27(1),2337,1,0.5,49.2,81.1,0.1,4.3,0.1,6.79,1,7,1,0.3,2.0,1,0.2,0.8,0.0,0.0,0.3,1.2,1.7,0.8,0.4,3.6,0.3,0.5,0,D,"Jan 24, 1995",28,Spain,€15.00m
67,Iker Muniain,53,Athletic Bilbao,30, AM(CLR)  ,19(11),1692,3,1.6,32.7,86.2,1.2,0.9,0.1,6.72,0,2,0,0.9,0.1,1,1.3,2.1,0.0,1.0,1.0,0.7,0.1,0.4,0.0,0.1,0.4,0.0,0,AM,"Dec 19, 1992",30,Spain,€9.00m
68,Oihan Sancet,53,Athletic Bilbao,23," M(C),FW  ",32(4),2555,2,1.2,26.3,83.0,0.1,0.6,0.1,6.72,10,6,1,1.6,0.7,1,1.3,1.5,0.1,1.7,2.3,0.8,0.1,1.1,0.0,0.3,0.7,0.0,0,AM,"Apr 25, 2000",23,Spain,€30.00m
69,Mikel Vesga,53,Athletic Bilbao,30, DMC  ,28(8),2576,3,0.6,41.4,84.2,0.1,2.8,0.0,6.63,3,5,0,0.8,1.8,0,0.3,0.6,0.0,0.4,1.1,1.6,1.0,1.2,0.0,1.0,1.2,0.2,1,DM,"Apr 8, 1993",30,Spain,€6.00m
70,Dani Vivian,53,Athletic Bilbao,23, D(C)  ,26(3),2374,0,0.2,49.1,81.5,0.0,4.1,0.0,6.59,1,8,1,0.4,1.4,0,0.1,0.7,0.1,0.5,0.7,2.0,0.8,1.3,0.7,3.0,0.3,0.5,0,D,"Jul 5, 1999",23,Spain,€14.00m
71,Gorka Guruzeta,53,Athletic Bilbao,26, FW  ,17(13),1421,1,0.5,12.8,73.4,0.0,0.6,0.0,6.52,6,2,0,1.7,1.0,2,0.3,0.5,0.5,0.7,1.3,0.8,0.1,0.9,0.0,0.2,0.4,0.1,0,FW,"Sep 12, 1996",26,Spain,€2.00m
72,Unai Simón,53,Athletic Bilbao,26, GK  ,31,2746,0,0.0,25.6,68.4,0.0,5.4,0.0,6.48,0,2,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0,GK,"Jun 11, 1997",26,Spain,€25.00m
73,Dani García,53,Athletic Bilbao,33, DMC  ,18(7),1492,2,0.4,28.5,79.9,0.1,1.6,0.0,6.47,0,6,0,0.4,0.8,0,0.1,0.6,0.0,0.2,0.2,1.8,0.8,1.4,0.0,0.8,0.7,0.2,0,M,"May 24, 1990",33,Spain,€2.00m
74,Raúl García,53,Athletic Bilbao,36," M(CLR),FW  ",6(29),948,3,0.2,8.5,64.5,0.1,0.4,0.0,6.34,2,4,0,1.5,1.2,0,0.2,0.5,0.2,0.2,0.4,0.3,0.2,0.4,0.0,0.2,0.3,0.0,0,FW,"Jul 11, 1986",36,Spain,€2.50m
75,Oier Zarraga,53,Athletic Bilbao,24," DMC,M(R)  ",6(20),841,0,0.5,13.3,82.1,0.3,0.3,0.0,6.21,0,5,0,0.7,0.3,0,0.2,0.5,0.0,0.3,0.2,0.5,0.4,0.7,0.0,0.2,0.5,0.0,0,M,"Jan 4, 1999",24,Spain,€3.00m
76,Aleix García,2783,Girona,25, DMC  ,26(4),2341,5,2.1,48.4,88.9,2.2,3.3,0.1,7.04,1,1,0,1.1,0.4,2,0.4,1.0,0.0,0.4,0.6,1.2,1.0,0.5,0.0,0.9,0.6,0.3,0,M,"Jun 28, 1997",26,Spain,€10.00m
77,Viktor Tsygankov,2783,Girona,25, AM(CLR)  ,17(2),1494,6,1.9,29.4,72.9,1.1,0.9,0.0,6.91,3,0,0,1.0,0.4,1,0.9,1.1,0.1,0.8,0.8,0.4,0.4,0.4,0.0,0.5,0.7,0.1,0,FW,"Nov 15, 1997",25,Ukraine,€22.00m
78,David López,2783,Girona,33," D(C),DMC  ",19(1),1658,1,0.4,59.9,90.1,0.0,3.0,0.0,6.75,3,5,0,0.6,1.5,2,0.3,0.8,0.2,0.1,0.4,1.6,0.7,0.8,0.4,3.2,0.4,1.0,0,D,"Oct 9, 1989",33,Spain,€2.00m
79,Arnau Martínez,2783,Girona,20, D(R)  ,32(1),2737,4,1.2,38.1,82.4,0.6,1.4,0.1,6.74,3,11,0,0.6,1.1,2,0.7,2.0,0.2,0.5,1.1,2.1,0.8,1.1,0.3,1.4,1.4,0.3,0,D,"Apr 25, 2003",20,Spain,€15.00m
80,Oriol Romeu,2783,Girona,31, DMC  ,33,2952,0,0.6,48.6,87.3,0.1,2.6,0.0,6.71,2,8,1,0.7,1.2,0,0.6,1.0,0.0,0.8,0.8,2.1,1.1,1.8,0.1,1.5,0.8,0.3,0,DM,"Sep 24, 1991",31,Spain,€5.00m
81,Paulo Gazzaniga,2783,Girona,31, GK  ,28,2520,0,0.0,33.0,69.9,0.0,6.3,0.0,6.69,0,4,0,0.0,0.2,3,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,GK,"Jan 2, 1992",31,Argentina,€3.00m
82,Rodrigo Riquelme,2783,Girona,23, AM(CL)  ,25(9),2188,4,1.0,18.4,75.9,0.5,0.5,0.0,6.63,4,1,0,1.6,0.3,2,1.7,1.1,0.1,0.9,1.8,0.6,0.3,0.8,0.0,0.1,0.8,0.0,0,FW,"Apr 2, 2000",23,Spain,€12.00m
83,Santiago Bueno,2783,Girona,24, D(C)  ,34,3012,1,0.3,52.9,86.6,0.1,3.3,0.0,6.58,0,5,1,0.4,2.2,0,0.1,1.0,0.1,0.0,0.2,1.9,0.9,1.1,0.4,3.0,0.4,0.6,0,D,"Nov 9, 1998",24,Uruguay,€8.00m
84,Miguel Gutiérrez,2783,Girona,21, D(L)  ,27(7),2400,3,0.6,31.3,85.8,0.7,0.9,0.0,6.57,2,6,0,0.5,0.3,0,1.0,0.7,0.1,0.7,1.1,1.2,0.5,0.7,0.1,1.0,0.4,0.1,0,D,"Jul 27, 2001",21,Spain,€10.00m
85,Iván Martín,2783,Girona,24, M(C)  ,18(6),1592,3,0.7,26.9,85.1,0.3,0.5,0.0,6.55,3,2,0,0.8,0.5,0,1.1,0.5,0.1,1.5,1.3,0.4,0.4,0.8,0.0,0.5,0.6,0.0,0,AM,"Feb 14, 1999",24,Spain,€3.00m
