,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
19,Ihlas Bebou,1211,Hoffenheim,29," M(CLR),FW  ",17(2),1423,0,0.8,17.6,68.3,0.0,0.5,0.0,6.83,7,2,0,1.5,1.5,3,1.4,0.5,0.4,0.9,3.2,1.0,0.4,1.2,0.0,0.8,0.3,0.1,0,FW,"Apr 23, 1994",29,Togo,€7.00m
20,Angeliño,1211,Hoffenheim,26," D(L),M(L)  ",30(3),2622,9,1.5,32.5,68.2,1.6,2.4,0.0,6.73,0,2,0,0.6,0.5,1,0.4,0.9,0.2,0.5,0.8,1.2,0.8,0.4,0.1,1.6,0.4,0.2,0,D,"Jan 4, 1997",26,Spain,€12.00m
21,Kevin Akpoguma,1211,Hoffenheim,28," D(CR),M(R)  ",21(7),1952,0,0.2,35.3,79.8,0.1,1.9,0.0,6.7,0,11,0,0.3,2.0,0,0.3,0.7,0.0,0.3,0.6,2.7,0.9,1.2,0.4,2.2,0.5,0.6,0,D,"Apr 19, 1995",28,Nigeria,€3.50m
22,Oliver Baumann,1211,Hoffenheim,33, GK  ,34,3060,0,0.0,36.6,72.3,0.0,7.4,0.0,6.7,0,2,0,0.0,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,GK,"Jun 2, 1990",33,Germany,€4.00m
23,Ozan Kabak,1211,Hoffenheim,23, D(C)  ,28(2),2395,2,0.1,42.1,83.4,0.0,2.0,0.0,6.68,2,8,2,0.8,2.7,1,0.5,0.5,0.0,0.2,0.8,1.7,1.5,1.8,0.4,2.7,0.4,0.8,1,D,"Mar 25, 2000",23,Türkiye,€10.00m
24,Andrej Kramaric,1211,Hoffenheim,32," AM(CLR),FW  ",26(6),2394,3,1.1,28.9,82.8,0.3,1.5,0.0,6.65,12,3,0,2.0,0.3,2,0.9,1.1,0.3,1.0,1.9,0.2,0.2,0.3,0.0,0.3,0.3,0.1,0,FW,"Jun 19, 1991",32,Croatia,€8.00m
25,Dennis Geiger,1211,Hoffenheim,25, M(C)  ,27,1973,3,1.3,29.5,84.8,0.7,1.9,0.0,6.61,1,9,0,0.2,0.3,1,0.3,0.8,0.0,0.3,0.8,1.7,0.9,1.6,0.0,0.6,0.5,0.1,0,M,"Jun 10, 1998",25,Germany,€8.00m
26,Grischa Prömel,1211,Hoffenheim,28, M(C)  ,17(1),1458,1,0.4,25.4,77.9,0.1,0.9,0.0,6.58,1,4,0,1.3,1.2,0,0.3,2.0,0.1,0.7,1.3,1.5,0.4,1.8,0.1,1.2,0.9,0.2,0,M,"Jan 9, 1995",28,Germany,€7.00m
27,Robert Skov,1211,Hoffenheim,27," D(L),M(LR)  ",16(7),1356,2,0.9,22.0,71.6,0.8,1.3,0.0,6.57,3,1,0,1.8,0.7,1,0.3,0.9,0.0,0.5,0.9,1.0,0.3,0.7,0.0,0.8,0.7,0.3,0,M,"May 20, 1996",27,Denmark,€6.50m
28,Munas Dabbur,1211,Hoffenheim,31," AM(C),FW  ",8(13),934,2,0.8,13.2,72.2,0.0,0.2,0.0,6.53,6,3,1,1.0,0.3,0,0.6,0.8,0.5,1.0,1.3,0.5,0.2,0.6,0.0,0.0,0.3,0.0,0,FW,"May 14, 1992",31,Israel,€3.00m
29,Kevin Vogt,1211,Hoffenheim,31," D(CR),M(C)  ",22,1781,0,0.2,54.2,86.3,0.1,4.7,0.0,6.43,0,8,0,0.0,0.5,0,0.1,0.5,0.0,0.1,0.5,0.7,1.2,1.0,0.8,3.0,0.6,0.5,0,D,"Sep 23, 1991",31,Germany,€2.50m
30,Stanley Nsoki,1211,Hoffenheim,24, D(CL)  ,14(5),1288,0,0.2,41.0,81.8,0.0,2.1,0.0,6.38,1,2,1,0.3,1.2,0,0.6,0.4,0.0,0.2,0.7,1.2,1.3,0.7,0.4,1.7,0.5,0.3,0,D,"Apr 9, 1999",24,France,€5.50m
31,Angelo Stiller,1211,Hoffenheim,22, DMC  ,7(14),700,1,0.1,16.8,78.1,0.0,0.8,0.0,6.37,1,1,0,0.3,0.8,0,0.1,0.1,0.0,0.5,0.7,1.2,0.5,0.5,0.0,0.6,0.2,0.1,0,DM,"Apr 4, 2001",22,Germany,€5.00m
32,Sebastian Rudy,1211,Hoffenheim,33," D(R),M(CR)  ",6(16),790,1,0.6,18.1,78.9,0.7,0.9,0.0,6.34,0,3,0,0.2,0.3,0,0.0,0.4,0.0,0.4,0.5,1.2,0.5,1.0,0.0,0.5,0.6,0.3,0,DM,"Feb 28, 1990",33,Germany,€1.00m
33,Anton Stach,219,Mainz,24, M(C)  ,22(8),2078,4,1.0,27.5,72.2,0.6,1.0,0.2,6.85,1,4,0,1.2,2.4,1,0.8,1.3,0.1,0.5,1.5,0.9,1.4,0.9,0.0,0.8,0.7,0.1,0,M,"Nov 15, 1998",24,Germany,€15.00m
34,Karim Onisiwo,219,Mainz,31," AM(CLR),FW  ",28(3),2549,2,1.1,17.5,60.1,0.4,0.2,0.1,6.82,10,4,0,2.2,1.8,2,1.2,1.1,0.7,1.6,3.6,0.6,0.1,1.6,0.0,0.2,0.5,0.0,0,FW,"Mar 17, 1992",31,Austria,€3.50m
35,Stefan Bell,219,Mainz,31, D(CR)  ,26(4),2395,0,0.3,40.8,77.0,0.0,3.3,0.0,6.76,0,9,0,0.2,3.4,1,0.2,0.4,0.1,0.1,0.4,1.4,1.5,1.6,0.3,4.4,0.7,0.5,0,D,"Aug 24, 1991",31,Germany,€2.00m
36,Leandro Barreiro,219,Mainz,23, DMC  ,25(6),2144,3,0.5,17.7,69.0,0.0,0.4,0.0,6.75,4,5,0,1.0,1.3,2,0.2,1.1,0.1,0.4,1.3,1.9,1.3,1.5,0.0,1.1,0.9,0.4,0,M,"Jan 3, 2000",23,Luxembourg,€14.00m
37,Anthony Caci,219,Mainz,25," D(CLR),M(L)  ",23(8),2036,1,0.7,29.4,74.2,0.8,3.2,0.0,6.69,2,4,0,0.3,0.7,0,0.3,0.3,0.0,0.3,0.5,1.9,1.7,0.6,0.1,1.2,0.5,0.1,0,D,"Jul 1, 1997",25,France,€8.50m
38,Aarón Martín,219,Mainz,26," D(L),M(L)  ",20(8),1848,3,1.0,24.4,80.5,1.3,1.3,0.0,6.66,5,3,0,0.7,0.0,1,0.4,0.4,0.1,0.5,0.5,1.5,0.5,1.0,0.1,1.0,0.7,0.0,0,D,"Apr 22, 1997",26,Spain,€7.00m
39,Robin Zentner,219,Mainz,28, GK  ,26,2340,0,0.0,27.7,55.0,0.0,6.8,0.0,6.65,0,1,0,0.0,0.7,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0,GK,"Oct 28, 1994",28,Germany,€5.00m
40,Dominik Kohr,219,Mainz,29, DMC  ,27(3),2296,0,0.5,38.9,73.6,0.0,2.0,0.1,6.62,3,11,0,1.3,1.2,0,0.3,1.2,0.0,0.3,0.6,2.0,1.1,1.5,0.0,0.8,1.1,0.3,0,DM,"Jan 31, 1994",29,Germany,€3.50m
41,Edimilson Fernandes,219,Mainz,27," D(C),M(CR)  ",28(4),2445,3,0.5,33.2,73.4,0.6,3.5,0.0,6.6,0,4,0,0.5,1.2,0,0.5,0.4,0.0,0.4,0.5,1.1,1.7,0.9,0.3,2.6,0.5,0.5,0,D,"Apr 15, 1996",27,Switzerland,€5.50m
42,Silvan Widmer,219,Mainz,30," D(CR),M(R)  ",19(7),1690,2,0.6,23.9,72.2,0.2,0.9,0.0,6.52,2,0,0,0.7,0.7,0,0.3,0.6,0.1,0.5,0.8,1.0,1.2,0.4,0.1,0.9,0.7,0.3,0,D,"Mar 5, 1993",30,Switzerland,€3.50m
43,Marcus Ingvartsen,219,Mainz,27," AM(CR),FW  ",16(12),1318,0,0.2,12.2,67.2,0.0,0.1,0.0,6.42,10,2,0,1.3,1.1,0,0.4,0.8,0.3,0.7,1.9,0.1,0.1,1.2,0.0,0.4,0.3,0.0,0,FW,"Jan 4, 1996",27,Denmark,€5.50m
44,Alexander Hack,219,Mainz,29, D(C)  ,14(5),1134,0,0.2,30.4,74.0,0.1,3.6,0.0,6.41,0,2,1,0.2,1.7,0,0.1,0.6,0.1,0.1,0.2,1.6,1.3,1.3,0.3,2.2,0.7,0.3,0,D,"Sep 8, 1993",29,Germany,€2.50m
45,Danny da Costa,219,Mainz,29," D(R),M(R)  ",14(9),1238,2,0.5,17.8,64.3,0.3,0.6,0.0,6.39,0,0,0,0.3,0.8,0,0.5,0.1,0.2,0.5,1.1,0.9,0.4,0.3,0.1,0.9,0.3,0.1,0,D,"Jul 13, 1993",29,Germany,€1.80m
46,Aymen Barkok,219,Mainz,25, AM(CR)  ,3(20),571,1,0.3,10.5,71.9,0.1,0.3,0.1,6.27,0,1,0,0.5,0.7,0,0.4,0.2,0.0,0.4,0.7,0.8,0.1,0.7,0.0,0.3,0.2,0.0,0,AM,"May 21, 1998",25,Morocco,€2.00m
47,Lucas Tousart,47,Hertha Berlin,26, DMC  ,33,2948,2,0.5,25.8,61.7,0.1,0.8,0.0,6.87,5,1,0,1.3,2.8,3,0.7,1.3,0.0,0.8,1.5,2.2,1.5,1.1,0.1,2.0,1.0,0.2,0,DM,"Apr 29, 1997",26,France,€9.00m
48,Marc Oliver Kempf,47,Hertha Berlin,28, D(C)  ,31,2713,0,0.3,41.8,78.0,0.0,2.2,0.1,6.87,1,5,0,0.5,4.3,1,0.4,0.8,0.0,0.2,0.5,1.4,1.6,0.9,0.9,4.5,0.2,1.0,0,D,"Jan 28, 1995",28,Germany,€3.50m
49,Dodi Lukébakio,47,Hertha Berlin,25," AM(CLR),FW  ",27(5),2407,3,0.9,17.0,73.9,0.5,0.9,0.0,6.85,11,8,0,2.0,0.5,3,2.1,1.8,0.5,1.5,2.6,0.6,0.4,1.0,0.0,0.5,0.7,0.2,0,FW,"Sep 24, 1997",25,Belgium,€12.00m
50,Marco Richter,47,Hertha Berlin,25," M(CLR),FW  ",21(8),1844,5,0.7,20.0,67.3,0.5,1.2,0.0,6.7,6,8,0,1.7,0.4,2,1.2,1.1,0.2,1.2,2.0,1.5,0.8,1.2,0.0,0.6,1.0,0.1,0,AM,"Nov 24, 1997",25,Germany,€5.00m
51,Suat Serdar,47,Hertha Berlin,26, M(CLR)  ,24(8),2034,2,0.6,19.0,70.6,0.1,1.0,0.0,6.66,4,7,0,0.7,0.9,1,1.1,1.0,0.0,1.0,1.1,1.6,0.9,1.0,0.0,0.7,0.7,0.4,0,M,"Apr 11, 1997",26,Germany,€4.50m
52,Chidera Ejuke,47,Hertha Berlin,25," AM(CLR),FW  ",9(11),885,3,0.5,13.5,81.5,0.2,0.6,0.1,6.58,0,0,0,1.2,0.3,0,2.4,0.5,0.1,1.0,1.6,0.3,0.2,0.1,0.0,0.1,0.2,0.0,0,FW,"Jan 2, 1998",25,Nigeria,€5.50m
53,Jonjoe Kenny,47,Hertha Berlin,26," D(LR),M(R)  ",25(4),2243,1,0.6,31.4,74.9,0.4,2.3,0.0,6.55,0,3,0,0.2,0.9,0,0.4,0.2,0.0,0.3,0.9,1.6,1.6,1.0,0.3,2.1,0.6,0.3,0,D,"Mar 15, 1997",26,England,€3.00m
54,Marvin Plattenhardt,47,Hertha Berlin,31," D(L),M(L)  ",29(2),2408,2,1.0,25.4,74.7,1.1,1.3,0.0,6.45,0,3,0,0.3,0.6,1,0.1,1.0,0.0,0.2,0.5,1.4,0.5,0.7,0.1,2.1,0.6,0.4,0,D,"Jan 26, 1992",31,Germany,€1.00m
55,Wilfried Kanga,47,Hertha Berlin,25, FW  ,15(8),1421,0,0.9,10.5,62.8,0.1,0.1,0.0,6.42,2,3,0,1.1,2.3,0,0.3,0.5,0.5,0.8,1.7,0.2,0.1,0.8,0.0,0.5,0.1,0.1,0,FW,"Feb 21, 1998",25,Cote d'Ivoire,€3.00m
56,Filip Uremovic,47,Hertha Berlin,26, D(CR)  ,21(1),1733,0,0.2,28.7,79.4,0.0,0.9,0.0,6.39,0,6,1,0.4,2.5,1,0.1,0.5,0.0,0.2,0.5,1.7,1.6,1.2,0.6,3.9,0.4,0.6,0,D,"Feb 11, 1997",26,Croatia,€2.00m
57,Oliver Christensen,47,Hertha Berlin,24, GK  ,33,2970,0,0.0,31.7,58.8,0.0,7.2,0.0,6.39,0,2,0,0.0,0.2,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0,GK,"Mar 22, 1999",24,Denmark,€4.00m
58,Jessic Ngankam,47,Hertha Berlin,22, FW  ,8(10),825,0,0.3,6.1,62.7,0.0,0.2,0.0,6.33,4,5,0,1.1,0.8,0,0.6,0.7,0.1,1.0,1.4,0.8,0.1,1.1,0.0,0.2,0.4,0.1,0,FW,"Jul 20, 2000",22,Germany,€5.00m
59,Jean-Paul Boëtius,47,Hertha Berlin,29," AM(CL),FW  ",10(11),1046,0,0.6,19.6,73.2,0.1,1.3,0.0,6.32,0,3,0,0.2,0.2,0,0.3,1.2,0.0,0.6,1.0,1.4,0.7,0.7,0.0,0.4,0.8,0.2,0,AM,"Mar 22, 1994",29,Netherlands,€1.50m
60,Ivan Sunjic,47,Hertha Berlin,26, DMC  ,12(6),993,0,0.2,20.0,75.0,0.0,1.0,0.1,6.32,0,4,0,0.3,0.4,1,0.0,0.5,0.1,0.3,0.4,2.1,0.7,0.9,0.0,1.0,0.4,0.3,0,DM,"Oct 9, 1996",26,Croatia,€1.50m
61,Agustín Rogel,47,Hertha Berlin,25, D(C)  ,14(6),1423,1,0.1,28.4,74.8,0.0,1.9,0.0,6.25,0,7,0,0.3,2.5,0,0.0,0.3,0.1,0.0,0.6,0.9,0.6,1.1,0.5,3.7,0.3,0.4,0,D,"Oct 17, 1997",25,Uruguay,€1.50m
62,Philipp Hofmann,109,Bochum,30, FW  ,31(3),2643,2,0.8,21.6,58.9,0.0,0.3,0.0,7.0,8,5,0,1.5,6.3,3,0.3,1.2,0.5,1.1,1.5,0.5,0.2,1.4,0.0,1.4,0.2,0.2,0,FW,"Mar 30, 1993",30,Germany,€2.80m
63,Kevin Stöger,109,Bochum,29, M(CL)  ,29(3),2610,3,2.1,44.3,74.2,1.3,3.0,0.2,6.84,5,3,0,1.5,0.3,2,0.7,1.7,0.0,1.1,1.3,2.6,0.8,1.3,0.1,0.6,2.0,0.1,0,AM,"Aug 27, 1993",29,Austria,€3.00m
64,Ivan Ordets,109,Bochum,30, D(C)  ,28(2),2450,0,0.3,33.1,72.9,0.0,2.1,0.0,6.72,0,4,0,0.6,4.6,0,0.1,0.8,0.1,0.1,0.3,1.0,1.9,1.1,0.5,4.5,0.4,0.6,0,D,"Jul 8, 1992",30,Ukraine,€3.00m
65,Anthony Losilla,109,Bochum,37," D(C),DMC  ",31,2725,2,0.5,30.6,68.3,0.1,1.2,0.0,6.7,2,6,1,0.9,3.0,1,0.3,0.5,0.1,0.3,0.8,2.5,1.2,1.5,0.0,2.1,1.3,0.4,0,DM,"Mar 10, 1986",37,France,€500k
66,Manuel Riemann,109,Bochum,34, GK  ,34,3060,0,0.1,49.0,58.9,0.0,18.4,0.0,6.63,0,3,0,0.0,0.3,3,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.1,0.1,0.0,1,GK,"Sep 9, 1988",34,Germany,€1.00m
67,Christopher Antwi-Adjei,109,Bochum,29, AM(CLR)  ,22(7),1990,6,1.1,16.0,71.2,0.6,0.4,0.0,6.6,3,2,0,1.0,0.6,1,1.1,1.4,0.5,1.1,3.1,0.8,0.2,0.8,0.0,0.3,0.7,0.0,0,FW,"Feb 7, 1994",29,Ghana,€2.20m
68,Philipp Förster,109,Bochum,28," M(CLR),FW  ",15(10),1313,7,1.1,18.2,78.9,1.0,0.8,0.1,6.6,3,4,0,0.7,0.3,1,0.2,0.5,0.0,0.6,0.9,1.2,0.2,1.1,0.0,0.2,1.1,0.0,0,AM,"Feb 4, 1995",28,Germany,€2.80m
69,Danilo Soares,109,Bochum,31," D(L),M(L)  ",23,1777,0,0.5,34.4,74.1,0.3,2.3,0.0,6.55,0,6,0,0.1,1.0,0,0.3,1.0,0.0,0.6,0.7,3.1,1.3,1.2,0.2,2.3,1.3,0.3,0,D,"Oct 29, 1991",31,Brazil,€1.80m
70,Erhan Masovic,109,Bochum,24," D(C),DMC  ",23(6),2174,0,0.3,28.1,81.0,0.0,1.6,0.0,6.54,4,3,0,0.6,1.6,1,0.1,0.2,0.0,0.1,0.3,1.7,0.9,0.8,0.3,2.7,0.7,0.5,1,D,"Nov 22, 1998",24,Serbia,€8.00m
71,Konstantinos Stafylidis,109,Bochum,29," D(LR),DMC,M(L)  ",11(8),1043,2,0.4,18.3,72.3,0.5,1.5,0.0,6.52,0,4,0,0.7,0.8,0,0.4,0.8,0.0,0.2,0.6,1.4,1.1,0.8,0.1,1.4,0.7,0.4,0,D,"Dec 2, 1993",29,Greece,€1.20m
72,Takuma Asano,109,Bochum,28," AM(CLR),FW  ",21(4),1730,2,0.9,12.4,72.9,0.4,0.1,0.0,6.42,3,1,0,2.1,0.8,0,0.5,1.0,0.3,1.2,2.5,0.6,0.3,0.4,0.0,0.3,0.4,0.0,0,FW,"Nov 10, 1994",28,Japan,€4.00m
73,Cristian Gamboa,109,Bochum,33," D(R),M(R)  ",17(2),1485,0,0.5,27.9,68.4,0.6,3.3,0.0,6.34,0,2,0,0.4,0.7,0,0.3,0.3,0.1,0.2,0.5,2.2,0.8,0.7,0.2,1.6,0.5,0.4,1,D,"Oct 24, 1989",33,Costa Rica,€600k
74,Gerrit Holtmann,109,Bochum,28," D(L),M(LR)  ",8(15),934,1,0.4,9.2,68.2,0.2,0.1,0.0,6.33,1,0,0,1.3,0.6,0,0.7,0.3,0.1,0.7,1.3,0.6,0.1,0.3,0.0,0.1,0.4,0.0,0,FW,"Mar 25, 1995",28,Philippines,€2.50m
75,Jordi Osei-Tutu,109,Bochum,24," D(R),M(LR)  ",8(12),750,0,0.3,8.3,71.1,0.2,0.3,0.0,6.27,0,3,0,0.6,0.4,0,0.5,1.2,0.2,0.6,1.3,1.2,0.5,0.4,0.1,0.4,0.6,0.3,0,D,"Oct 2, 1998",24,England,€1.20m
76,Patrick Osterhage,109,Bochum,23, DMC  ,11(12),1024,0,0.2,13.9,71.5,0.2,0.2,0.0,6.23,0,3,0,0.3,0.5,0,0.2,0.4,0.0,0.5,0.7,0.9,0.5,0.8,0.0,1.0,0.2,0.3,0,M,"Feb 1, 2000",23,Germany,€4.00m
77,Simon Zoller,109,Bochum,32," AM(LR),FW  ",19(8),1463,2,0.3,11.4,65.3,0.0,0.5,0.0,6.23,3,5,0,1.1,0.6,1,0.1,0.3,0.3,0.2,0.7,0.4,0.2,0.8,0.0,0.7,0.3,0.0,0,FW,"Jun 26, 1991",32,Germany,€1.10m
78,Saidy Janko,109,Bochum,27," D(R),M(R)  ",12(8),1132,0,0.1,16.5,73.0,0.1,1.0,0.0,6.21,0,1,0,0.1,0.5,0,0.7,0.4,0.0,0.5,0.9,1.2,0.6,1.0,0.0,1.6,0.4,0.5,0,D,"Oct 22, 1995",27,The Gambia,€1.00m
79,Danilho Doekhi,796,Union Berlin,24, D(C)  ,25,2218,1,0.3,37.7,80.0,0.0,2.0,0.0,6.99,5,0,0,0.7,2.4,4,0.1,0.6,0.0,0.1,0.3,1.5,1.2,0.8,0.2,3.6,0.5,0.5,0,D,"Jun 30, 1998",25,Netherlands,€17.00m
80,Sheraldo Becker,796,Union Berlin,28," AM(CLR),FW  ",33(1),2582,7,1.3,14.7,68.9,1.0,0.6,0.0,6.91,11,4,0,2.0,0.5,3,0.8,0.8,0.7,1.0,1.8,0.4,0.1,0.9,0.0,0.2,0.3,0.0,0,FW,"Feb 9, 1995",28,Suriname,€17.00m
81,Robin Knoche,796,Union Berlin,31, D(C)  ,32,2874,3,0.2,50.9,81.3,0.2,4.6,0.0,6.87,2,4,0,0.3,1.8,1,0.3,0.7,0.0,0.2,0.5,1.4,1.2,0.4,0.4,4.3,0.7,0.6,0,D,"May 22, 1992",31,Germany,€5.00m
82,Kevin Behrens,796,Union Berlin,32, FW  ,17(16),1536,1,0.6,14.2,59.6,0.1,0.3,0.1,6.83,8,6,0,1.1,5.4,4,0.4,0.8,0.4,0.6,1.4,0.3,0.2,1.1,0.0,0.7,0.4,0.1,0,FW,"Feb 3, 1991",32,Germany,€2.00m
83,Christopher Trimmel,796,Union Berlin,36," D(CR),M(R)  ",20(5),1811,6,1.4,25.3,66.8,1.7,1.2,0.0,6.77,0,1,0,0.6,0.9,0,0.3,0.3,0.0,0.3,0.5,1.2,1.0,0.7,0.1,1.8,0.4,0.0,0,D,"Feb 24, 1987",36,Austria,€800k
84,Rani Khedira,796,Union Berlin,29," D(C),DMC  ",33,2887,0,0.2,31.1,75.4,0.2,1.4,0.0,6.66,2,8,0,0.7,1.3,1,0.3,0.4,0.0,0.5,0.8,1.8,1.2,1.6,0.0,0.9,0.8,0.3,0,DM,"Jan 27, 1994",29,Germany,€10.00m
