,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Position,Date of Birth,Age,Nationality,Market Value
53,Lewis Ferguson,71,Bologna,23, M(C)  ,27(5),2324,0,0.5,37.2,86.1,0.1,0.5,0.0,6.73,7,4,0,1.3,0.9,2,0.3,1.3,0.2,0.5,1.0,1.4,0.6,1.6,0.0,0.8,0.6,0.2,0,AM,"Aug 24, 1999",23,Scotland,€12.00m
54,Marko Arnautovic,71,Bologna,34," AM(CLR),FW  ",18(3),1540,0,1.0,21.3,72.3,0.0,0.5,0.0,6.7,10,5,0,1.5,0.5,1,0.6,1.0,0.5,0.9,2.0,0.4,0.1,1.0,0.0,0.5,0.2,0.0,0,FW,"Apr 19, 1989",34,Austria,€5.00m
55,Jerdy Schouten,71,Bologna,26, DMC  ,29(4),2516,2,0.6,45.2,87.1,0.0,1.4,0.0,6.7,0,3,0,0.2,0.8,0,0.8,0.9,0.1,0.8,1.3,1.9,1.2,0.8,0.0,1.2,0.7,0.5,1,DM,"Jan 12, 1997",26,Netherlands,€12.00m
56,Nikola Moro,71,Bologna,25, DMC  ,12(14),1224,5,0.7,29.9,81.6,0.1,2.0,0.2,6.64,1,1,0,0.8,0.8,0,0.7,0.4,0.0,0.3,0.5,1.2,0.3,0.6,0.0,0.7,0.8,0.1,0,DM,"Mar 12, 1998",25,Croatia,€6.50m
57,Musa Barrow,71,Bologna,24," AM(CL),FW  ",26(6),1971,8,1.3,21.2,79.8,0.9,0.9,0.0,6.62,3,3,0,2.0,0.4,0,0.8,0.6,0.2,1.0,1.6,0.7,0.0,0.6,0.0,0.2,0.2,0.0,0,FW,"Nov 14, 1998",24,The Gambia,€11.00m
58,Jhon Lucumí,71,Bologna,25, D(C)  ,33,2902,1,0.3,58.9,88.8,0.0,3.9,0.0,6.6,0,8,0,0.3,1.2,0,0.1,0.5,0.0,0.2,0.6,1.6,1.1,0.9,0.4,2.8,0.6,0.8,1,D,"Jun 26, 1998",25,Colombia,€12.00m
59,Andrea Cambiaso,71,Bologna,23," D(LR),M(L)  ",25(7),2172,3,0.9,39.1,85.7,0.3,1.3,0.0,6.59,0,2,0,0.5,0.1,1,1.0,0.9,0.2,0.6,1.3,1.8,0.8,0.8,0.1,0.8,1.2,0.1,0,D,"Feb 20, 2000",23,Italy,€8.00m
60,Charalampos Lykogiannis,71,Bologna,29," D(CL),M(L)  ",11(10),1105,0,0.9,26.4,75.3,0.8,1.3,0.0,6.53,2,3,0,0.9,0.9,0,0.2,0.5,0.0,0.0,0.5,0.8,0.7,0.7,0.2,1.1,0.4,0.2,0,D,"Oct 22, 1993",29,Greece,€1.00m
61,Adama Soumaoro,71,Bologna,31, D(CR)  ,22(1),1873,0,0.0,46.4,93.3,0.0,1.7,0.0,6.49,0,3,1,0.1,1.3,0,0.1,0.5,0.0,0.0,0.3,1.1,0.7,0.9,0.5,3.1,0.1,0.6,0,D,"Jun 18, 1992",31,France,€3.00m
62,Roberto Soriano,71,Bologna,32, AM(CLR)  ,15(12),1326,3,0.7,21.8,81.1,0.1,0.7,0.1,6.48,1,1,0,0.5,0.4,0,0.2,1.2,0.1,0.6,0.8,1.1,0.2,0.7,0.0,0.5,0.5,0.1,0,AM,"Feb 8, 1991",32,Italy,€2.50m
63,Joshua Zirkzee,71,Bologna,22, FW  ,5(14),809,2,0.8,13.3,77.9,0.0,0.1,0.1,6.44,2,2,0,1.5,0.6,0,0.8,0.5,0.1,1.3,1.9,0.2,0.2,0.4,0.0,0.2,0.3,0.1,0,FW,"May 22, 2001",22,Netherlands,€9.00m
64,Gary Medel,71,Bologna,35," D(C),DMC  ",17(12),1477,1,0.2,37.8,89.8,0.0,2.3,0.0,6.39,0,5,0,0.1,0.5,0,0.1,0.6,0.0,0.1,0.2,0.9,1.0,0.7,0.0,1.1,0.3,0.3,0,D,"Aug 3, 1987",35,Chile,€800k
65,Michel Aebischer,71,Bologna,26, M(CR)  ,18(14),1541,0,0.5,19.9,84.9,0.1,0.6,0.0,6.18,1,4,0,0.5,0.3,0,0.2,0.7,0.2,0.5,0.9,0.4,0.2,0.7,0.0,0.3,0.5,0.1,0,M,"Jan 6, 1997",26,Switzerland,€4.00m
66,Mattia Zaccagni,77,Lazio,28," AM(CL),FW  ",33(2),2783,6,1.0,27.9,84.5,0.2,0.4,0.0,7.16,10,9,0,1.6,0.4,5,1.7,3.3,0.1,1.0,1.4,1.2,0.6,1.5,0.0,0.2,0.7,0.1,0,FW,"Jun 16, 1995",28,Italy,€30.00m
67,Felipe Anderson,77,Lazio,30," M(CLR),FW  ",35(3),2969,2,1.2,35.1,79.8,0.2,0.8,0.0,7.09,9,3,0,1.1,0.4,4,1.4,0.9,0.2,1.2,2.2,2.1,0.8,1.1,0.0,0.6,1.4,0.2,0,FW,"Apr 15, 1993",30,Brazil,€15.00m
68,Luis Alberto,77,Lazio,30," AM(CL),FW  ",27(8),2444,7,1.9,52.1,87.6,1.0,1.7,0.3,6.98,6,4,0,1.3,0.2,3,0.5,0.4,0.1,0.9,0.9,1.4,0.3,0.4,0.0,0.1,1.4,0.2,0,M,"Sep 28, 1992",30,Spain,€18.00m
69,Ivan Provedel,77,Lazio,29, GK  ,37(1),3412,0,0.0,30.3,78.1,0.0,7.9,0.0,6.89,0,1,0,0.0,0.2,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,GK,"Mar 17, 1994",29,Italy,€12.00m
70,Ciro Immobile,77,Lazio,33, FW  ,27(4),2228,5,0.8,19.7,75.9,0.0,0.4,0.1,6.87,12,3,0,2.5,0.5,4,0.6,0.8,0.7,0.7,2.0,0.4,0.0,0.7,0.0,0.4,0.1,0.1,0,FW,"Feb 20, 1990",33,Italy,€15.00m
71,Alessio Romagnoli,77,Lazio,28, D(CL)  ,33(1),2925,0,0.1,54.3,90.5,0.0,3.2,0.0,6.86,2,6,0,0.4,2.3,1,0.0,0.6,0.0,0.1,0.3,1.0,1.1,1.0,0.3,3.1,0.3,0.8,0,D,"Jan 12, 1995",28,Italy,€18.00m
72,Nicolò Casale,77,Lazio,25, D(C)  ,27(2),2437,1,0.1,55.6,92.0,0.0,2.9,0.0,6.69,1,6,0,0.3,1.6,0,0.0,0.2,0.0,0.0,0.2,1.4,0.6,0.8,0.5,2.3,0.4,0.6,0,D,"Feb 14, 1998",25,Italy,€22.00m
73,Adam Marusic,77,Lazio,30," D(CLR),M(LR)  ",31(2),2767,2,0.3,48.0,87.6,0.2,1.9,0.0,6.68,0,8,1,0.5,0.9,0,0.3,0.4,0.0,0.4,0.4,1.2,1.2,0.7,0.4,1.6,0.4,0.2,0,D,"Oct 17, 1992",30,Montenegro,€8.00m
74,Pedro,77,Lazio,35," M(CLR),FW  ",17(19),1896,3,0.6,25.0,84.3,0.2,0.6,0.0,6.63,4,1,0,1.2,0.0,1,0.9,0.8,0.1,0.8,1.3,1.0,0.2,0.7,0.0,0.1,0.5,0.1,0,FW,"Jul 28, 1987",35,Spain,€1.50m
75,Danilo Cataldi,77,Lazio,28, M(C)  ,26(3),1942,1,0.6,43.9,88.6,0.5,1.9,0.1,6.6,0,5,0,0.2,0.1,0,0.2,0.7,0.0,0.3,0.2,0.9,0.8,0.4,0.0,1.1,0.9,0.3,0,DM,"Aug 6, 1994",28,Italy,€10.00m
76,Manuel Lazzari,77,Lazio,29," D(R),M(R)  ",23(6),1888,0,0.3,33.4,89.5,0.3,0.9,0.0,6.56,0,9,0,0.2,0.3,0,0.6,1.3,0.0,0.1,0.9,1.1,0.6,0.5,0.2,1.0,0.5,0.2,1,M,"Nov 29, 1993",29,Italy,€7.50m
77,Matías Vecino,77,Lazio,31, M(C)  ,17(15),1685,0,0.3,30.2,85.9,0.0,0.8,0.0,6.54,2,6,0,0.8,1.0,1,0.1,0.3,0.1,0.1,0.6,1.5,0.5,0.8,0.0,1.2,0.8,0.3,0,M,"Aug 24, 1991",31,Uruguay,€4.50m
78,Elseid Hysaj,77,Lazio,29," D(LR),M(R)  ",22(12),1992,1,0.4,35.7,85.4,0.2,1.3,0.1,6.53,1,3,0,0.1,0.7,0,0.2,0.4,0.1,0.4,0.6,1.1,0.6,0.6,0.1,0.9,0.5,0.2,0,D,"Feb 2, 1994",29,Albania,€5.00m
79,Matteo Cancellieri,77,Lazio,21, Forward  ,1(19),237,0,0.2,4.0,75.9,0.1,0.0,0.0,6.12,0,4,0,0.3,0.2,0,0.2,0.5,0.3,0.2,0.7,0.5,0.1,0.7,0.0,0.1,0.2,0.0,0,FW,"Feb 12, 2002",21,Italy,€5.00m
80,Paulo Dybala,84,Roma,29," AM(CR),FW  ",22(4),1752,6,2.0,28.4,82.3,1.3,2.2,0.1,7.2,12,5,0,2.5,0.2,6,1.0,2.2,0.2,1.2,2.4,0.5,0.3,0.4,0.0,0.1,0.7,0.0,0,FW,"Nov 15, 1993",29,Argentina,€30.00m
81,Lorenzo Pellegrini,84,Roma,27, M(CL)  ,29(3),2558,5,2.2,29.5,80.1,1.7,1.6,0.1,7.09,4,5,0,2.0,0.4,5,1.0,1.8,0.2,1.1,1.7,1.6,0.8,0.8,0.0,0.6,0.8,0.1,0,AM,"Jun 19, 1996",27,Italy,€35.00m
82,Chris Smalling,84,Roma,33, D(CR)  ,31(1),2808,1,0.2,41.8,87.5,0.0,2.3,0.0,6.91,3,7,0,0.5,2.3,2,0.1,0.4,0.0,0.1,0.3,0.8,1.3,0.6,0.2,3.8,0.3,1.1,0,D,"Nov 22, 1989",33,England,€8.00m
83,Bryan Cristante,84,Roma,28," D(C),M(C)  ",34(2),2945,1,0.4,46.1,82.8,0.1,3.6,0.1,6.81,1,8,1,0.8,2.1,3,0.3,0.5,0.1,0.3,0.7,3.1,0.5,1.4,0.0,1.4,1.0,0.3,0,DM,"Mar 3, 1995",28,Italy,€20.00m
84,Stephan El Shaarawy,84,Roma,30," M(CLR),FW  ",14(15),1523,2,0.9,24.4,80.5,0.3,1.0,0.0,6.79,7,3,0,1.4,0.6,2,0.9,0.6,0.3,0.4,1.2,0.7,0.5,0.6,0.0,0.3,0.6,0.0,0,FW,"Oct 27, 1992",30,Italy,€5.00m
85,Tammy Abraham,84,Roma,25, FW  ,24(14),2199,3,0.9,13.1,68.3,0.1,0.4,0.1,6.75,8,2,0,1.6,2.1,2,0.6,1.3,0.3,0.8,1.6,0.4,0.1,0.9,0.0,0.4,0.3,0.1,0,FW,"Oct 2, 1997",25,England,€40.00m
